ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60
6761,703,703,703,703,703,703,377,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703,703
6762,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
6763,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,615,615,615,615,615,615,615,615,615,615,615,615
6764,782,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,225,225,225,225,225,225,225,225,225,225,225,115,115,115,115,115,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725
6765,719,719,719,433,433,433,433,433,77,77,77,77,77,77,77,77,77,77,77,519,519,519,519,519,519,519,519,724,724,724,724,724,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,742,108,108,108,108,108,108,108,243
6766,106,106,106,106,106,106,106,106,106,106,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,784,784,784,784,784,784,784,784,29,610,610,610,610,610,610,610,610,107,802,802,802,802,802,802,802,802,802,802,802
6767,240,21,21,342,342,342,342,342,342,342,342,342,342,342,342,21,318,556,318,318,318,318,318,318,318,174,174,174,174,174,174,174,174,174,174,174,556,556,556,556,556,556,556,556,556,556,556,556,556,486,486,486,486,486,486,486,486,486,486,486,486
6768,49,184,184,184,500,500,500,500,500,551,551,551,551,711,711,711,711,711,711,711,711,431,431,431,431,431,431,799,799,799,799,799,799,799,799,799,499,499,499,499,755,755,661,366,661,661,661,661,661,661,241,241,241,375,375,375,375,375,375,375,375
6769,773,480,663,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,598,520,520,520,520,520,749
6770,759,499,499,55,55,55,55,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,768,768,768,768,768,768,768,768,768,768,768,768,768,768,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171
6771,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
6772,62,62,62,62,62,62,62,62,62,62,663,663,663,663,663,663,663,663,663,663,663,663,663,663,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,679,679,679,679
6773,21,21,21,21,21,21,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
6774,42,696,504,674,674,674,674,674,674,674,674,674,674,674,674,504,504,504,504,429,429,287,42,42,42,42,42,42,42,42,42,42,763,763,763,763,763,763,763,763,763,763,763,49,49,49,49,49,49,49,49,49,49,429,429,429,429,429,801,801,801
6775,104,104,104,104,104,104,104,104,104,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,761,386,386,386,386,386,386,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491
6776,371,371,371,371,371,371,371,371,366,387,387,387,387,387,387,387,387,387,387,387,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,159,159,159,159,159,159,159,574,574
6777,614,707,707,707,707,707,707,707,707,707,535,535,535,535,535,535,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,614,77,77,77,77,77,762,762,762,762,491,491,413,413,413,367,367,367
6778,504,504,504,504,504,504,504,504,504,504,504,504,320,320,320,320,320,320,320,320,320,320,320,320,320,320,477,477,477,477,477,477,477,477,477,477,477,477,477,477,320,320,320,320,320,320,320,100,320,320,320,320,320,320,320,320,320,320,320,320,320
6779,298,298,0,0,0,0,0,0,92,92,92,92,92,92,92,92,92,92,92,92,92,92,331,331,331,331,331,92,92,92,92,92,92,92,98,98,98,98,92,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331
6780,623,612,612,612,612,612,612,612,612,612,612,183,183,183,183,183,183,183,183,183,183,183,376,376,376,623,623,623,345,345,345,345,345,345,345,345,345,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,699,699,699,699,699,699,699,699,699
6781,225,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675,675
6782,385,385,385,385,493,493,493,493,493,493,493,493,493,493,657,657,657,657,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,370,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,448,448,448,448,448,448
6783,347,347,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,632,632,632,632,632,31,31,31,31,31,31,31,31,31,31,31,31,31,31,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
6784,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,197,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,427,427,427,427,427,427,427,306,306,306,306,306,306,306,306,306,306,306,306,306,306,597
6785,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671,671
6786,538,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,80,80,80,80,80,80,80,80,80,80,80,334,334,334,334,334,334,334,437,437,437,437,437,437,437,437,334,334,334,334,334,334,74,74,74,74
6787,514,514,514,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,55,55,55,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810
6788,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,9,9,9,9,9,9,9,9,9
6789,342,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,241,241,241,241,241,241,241,241,241,241,241,241,241,241,65,65,65,65,65,65,65,65,65,65,350,350,350,350,350,350,350,350,350,350,350,350,350,722,722,722,722,722,722
6790,321,321,321,321,321,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318
6791,384,384,384,384,101,101,101,101,101,101,101,101,173,173,173,173,173,173,173,173,173,173,173,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,43,43,43,43,43,43,43,43,43,43,43
6792,40,284,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,713,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
6793,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
6794,66,66,66,66,66,66,66,66,66,66,66,66,222,222,222,222,222,222,222,222,222,793,793,793,793,793,793,607,607,607,177,177,177,177,177,177,177,177,177,222,222,301,301,301,301,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748
6795,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
6796,571,663,401,173,173,173,173,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,386,386,386,386,571,571,571,571,571,571,571,571,571,571,386,386,386,386,386,386,386,386,386,386,571,571,571
6797,297,297,297,297,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,268,678,678,678,678,678,678,678,678,678,678,678,237,237,237,237,237,237,237,237,237,145,145,678,678,678,678,678,678,678,754,754,754,754,754,754,754
6798,608,608,608,608,608,608,512,512,512,512,512,512,512,608,608,512,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,608,713,608,713,713,713,713,713,713,713,713,713,713,713,713,713,287,287,287,713,713,713,684,684,684
6799,728,728,728,728,728,728,728,190,190,728,190,190,190,190,190,190,190,190,635,190,635,635,635,635,635,635,635,635,635,635,635,635,635,635,635,591,591,591,591,591,591,591,591,635,635,635,635,635,635,635,635,635,413,413,413,413,413,413,413,413,413
6800,35,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,675,675,675,675,0,0,0,0,0,0,0,0,0,399,399,399,399,399,399,399,399,392,392,392,392,86,86,86,86,86,86,86,86,86,86,86,86,86
6801,383,383,440,440,440,808,440,808,808,808,808,808,808,808,808,808,440,440,440,440,440,440,189,189,189,189,189,189,189,189,189,189,424,424,424,424,424,424,404,404,404,404,404,404,404,404,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
6802,408,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,553,553,553,553,553,553,553,553,553,482,482,482,482,482,482,482,482,482,482,482,482,692,692,692,692,692,692,692,692
6803,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
6804,147,121,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,773,773,773,773,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
6805,298,5,5,5,5,5,5,5,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6806,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,153,153,153,153,153,153,153,153,153,153,153,153,153,153,541,541,541,541,541,541,541,541,541,541,541,541,541,541,397,397,397,397,397
6807,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523
6808,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,728,728,728,728,728,728,728,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393
6809,83,83,83,83,17,17,17,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284
6810,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,28,28,7,7,7
6811,781,610,416,416,416,552,552,552,552,552,552,552,552,552,552,503,503,503,255,255,255,255,255,255,255,416,416,416,416,108,108,108,108,108,108,108,108,233,233,233,233,233,233,484,484,484,484,484,484,761,761,416,416,737,737,737,148,148,148,148,148
6812,158,158,158,158,158,64,64,64,64,158,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
6813,269,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,500,500,500,500,500,500,500,182,182,182,182,182,182,182,182,182,182,182,210,210,210,210,372,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
6814,253,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,643,249,249,249,249,249,249,249,234,234,234,234,234,234,234,234,574,574,574,574,574
6815,166,166,166,166,166,166,166,678,678,678,678,678,678,678,678,775,775,775,775,775,775,775,775,534,534,534,534,534,534,534,534,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,775,775
6816,347,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,155,170,155,800,155,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,108,108,108,108,108,108,108,108,108,108,108,108,108,108
6817,418,418,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,467,467,467,467,467,467,467,467,467,467,467,467,467,467,724,724,724,724,724,724,724,724,406,406,406,406,406,406,406,406,406
6818,155,447,447,447,447,447,447,447,447,447,447,447,447,447,447,155,155,155,155,155,155,155,155,0,0,0,0,0,0,0,0,0,0,0,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
6819,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,243,243,243,243,243,243,243,243,243,243,177,177,177,127,127,127
6820,89,89,792,792,792,792,792,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,7,7,7,7,7,7,7,7,7,7,7,7,7
6821,256,256,256,256,569,569,569,569,569,569,569,569,569,569,569,569,137,137,137,137,137,137,137,137,137,137,137,137,137,153,153,153,153,153,153,153,153,153,153,153,153,153,153,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,22,22,145
6822,133,133,161,161,161,161,161,273,273,273,273,273,273,273,273,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,161,161,161,161,133,133,133,133,133,133,133,133,133,133,376,376,376,376,376,376,376,376,376,376,722,722,722
6823,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,192,192,192,656,656,656,656,656,656,656,656,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
6824,289,289,36,36,36,36,36,36,36,36,36,36,36,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,60,60,60,60,60,60,60,60,60,60,60,60,60,60
6825,147,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,123,123,123,123,123,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,132,132,132,132,132,132,132,132,132,132,132,132,132,132
6826,778,87,87,87,87,87,87,462,462,462,462,462,462,462,550,550,550,550,550,550,550,135,135,135,135,135,135,135,135,135,135,135,135,135,17,17,17,17,17,17,17,17,17,778,778,778,55,55,55,55,55,55,55,55,55,778,778,778,778,778,120
6827,748,87,301,301,301,301,301,301,301,301,301,301,301,301,301,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
6828,239,269,269,269,269,269,269,269,269,269,269,269,269,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,427,285,285,285,285
6829,85,85,153,153,153,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,207,207,207,207,207,207,207,207,207,207,207,207,406,207,207,207,207,207,207,207
6830,357,357,357,395,395,395,395,395,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335
6831,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,588,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,543,543,543,543,543,436,436,436,436,436,436,671,671,671
6832,665,603,603,650,650,650,650,650,650,650,650,340,340,340,693,693,693,693,693,693,693,693,693,693,693,693,693,693,77,693,77,77,77,276,276,276,276,276,276,276,276,276,276,115,115,665,665,665,665,665,665,665,648,648,648,648,648,648,648,648,648
6833,748,748,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,358,358,358,358,358,358,358,358,358,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748
6834,379,379,379,379,379,278,278,278,278,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,241,241,241,241,241,241,241,343,343,343,343,343,343,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,89,89,89,89,89,89,395
6835,371,371,411,543,543,543,543,543,543,543,543,543,543,543,543,543,584,584,584,584,287,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,584,287,287,287,287,287,287,287,287,287,287,111,604,604
6836,35,35,35,35,35,35,35,35,35,35,35,35,35,647,647,148,148,148,148,148,148,148,148,148,148,314,314,314,314,314,314,314,314,477,477,477,477,477,477,35,35,35,35,35,35,35,35,35,35,35,314,314,314,314,314,314,314,314,314,314,314
6837,121,121,478,478,478,478,478,478,478,478,478,478,478,56,56,56,56,274,274,274,171,171,171,171,171,274,274,274,274,274,274,274,274,274,274,274,274,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,121,121,121,121,121,121,121,121
6838,298,439,439,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,40,40,40,40,40,40,40,40,40,40,40,705,705,705,705,705,705,705,705,705,705,705
6839,425,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,647,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,807,807,807,807,807,755,755,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389
6840,561,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,689,689,778,689,689,689,778,778,778,778,778,778,778,477,477,477,477,477,477,477,477,477,477,477,477,477,584,584,584,584,584,584,584,153,153,153,153,153,153,153,153,153
6841,55,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
6842,106,106,106,106,106,106,106,106,106,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,445,445,445,445,445,445,604,604,604,708,708,708,708,708,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
6843,406,121,406,406,406,406,406,406,406,406,406,406,398,398,398,398,398,398,398,398,398,398,398,398,398,398,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,432,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282
6844,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203
6845,420,728,728,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,79,79,79,79,79,79,79,411,499,499,499,499,499,499,499,499,499,499,499,499,499
6846,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,422,422,422,422,422,422,422,422,422,107,107,107,107,107,107,107
6847,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
6848,464,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,161,161,257,257,192,192,192,192,192,192,192,192,192,255,285,285,285,285,285,285,285,285,285,285,285,202,202,202
6849,131,131,131,131,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,89,89,89,89,89,89,89,41,41,41,41,41,41,41,41,41,41,89,89,89,89
6850,760,760,760,760,363,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,489,489,489
6851,464,464,306,306,557,306,306,306,306,306,306,306,306,306,306,306,306,306,306,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
6852,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,724,724,253,253,253,253,253,253,253,253,400,400,400,400,400,400
6853,74,74,74,74,74,74,74,74,74,74,74,74,74,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,32,32,32,32,32,32,317,317,317,317,317,317,32,32,32,32,32,32,32,32,32,32,32,32,32
6854,38,38,364,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,320,320,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551
6855,693,693,693,693,693,693,693,693,693,693,693,693,621,621,621,569,569,569,569,569,89,89,89,89,89,89,89,89,89,89,89,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,577,540,540,540,540,540
6856,215,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,596,596,596,596,596,596,596,249,249,249,249,249,249,249,249,249,249,249
6857,676,676,257,257,257,257,257,257,257,257,257,257,257,257,715,715,810,810,810,810,810,810,810,676,676,676,676,676,676,676,676,676,111,111,111,111,111,645,645,645,645,645,645,645,645,645,463,463,463,463,463,463,463,463,463,463,463,463,539,539,539
6858,762,762,762,741,741,741,741,741,741,741,762,762,762,762,762,762,762,762,762,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,691,691,691,691,691,691,691,691,536,536,536,536,536,536,536,536,663,663,663,663,663,775
6859,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,791,791,791,791,791,791,791,79,79,79,79,79,79,79,79,79,79,79,79
6860,463,463,463,463,463,463,463,463,656,656,656,656,34,656,656,656,656,656,656,656,656,656,328,328,328,328,328,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,119,185,185,252,252,252,252,252,252,252,252,252,252,252,252,252,252
6861,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,401,401,401,401,401,401,401,401,401,401,401,401,224,394,394,394,394,394,394,394,394,394,394,394,394
6862,734,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,143,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,734,163,163,163,163,163
6863,9,233,233,233,754,754,754,754,754,465,465,465,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,465,465,465,465,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6864,764,764,764,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,541,80,80,80,80,80,80,80,80,80,474,474,474,474,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,517,517,517,517,517,517,517,517,517,517,517,129,129
6865,98,98,98,98,98,98,98,98,98,98,268,268,268,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,274,274,274,274,274,274,274,274,274
6866,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,762,762,762,762,762,762,762,762,762,762,762,762,762
6867,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,66,66,66,66,445,445,445,445,445,445,445,577,286,286,286,286,286,286,286,286,286,286,577,334,334,334,334,334,334,334,334,334,334,334,334,334,726,726,726,726,726,726,726,726
6868,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,637,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,74,237,505,505,505,505,505,505,505
6869,795,795,795,795,795,795,795,795,795,795,795,795,795,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137
