ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62
6590,649,530,296,150,150,319,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6591,121,70,424,78,160,407,407,407,407,407,407,407,407,407,407,407,407,151,407,407,407,407,407,407,407,624,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407
6592,186,752,181,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
6593,837,391,849,129,132,365,365,390,303,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,4,390,390,390,64,390,390,390,390,390,390,390,390,390,390,390,390,390
6594,798,505,92,42,380,193,193,193,193,193,193,193,193,193,193,193,290,193,193,193,193,193,193,193,193,82,193,382,193,193,193,193,193,193,193,193,193,193,193,193,193,193,435,703,19,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193
6595,237,117,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,406,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,638,321,321,321,321,321,321
6596,826,677,11,277,277,276,65,551,65,65,65,11,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,197,65,65,65,65,65,65,65,65,65,161,65,65,65,65,65
6597,39,495,331,139,385,291,291,291,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,84,140,140,140,140,140,140,140,140,140,101,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,447,140
6598,640,486,32,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
6599,607,71,544,109,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
6600,136,607,874,555,203,110,203,203,203,294,294,294,294,294,294,294,294,203,294,294,294,294,203,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,309,294,142,309,294,156,294,294,294,156,142,294,142,142,142,294,294,294,309,142,294,294
6601,423,91,287,58,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,295,63,63,63,63,63,63,63,63,63,63,63,63
6602,561,770,430,353,353,353,292,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,378,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353
6603,52,712,423,265,793,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,398,613,243,243,243,243,243,243,243,243,243
6604,57,656,279,184,381,200,381,200,200,200,200,200,200,682,282,184,200,200,524,200,200,181,200,200,200,200,200,200,200,200,200,200,200,200,200,200,79,81,200,200,200,200,813,138,434,200,200,200,738,200,200,200,200,200,200,445,200,200,200,452,200,200,200
6605,516,178,127,72,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,681,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215
6606,435,274,21,82,383,442,383,383,70,383,383,383,383,383,383,383,383,814,203,232,383,814,814,376,185,383,383,383,383,383,221,146,185,531,383,383,102,551,317,230,383,383,383,383,383,383,383,383,383,383,383,383,358,383,383,383,383,383,383,163,383,383,358
6607,68,523,43,135,135,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
6608,870,815,327,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
6609,576,356,166,313,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,200,62,62,62,62,62,62,62,62,62,330,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
6610,225,216,672,371,42,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371
6611,402,90,130,36,155,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,504,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
6612,228,681,362,88,206,420,317,317,317,331,317,317,317,317,317,317,748,317,317,317,317,317,317,317,317,695,317,152,317,317,317,317,317,317,317,76,317,317,317,317,317,317,659,467,225,317,317,317,317,317,317,317,317,317,76,317,317,317,317,317,378,209,317
6613,223,387,332,403,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,190,16,179,179,179,179,179,179,179,179,179
6614,580,543,364,97,97,97,97,97,97,97,97,97,97,97,97,97,97,210,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
6615,275,42,154,244,49,128,244,128,376,128,340,340,128,340,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
6616,42,203,25,87,50,67,67,67,67,761,67,67,67,67,67,67,67,407,67,67,67,67,67,67,67,401,10,67,488,67,67,67,67,67,67,67,67,67,67,67,67,10,67,67,67,67,67,67,67,137,67,67,67,67,67,67,67,67,67,67,67,67,67
6617,292,234,76,317,415,76,310,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,53,345,345,345,345,345,345,345,345,345,345,345,345
6618,418,524,388,18,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157
6619,228,657,222,190,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
6620,136,799,165,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
6621,286,384,175,198,135,231,231,231,258,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,258,231,231,231,231,231,231
6622,88,497,270,244,481,279,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,574,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,332,344,344,344,344,344,344,344,218,344
6623,405,90,310,200,21,40,430,430,430,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
6624,320,4,37,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,42,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281
6625,416,169,57,10,87,87,87,137,297,547,203,203,203,203,203,87,203,203,105,203,203,203,137,203,203,67,203,203,203,203,203,203,408,210,203,203,203,203,137,804,54,137,782,203,203,203,203,203,203,203,203,203,203,408,232,609,203,203,408,203,203,256,60
6626,369,418,107,215,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,594,316,316,316,316,316,316,316,316,316,316
6627,785,819,720,185,394,394,394,394,394,19,394,394,394,394,394,394,376,394,394,394,394,394,394,394,394,307,363,19,724,394,394,394,394,394,394,394,394,394,394,394,394,394,388,334,210,394,394,394,394,394,42,394,394,394,394,394,394,394,394,394,394,394,394
6628,798,0,76,195,140,200,88,206,206,206,206,206,729,206,206,206,206,206,206,206,206,206,206,206,206,65,206,206,206,206,206,206,206,206,206,256,206,206,206,206,206,206,206,206,206,246,196,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206
6629,91,770,253,130,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
6630,76,300,359,150,150,319,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
6631,233,522,129,418,65,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,319,418,418,418
6632,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,416,128
6633,754,237,107,175,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391
6634,109,515,71,66,363,287,287,287,363,287,287,287,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,434,363,363,363,363,363,363,363,363,363,363,363,363,363,103,815,363,363,363,363,363,363,363,363,363,363,363
6635,212,351,137,202,304,355,158,258,258,258,258,258,258,258,258,258,258,287,258,258,258,258,258,258,258,41,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,127,265,398,258,258,258,258,258,258,258,258,258,258,258
6636,585,252,474,406,214,193,240,214,222,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,399,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
6637,463,666,781,695,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,316,870,191,191,191,191,191,191,191,191,191
6638,350,248,287,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305
6639,71,566,323,391,185,344,64,64,64,381,381,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,868,64,64,64,64,64,64,64,64,64,64,64,64
6640,308,600,26,368,368,76,76,76,76,76,76,216,0,0,0,216,268,0,0,0,0,0,0,216,0,204,417,264,417,0,0,0,0,0,0,0,0,0,0,202,0,0,443,396,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6641,119,37,6,396,15,15,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,45,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437
6642,245,789,178,186,383,261,178,178,145,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,123,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
6643,718,56,754,406,698,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415
6644,203,278,283,273,169,151,151,151,151,151,250,151,151,151,151,151,620,526,151,151,151,151,151,151,151,401,151,358,696,151,151,151,151,151,151,151,151,151,151,151,840,151,852,172,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
6645,347,529,468,424,63,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,722,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,373,152,152,152,152,152,152,152,59,152,152,152,152,152,152,152,152,152,152,152
6646,457,456,252,383,299,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
6647,187,735,295,295,199,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,722,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
6648,826,417,818,440,588,650,819,608,638,608,608,109,109,109,109,109,109,109,109,109,109,109,109,109,109,82,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
6649,763,449,259,1,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,438,166,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404
6650,641,599,370,135,11,11,11,370,413,413,413,217,413,413,217,256,413,217,217,217,217,217,217,217,217,148,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,207,207,217,217,217,217,217,217,217,217,217,294,217
6651,287,418,664,42,156,37,260,86,260,394,394,394,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,204,222,222,222,222,222,222,222,222,222,37,222,222,222,222,37,222,222,222,37,165,222,163,163,222,163,222,222,163
6652,282,288,297,350,87,210,87,210,137,54,210,137,137,137,137,208,292,137,350,105,137,137,203,374,105,407,297,265,203,137,105,137,105,137,105,127,127,212,210,54,57,21,337,42,857,306,128,42,205,394,282,137,42,297,297,137,137,137,264,377,212,161,137
6653,526,820,472,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,404,709,166,166,166,166,166,166,166,166,166,166,166,166,166,166
6654,603,258,150,86,159,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
6655,413,337,724,131,24,202,363,143,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,408,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382
6656,603,666,121,121,295,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425
6657,535,49,74,282,31,82,82,31,379,31,31,244,55,82,82,82,82,324,175,8,55,82,82,74,82,175,376,175,175,719,175,324,175,175,677,552,338,328,392,286,82,175,175,376,376,376,376,175,376,376,376,376,420,376,376,376,376,376,395,376,82,82,376
6658,191,811,102,437,437,437,204,437,42,437,42,521,521,521,42,42,396,399,396,521,396,399,399,328,399,154,144,399,399,399,399,399,399,399,223,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,203,399,399,42,399,399,399,42,399,399,649,399,399
6659,113,832,380,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222
6660,716,581,566,610,596,696,581,653,105,555,274,575,623,596,105,538,105,105,693,515,42,696,105,105,105,389,699,801,80,105,105,105,105,858,696,105,294,105,105,105,105,105,359,136,42,105,105,105,162,105,105,105,105,105,247,105,472,693,105,261,105,105,105
6661,626,173,261,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,329,12,12,12,12,12,12,12,12,12,12,181,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
6662,8,875,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,191,8,8,8,8,8,8,8,8
6663,588,313,407,81,0,0,0,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,73,278,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,461,384,412,412,412,412,412,412,412,412,149,412,412
6664,521,624,318,340,340,340,340,340,340,48,340,340,48,340,340,340,340,48,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340
6665,406,22,344,339,253,208,208,748,231,95,231,395,95,349,349,231,95,95,395,349,95,63,395,199,395,395,395,202,157,202,95,95,202,202,380,202,202,203,203,138,395,395,87,203,87,202,202,157,202,395,140,231,63,833,157,202,202,395,202,202,202,202,395
6666,402,622,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425
6667,557,241,47,418,65,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,297,418,418,418,418,418,418,418,418,418,286,418,418,418,418,418,418,418,105,689,418,166,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418
6668,86,837,335,245,380,93,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380
6669,600,447,144,179,42,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369
6670,164,24,413,873,369,393,393,269,393,413,413,413,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
6671,258,119,373,370,210,185,178,91,14,390,14,14,178,365,235,178,235,235,235,235,178,83,235,178,235,178,91,178,178,235,178,235,235,359,91,91,91,91,178,235,91,91,91,91,91,91,91,178,91,178,91,178,178,91,235,235,91,97,178,32,83,42,91
6672,543,676,0,414,437,238,204,204,204,101,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,755,204
6673,237,14,40,210,210,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,549,182
6674,167,318,374,551,75,308,253,253,308,308,82,587,328,328,113,308,308,328,400,400,308,308,328,400,308,328,308,400,308,308,400,308,308,308,308,308,308,308,400,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
6675,157,316,413,393,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,826,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,522,418,418,418,418,418,418,418,418
6676,579,696,496,61,12,12,195,9,353,9,47,758,9,36,433,9,9,9,9,9,9,9,9,12,9,422,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,353,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6677,577,546,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,305,414,300,300,300,300,300,300,300,300,300,300,300
6678,180,222,303,24,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303
6679,160,360,588,375,295,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,396,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
6680,753,380,585,12,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,497,209,209,209,209,209,209,209,209,209,246,209,209,209,209,678,209,209,209,209,209,209,209,209,209,276,249,209
6681,430,126,423,382,363,70,70,70,70,70,70,70,70,70,70,70,70,70,70,526,70,70,70,70,70,532,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
6682,57,604,7,402,2,294,48,282,48,54,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,379,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
6683,240,521,335,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,191,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431
6684,10,377,163,258,125,599,125,856,175,292,295,295,295,295,295,295,407,19,228,232,295,295,389,367,282,292,169,292,873,295,119,354,725,295,15,514,294,5,192,367,653,173,288,418,295,295,295,295,295,67,295,295,295,295,295,295,295,295,295,295,295,295,295
6685,615,697,511,530,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,822,796,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,433,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,840,105,854,558,469,105,105,105,105,105
6686,614,124,467,190,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,863,83,83,83,83,83,83,83,83,83,83
6687,421,468,93,240,305,240,240,240,240,240,240,240,240,240,240,240,268,240,240,240,489,240,240,240,240,14,94,14,9,240,240,240,240,240,240,240,240,240,240,240,240,240,258,240,736,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
6688,288,265,848,798,73,73,73,73,73,316,25,73,73,73,73,871,326,377,73,25,298,298,325,25,25,25,25,25,25,25,25,749,340,25,316,25,25,298,316,73,325,325,298,316,384,316,404,316,703,316,316,653,325,653,316,316,290,316,316,653,316,316,316
6689,264,278,275,349,349,79,275,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,384,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,384,64,79,79,79,79,79,79,79,79,79,79,79,79
6690,506,131,320,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187
6691,636,402,359,87,320,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281
6692,445,35,430,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
6693,586,825,74,297,297,425,297,634,297,751,297,297,297,87,297,848,306,80,80,297,306,297,306,402,297,362,306,42,306,389,87,389,109,50,52,306,208,87,156,306,297,87,297,297,297,297,297,208,297,208,297,109,377,87,208,127,379,297,759,87,87,87,127
6694,173,351,319,58,25,99,99,265,210,519,25,25,25,25,25,25,25,685,25,25,25,25,379,47,25,406,25,25,25,25,25,413,25,413,413,47,25,25,25,25,746,295,413,403,413,403,413,25,47,25,25,25,25,403,403,25,403,403,403,403,403,403,12
