ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33
9954,59,53,702,709,791,477,584,584,584,787,51,497,787,497,461,787,791,791,791,791,787,787,791,787,475,791,787,787,787,787,787,787,787,787
9955,162,806,589,508,462,573,792,452,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792
9956,59,333,150,519,543,727,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539
9957,871,384,568,714,706,544,706,801,840,637,576,801,706,594,763,576,594,602,439,625,480,446,824,858,581,439,439,458,680,858,680,680,680,439
9958,79,387,275,571,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532
9959,59,253,247,729,759,505,542,505,849,505,505,736,614,446,736,95,95,95,446,662,641,648,641,463,641,582,641,641,555,641,798,641,646,641
9960,59,466,25,613,765,740,853,460,612,590,740,590,853,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590
9961,640,106,156,827,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673,673
9962,294,553,777,75,48,192,131,75,710,710,637,853,710,815,865,710,815,865,865,440,440,440,815,440,440,559,440,440,296,440,440,440,440,296
9963,59,329,478,573,453,596,596,564,706,458,847,458,564,670,670,576,564,670,670,670,670,670,670,670,670,670,670,520,670,670,670,670,670,670
9964,59,535,252,515,508,743,745,743,743,587,799,743,724,724,724,724,536,536,735,536,536,536,536,536,536,536,536,536,536,536,536,536,735,536
9965,99,176,867,722,858,621,621,569,763,569,569,569,569,569,569,569,569,569,569,569,569,569,569,536,569,784,569,569,569,569,569,763,858,569
9966,59,331,875,407,170,459,542,483,483,624,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483
9967,685,420,58,592,830,598,781,813,447,447,447,619,526,619,619,774,202,619,202,613,202,623,848,712,202,581,623,445,712,642,704,844,597,597
9968,59,626,456,594,439,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695
9969,59,293,40,124,124,488,858,481,537,738,738,481,738,537,387,634,278,387,488,387,537,488,553,488,488,537,488,488,488,537,488,488,811,488
9970,587,446,406,620,826,827,595,595,520,105,653,613,653,488,553,488,488,488,10,264,646,488,264,488,488,264,488,488,488,488,488,488,488,488
9971,174,194,714,208,208,389,586,524,586,67,440,586,586,586,586,586,586,586,692,781,692,586,586,586,586,586,586,586,586,586,586,586,586,586
9972,59,554,422,755,628,628,702,874,628,628,832,832,685,685,855,685,855,685,628,685,628,635,685,628,635,628,628,628,628,628,685,628,628,588
9973,99,190,832,874,660,660,466,466,754,839,754,839,754,754,743,743,667,743,649,667,743,667,743,667,667,649,667,743,667,743,743,667,743,743
9974,59,402,486,622,817,869,570,754,545,545,740,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545
9975,59,518,350,727,662,650,650,564,232,232,564,564,505,564,688,292,83,579,265,533,662,124,663,208,278,278,278,124,597,445,208,532,445,579
9976,59,618,525,561,622,703,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695,695
9977,751,523,776,558,463,735,782,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871,871
9978,59,544,390,873,690,852,593,659,690,105,751,751,455,735,646,446,446,735,646,446,646,795,463,735,446,735,515,587,712,515,543,730,680,798
9979,59,227,129,770,651,545,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465
9980,192,25,646,776,580,771,856,798,798,613,613,613,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646,646
9981,59,536,86,524,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659,659
9982,202,507,645,624,863,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508
9983,214,60,731,843,506,645,809,777,563,581,714,714,777,845,598,801,801,801,598,801,801,776,801,801,774,776,776,801,776,801,774,801,824,776
9984,59,22,130,739,739,460,716,460,460,460,460,460,460,460,460,460,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
9985,59,5,573,837,743,796,763,462,799,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711,711
9986,59,833,105,657,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873,873
9987,71,80,590,731,850,801,602,602,602,731,731,850,850,850,712,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731,731
9988,59,404,689,842,797,451,471,572,666,796,567,572,666,194,796,666,666,572,572,572,666,646,666,667,666,526,567,666,567,667,526,567,667,667
9989,59,515,371,333,609,609,609,805,609,609,517,609,575,785,609,202,202,609,202,536,609,202,784,619,609,239,281,609,247,281,477,744,426,426
9990,59,607,816,737,851,512,491,649,466,649,774,839,646,518,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607,607
9991,306,776,82,823,542,645,619,524,447,542,692,842,542,647,736,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542
9992,617,231,580,815,798,603,669,650,650,650,798,650,753,650,650,608,608,608,608,608,608,608,608,608,798,861,608,608,794,608,798,608,794,798
9993,59,326,503,835,525,526,849,592,592,592,592,592,592,592,670,670,592,592,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670,670
9994,838,818,125,581,680,818,838,727,838,838,706,838,838,838,838,838,838,838,835,838,614,838,570,838,817,817,838,817,566,838,614,818,817,838
9995,554,493,650,583,542,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590,590
9996,66,404,170,856,564,840,871,771,505,527,446,795,446,795,795,795,795,795,795,795,795,795,795,537,795,795,795,795,795,795,795,795,795,795
9997,59,212,308,648,789,855,594,870,476,530,476,476,476,661,702,577,671,671,671,671,671,671,870,870,671,671,870,671,870,671,671,671,671,671
9998,59,61,820,676,769,784,859,859,586,500,671,767,767,767,767,671,767,859,699,699,699,699,699,514,458,458,500,458,699,458,500,500,769,458
9999,59,472,844,503,869,627,835,635,635,635,624,458,444,809,635,635,641,635,809,635,635,859,635,635,809,635,635,859,635,635,697,859,635,635
10000,269,590,71,659,583,875,576,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818
10001,59,106,524,580,817,652,608,717,759,652,652,544,544,456,544,544,608,652,608,456,608,591,456,591,604,591,595,591,591,591,591,595,591,591
10002,59,205,668,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783
10003,542,612,622,484,658,612,612,580,817,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658
10004,162,330,7,512,618,872,544,611,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539
10005,59,65,713,18,691,245,457,457,457,457,457,457,457,457,457,457,457,457,461,457,457,758,457,457,457,457,457,457,457,457,579,457,457,457
10006,67,73,349,761,840,583,583,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795
10007,59,238,711,844,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609
10008,59,629,577,635,747,753,192,462,839,482,694,839,839,839,839,839,839,641,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839,839
10009,59,635,49,802,779,621,492,862,862,791,862,862,862,862,862,862,858,862,862,862,862,862,540,862,858,862,540,540,540,633,540,540,862,451
10010,59,102,699,709,636,839,572,609,480,582,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720
10011,59,414,738,721,452,475,678,792,792,678,722,792,792,792,792,792,792,792,792,792,792,792,792,792,792,836,836,792,792,792,792,792,792,792
10012,430,278,34,672,867,611,761,633,815,658,192,825,532,564,606,633,633,633,564,633,524,825,650,736,564,633,633,650,532,658,633,633,633,633
10013,59,691,522,798,466,608,608,615,615,466,615,466,615,719,466,607,466,466,466,466,466,466,466,466,466,466,466,466,466,614,466,466,614,614
10014,695,136,515,628,733,519,524,582,519,566,869,727,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568
10015,384,401,791,673,798,580,558,782,761,653,761,653,761,653,761,479,715,580,580,580,580,580,580,580,584,580,703,580,580,580,580,842,580,580
10016,59,152,655,657,743,691,699,654,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694
10017,59,363,170,424,407,407,83,232,232,232,232,232,867,867,232,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867
10018,59,238,262,870,577,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452
10019,59,308,557,101,509,631,816,816,816,477,816,816,651,631,631,631,764,693,764,631,631,439,693,684,631,833,631,858,693,631,631,439,631,631
10020,59,166,720,707,854,451,451,737,737,737,737,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799,799
10021,59,555,591,701,496,743,771,712,712,712,712,552,749,617,712,617,617,712,617,749,801,617,569,801,801,108,749,525,636,525,712,617,525,639
10022,45,834,723,640,484,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
10023,59,78,784,677,854,451,461,541,752,752,752,752,709,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
10024,59,815,548,802,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783
10025,59,490,380,588,810,572,841,760,760,760,760,760,576,760,563,658,563,563,543,563,563,563,543,563,563,543,563,690,563,563,563,563,563,563
10026,588,300,702,514,566,760,563,703,563,563,610,610,467,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563
10027,59,190,721,439,832,794,699,670,458,670,670,656,656,454,454,702,454,454,629,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454
10028,417,358,87,776,584,488,776,871,871,595,488,798,294,782,463,730,776,776,782,782,463,463,294,584,584,584,584,703,584,776,294,764,584,703
10029,144,721,493,457,831,691,465,855,487,573,691,487,487,678,487,573,691,820,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573
10030,59,739,58,513,514,756,642,685,842,642,683,489,756,756,756,756,756,460,756,756,756,756,756,756,756,756,756,756,756,854,756,756,756,756
10031,59,729,756,513,460,764,760,764,522,554,640,640,640,640,838,640,760,760,760,480,760,760,760,760,760,760,756,480,480,760,760,760,760,760
10032,59,172,290,466,635,670,632,670,670,670,670,812,479,456,456,684,812,564,812,718,868,670,667,670,670,553,868,689,670,718,649,649,868,649
10033,59,568,266,20,413,6,6,47,47,847,445,791,496,396,396,246,250,499,88,39,39,840,85,85,562,85,499,39,47,39,458,88,414,499
10034,59,857,579,594,826,808,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595
10035,401,704,194,817,532,574,825,756,724,519,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724
10036,59,847,766,457,691,721,721,721,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454
10037,516,253,567,576,669,443,801,570,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830,830
10038,59,235,762,444,656,540,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656,656
10039,59,629,862,629,465,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629
10040,229,489,202,620,644,442,624,706,777,581,824,706,447,439,439,740,755,755,740,692,447,817,755,570,610,669,777,620,480,620,842,620,817,620
10041,59,538,572,579,631,794,461,859,458,816,816,525,816,796,816,796,832,614,784,796,796,796,784,526,526,764,854,526,579,589,526,651,824,526
10042,99,570,119,702,569,540,834,818,642,629,642,642,838,706,642,838,706,706,706,706,706,818,706,706,706,706,706,706,706,706,706,706,706,706
10043,349,850,563,850,850,652,602,692,610,610,801,610,624,598,817,598,817,817,534,542,542,542,800,800,542,800,542,542,542,542,542,542,542,624
10044,59,306,628,796,465,828,871,522,522,763,493,527,862,493,527,844,711,862,711,527,711,711,862,862,862,862,862,476,862,862,476,476,743,862
10045,59,277,452,871,848,597,632,506,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451
10046,59,629,855,596,718,656,500,721,495,763,676,676,796,676,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629
10047,59,467,486,865,459,542,839,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612
10048,59,641,379,741,462,614,504,815,610,486,563,815,815,565,563,815,815,815,565,466,815,563,466,563,576,815,815,815,565,815,815,815,815,815
10049,225,137,647,507,155,157,157,439,467,519,439,628,439,467,628,628,467,628,684,628,628,841,403,467,628,628,467,841,628,655,755,655,655,755
10050,349,403,453,524,603,552,603,801,208,824,824,824,824,714,824,824,824,601,824,824,601,824,601,824,601,692,692,824,824,824,601,824,601,824
10051,59,7,794,702,449,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444
10052,601,272,498,687,567,567,582,567,567,567,542,567,542,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567
10053,63,619,66,446,652,756,534,534,756,534,717,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534
10054,59,268,669,609,487,609,582,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609,609
10055,390,243,179,598,672,567,582,825,672,505,672,672,505,672,672,754,672,754,754,672,672,758,672,463,822,672,803,782,672,687,672,829,875,810
10056,59,623,845,508,777,801,781,777,710,669,849,712,660,687,669,669,687,687,687,669,687,687,687,687,687,753,687,124,552,753,687,687,687,520
10057,59,594,703,479,770,451,493,854,732,811,732,88,676,732,732,64,859,651,859,439,521,521,637,845,458,39,742,439,845,439,854,670,811,18
10058,59,18,475,803,670,770,770,770,632,770,770,770,770,770,770,770,770,770,770,770,770,770,770,517,770,770,770,770,517,770,770,770,697,770
10059,567,318,719,782,548,776,551,551,551,551,775,871,493,584,493,566,461,493,493,493,461,493,577,461,548,840,493,840,674,564,564,745,637,840
10060,59,238,8,577,788,493,474,670,627,799,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737,737
10061,59,71,338,604,602,534,844,819,602,602,602,844,602,801,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602,602
10062,99,320,684,673,543,787,847,654,657,579,657,654,654,654,654,835,488,488,488,488,488,488,488,630,488,488,630,488,630,630,630,630,630,630
10063,59,571,159,210,72,578,578,578,578,578,578,578,146,578,752,146,752,752,752,146,146,752,146,146,752,752,146,752,752,752,752,752,752,677
10064,412,203,208,723,761,672,830,555,842,842,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716
10065,59,870,533,697,779,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611,611
10066,59,708,472,344,317,391,391,75,75,342,708,391,42,49,49,178,391,391,178,178,391,391,391,391,391,178,391,391,178,178,178,391,391,178
10067,162,867,294,613,714,735,580,795,455,690,852,735,552,735,690,735,690,601,690,690,690,690,690,798,690,687,771,690,735,791,690,690,771,690
10068,59,317,124,596,405,616,732,437,437,745,628,822,768,458,699,745,699,699,699,699,699,699,699,698,699,699,628,699,734,699,699,699,699,699
10069,447,228,670,580,619,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827
10070,325,622,624,697,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586
10071,162,242,262,682,463,740,844,508,508,844,844,615,508,615,615,615,508,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615
10072,99,500,832,452,452,651,721,458,458,649,859,859,859,445,859,859,859,859,859,859,859,859,651,859,859,664,831,859,666,651,651,541,651,664
10073,59,616,64,784,522,522,554,522,764,764,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554
10074,591,587,759,752,504,578,119,156,401,229,229,604,229,102,720,113,113,113,102,575,256,366,35,720,102,575,256,519,256,811,720,720,256,481
10075,59,308,784,458,458,678,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573
10076,59,318,377,105,80,338,82,324,636,405,434,405,405,405,203,405,146,405,777,405,75,203,146,596,526,67,555,526,521,530,555,774,530,530
10077,871,782,48,446,203,583,548,583,583,583,87,583,80,87,505,16,212,294,488,488,795,506,406,506,506,506,506,506,297,506,795,506,506,506
10078,106,264,591,446,871,687,620,446,695,776,463,463,463,488,543,543,543,543,543,543,543,543,543,488,543,488,488,543,736,488,646,488,488,488
10079,59,306,653,695,593,488,87,87,584,280,584,584,584,584,584,83,777,777,777,584,777,777,777,777,777,459,777,548,10,777,777,10,83,548
10080,59,70,822,801,519,526,802,740,625,480,683,683,542,518,683,683,491,683,598,755,518,598,518,747,755,747,521,521,845,518,628,521,518,530
10081,59,412,858,755,161,64,64,38,38,605,596,605,572,572,596,596,596,596,572,596,596,596,572,596,596,572,666,596,596,596,596,596,596,596
10082,433,350,384,540,777,777,777,692,777,669,692,692,692,813,692,781,510,845,845,692,480,690,774,480,845,510,845,845,456,571,845,447,457,845
10083,59,610,859,438,828,476,476,703,703,671,476,476,572,572,572,557,572,566,572,838,566,838,572,572,566,566,566,566,566,566,566,566,566,566
10084,59,787,754,490,734,478,796,500,639,478,478,784,478,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,706,784,784,784
10085,59,75,459,629,172,605,605,858,529,105,798,521,666,105,493,666,776,826,571,605,871,808,695,479,620,97,695,871,871,105,210,105,620,871
10086,59,411,699,638,796,596,596,769,487,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541
10087,59,540,200,449,540,458,851,851,457,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851
10088,603,456,43,296,519,113,211,467,598,598,467,157,519,439,113,467,467,519,467,467,113,467,467,459,467,467,467,472,467,467,467,467,467,467
10089,59,417,605,655,682,740,655,652,476,735,522,740,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522
10090,162,469,40,713,764,500,614,863,741,446,463,446,658,658,658,633,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658,658
10091,59,150,467,689,458,472,855,855,855,822,854,854,854,452,822,822,822,745,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,822
10092,59,753,465,657,732,732,7,691,582,770,770,577,854,571,770,770,770,770,770,571,770,770,457,571,770,770,571,770,770,770,770,770,770,571
10093,59,233,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691
10094,407,681,321,522,621,816,479,804,589,541,737,737,737,804,667,737,635,517,859,635,737,845,845,648,737,737,845,770,737,737,770,737,770,770
10095,59,694,567,557,438,444,530,703,733,689,557,825,611,766,582,766,476,463,582,766,875,582,582,766,766,766,851,766,766,766,766,766,766,766
10096,267,583,798,228,761,695,613,488,687,712,848,455,687,687,687,587,587,587,587,587,587,587,587,587,587,587,587,587,455,587,587,587,587,587
10097,59,780,703,508,839,774,603,570,660,491,652,608,652,455,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774
10098,379,369,75,857,523,857,523,857,523,157,523,523,523,523,523,211,467,523,467,467,467,467,467,113,467,113,467,113,113,113,113,467,113,113
10099,59,304,255,510,799,667,628,572,874,874,874,874,874,874,874,874,874,874,874,874,874,874,577,874,874,874,874,874,874,874,874,874,874,874
10100,59,414,515,471,799,461,461,577,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
10101,59,465,253,826,622,702,702,702,849,849,849,849,845,849,849,849,526,572,680,439,526,526,526,526,526,526,526,526,526,526,526,526,526,526
10102,59,720,32,468,516,582,463,568,677,546,207,207,207,817,624,207,624,761,496,703,78,761,761,207,468,207,574,574,761,761,580,761,546,78
10103,59,805,551,462,614,496,770,770,822,439,755,439,642,439,849,596,750,750,750,439,25,462,750,750,750,750,439,439,439,835,439,755,439,869
10104,59,523,79,759,563,587,467,555,755,666,740,740,863,740,740,740,825,825,628,687,687,825,801,687,825,862,582,208,555,388,758,803,472,803
10105,59,399,287,580,614,689,659,516,764,654,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727
10106,59,9,858,751,734,458,458,458,579,864,668,568,668,568,614,579,579,651,839,399,651,668,651,839,651,38,651,651,476,791,651,555,476,555
10107,59,166,562,848,623,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787
10108,484,258,148,665,687,687,587,687,687,614,842,728,552,717,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687,687
10109,59,306,216,847,837,816,620,782,597,794,816,815,782,782,782,525,597,846,846,846,846,846,846,846,846,846,846,846,846,846,846,846,846,846
10110,339,542,440,842,569,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818
10111,99,181,859,770,572,794,628,745,745,745,676,828,702,629,828,828,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629,629
10112,59,16,204,861,799,451,521,667,521,667,667,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770
10113,59,42,533,491,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482
10114,604,440,60,544,553,684,684,673,684,723,553,553,553,463,463,456,553,553,553,553,553,553,553,553,553,553,553,553,456,456,553,553,553,576
10115,59,673,79,544,618,646,543,712,587,712,776,776,488,776,798,798,798,653,781,798,480,798,781,781,781,739,703,488,584,781,781,781,692,781
10116,790,617,456,561,561,685,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561
10117,59,422,598,652,591,640,819,819,819,819,756,534,747,648,534,747,842,842,613,842,809,819,842,842,842,842,442,442,442,648,570,747,783,648
10118,59,308,129,354,628,780,577,585,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691,691
10119,99,308,841,491,673,80,80,787,679,619,461,310,787,579,787,619,748,787,748,787,748,748,873,787,748,748,787,787,748,787,787,787,787,787
10120,366,67,724,609,280,523,523,294,261,207,110,95,398,713,364,713,494,494,494,873,494,494,713,494,713,494,494,494,385,713,494,494,494,494
10121,59,126,239,591,544,741,838,576,569,633,633,633,633,741,741,741,569,741,741,741,741,741,741,741,741,741,741,731,741,741,741,741,741,741
10122,684,182,544,505,536,832,832,684,635,824,568,787,446,611,684,684,446,689,684,556,684,684,684,684,684,684,684,684,684,684,684,684,684,684
10123,156,468,645,663,753,588,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663
10124,59,36,600,529,872,679,790,790,577,790,445,445,192,192,192,524,688,688,192,688,688,688,688,688,688,478,688,688,688,688,688,688,730,688
10125,523,450,148,532,619,591,208,480,208,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827
10126,59,834,22,32,422,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468
10127,59,415,495,467,167,288,172,6,301,288,110,738,110,6,172,738,795,288,172,172,795,288,172,288,172,172,172,288,97,288,243,101,288,288
10128,59,870,832,514,760,514,767,500,658,707,741,741,569,741,741,741,741,818,741,741,741,741,741,639,741,741,741,741,741,741,741,741,741,741
10129,59,277,178,842,800,572,574,574,732,706,574,668,591,844,603,815,603,591,465,465,603,465,815,839,603,844,839,839,815,839,839,839,839,839
10130,59,19,440,519,620,693,693,620,693,693,796,538,538,538,538,538,796,796,538,699,699,538,210,538,807,807,538,866,807,538,807,807,699,801
10131,59,279,718,529,858,787,699,461,461,493,477,816,477,477,816,816,763,458,763,816,754,816,477,461,816,477,461,477,816,477,477,764,477,477
10132,59,604,463,655,588,706,563,842,514,706,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838,838
10133,99,215,710,456,456,528,863,863,863,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,779,827,827,827,749,827
10134,59,211,127,852,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580
10135,59,140,497,691,573,851,457,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449
10136,290,378,172,639,839,747,651,651,38,752,579,586,586,586,572,579,586,586,579,579,586,586,489,64,586,842,572,586,572,603,586,603,603,603
10137,653,326,565,482,794,794,794,747,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794,794
10138,430,393,7,810,666,150,598,586,586,648,18,648,648,648,648,648,648,648,648,648,648,586,660,610,586,570,842,586,570,755,842,570,586,570
10139,99,369,667,766,478,702,753,533,689,702,754,702,607,689,607,444,444,589,444,444,444,444,444,589,444,444,444,444,444,444,444,509,444,444
10140,59,47,645,556,496,500,817,484,817,591,864,534,863,633,863,774,731,455,731,863,539,731,731,534,818,818,863,863,818,863,863,818,542,863
10141,78,435,126,659,603,583,729,798,587,587,763,777,552,641,641,536,552,692,731,552,801,687,838,712,613,740,687,687,601,687,552,552,740,67
10142,59,752,792,609,477,677,677,376,119,376,376,677,376,677,677,376,376,376,677,677,376,677,677,677,677,677,677,677,677,677,677,677,677,677
10143,59,525,674,592,622,691,577,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694,694
10144,59,599,839,707,597,570,655,570,563,610,610,570,570,563,563,570,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563
10145,59,40,380,682,463,866,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743,743
10146,99,815,542,447,567,608,716,716,608,614,692,614,524,662,777,447,447,777,777,447,662,777,739,662,662,662,662,662,501,739,662,739,598,662
10147,704,455,159,403,520,553,706,637,706,496,633,706,731,838,604,613,578,613,613,578,578,578,578,578,578,869,578,578,578,578,613,143,578,578
