ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31
9529,173,3986,4672,5983,4568,4699,5756,4321,6948,6948,4571,6948,6948,4571,6948,6948,4571,4571,6064,6948,4571,1505,4571,3986,4571,4571,242,4571,4491,4491,4491,3609
9530,173,6043,4820,5385,3568,3899,3899,3899,5208,5208,5208,3899,5208,5208,3899,3899,3607,3899,5005,3899,3899,3899,3899,3899,3899,5330,5330,5385,5385,5385,3899,5385
9531,173,3986,4530,3616,6719,4758,4366,3599,6463,4366,6463,4850,6463,4471,4850,3751,4471,4850,4850,988,6463,4758,6657,4850,4758,4758,4850,6463,4758,4758,3552,4758
9532,3472,5942,3772,5988,5449,6701,3724,4727,3724,3826,4727,3826,6376,4727,3826,3826,5768,4630,5768,3826,3826,5047,5933,4630,3826,4630,5988,1414,5988,6068,1401,4630
9533,173,3986,4862,6636,6719,5257,5633,5633,5633,4124,6691,6622,5633,6691,3869,4046,4046,4046,4046,7047,4046,3551,5877,3869,7047,5877,610,4046,5877,6622,4046,7047
9534,1371,6429,5852,4856,6988,4919,6308,4278,4574,4919,5551,4919,4919,4919,4919,4919,3905,4258,4919,3983,5605,4919,5605,4919,5605,5024,5024,3576,5605,5605,4919,5605
9535,3472,3986,4257,3557,3986,3986,5086,6545,3209,3209,3209,3209,5807,3209,3209,3209,5807,6719,5560,5560,5560,4957,5560,4957,4957,4957,4957,6502,4298,4957,4765,4957
9536,173,3986,4530,7046,3587,3587,4459,4695,3708,4744,5667,6250,5667,4695,5667,5667,4826,4826,6250,4826,4826,4826,5716,5667,4826,5187,4826,4333,4826,4826,1278,4826
9537,3472,4896,6451,3730,4264,4264,2679,4533,4264,4940,4418,4940,3978,4078,6250,3634,6250,3978,4043,5562,6250,6136,5562,4562,4264,4940,3978,4562,3978,3978,4940,4418
9538,173,4045,6286,5739,4200,5631,5631,5147,5631,6694,6631,6380,5631,5906,5631,6410,5070,5631,6631,5631,5631,5631,5631,4964,5631,6410,6318,6410,6410,5631,56,5631
9539,7031,6429,3574,5524,3861,5265,4923,6508,4610,6493,6345,4923,4610,4970,6540,6345,6540,6540,6345,5160,6345,6540,6345,6345,6345,6345,5683,6245,6540,6345,6326,6806
9540,3472,3986,5671,6250,6660,3862,6521,4888,4667,6521,3862,6521,3862,6094,4179,5001,5001,3862,3862,3862,3862,5001,6868,5001,6376,5001,5001,3862,5001,5001,5001,3862
9541,173,5637,2755,3940,1069,5827,3582,5806,6474,3633,4536,6722,6995,4231,5806,6688,6688,926,5806,6170,6170,6550,3593,3593,4873,5508,5823,2041,2932,3455,2041,4718
9542,173,3986,3857,5611,4200,3972,5611,5611,6692,1513,1513,6872,4316,6692,4303,6872,6872,1513,6872,6872,6872,6567,6567,5963,5963,5963,5963,3864,6567,1513,5963,5963
9543,173,3986,3772,4837,6656,5859,4511,5308,4072,4511,3986,4987,6795,6598,4470,4501,3655,4502,4735,4735,6795,3655,6795,4735,3655,3986,3655,3986,3655,6795,5149,6795
9544,173,5942,5749,5983,4727,6233,5479,6572,5479,6307,6307,6486,926,6307,6307,6307,6307,6307,6307,6307,6307,6307,6307,6307,6307,6307,6307,2798,6126,6307,570,5047
9545,5709,3529,5072,4175,2315,4286,3876,6039,3876,3876,3876,4923,4074,6602,5821,4074,6841,2112,5821,5821,4074,4074,5821,5821,4074,4074,4590,6526,4385,6438,3564,3564
9546,173,3986,4672,5224,5526,4257,3826,5308,6971,4154,6795,4154,4154,3826,6795,6701,6795,6971,4729,6304,4729,7048,4729,4338,4338,4934,4975,4975,4338,4934,4338,5541
9547,173,3839,160,4297,2858,2858,6097,4822,4822,4118,5844,6989,5844,6808,5844,5070,4638,5844,4841,7049,5844,3923,7049,6982,5070,4638,5844,5844,5844,5844,6114,4547
9548,173,5942,4672,4875,3587,5704,6660,4178,4926,4926,4178,6259,4882,4416,4926,6069,4322,6492,6492,5153,6492,5823,4793,6492,6492,4134,6492,4333,5001,4333,4333,6069
9549,7031,5942,4672,4158,5107,5670,7044,5327,4346,3776,6383,5443,6974,3776,5327,3805,3776,5392,6160,5107,4578,6160,6464,4578,6154,4920,4920,6160,4920,6160,6423,4578
9550,7031,6429,3881,4355,5763,4355,4765,6968,4355,5940,3535,4070,5407,4974,5971,6291,4856,4956,5407,4856,4856,1714,6291,4174,4932,4856,6784,6291,6291,6586,676,6291
9551,173,3655,1744,696,4575,5458,5113,303,5113,5113,303,303,5113,5777,303,303,303,5113,303,4347,4347,4347,6935,6935,4347,4347,4347,4347,2932,5777,4347,4347
9552,173,3986,4672,4347,4670,4347,6979,303,6979,6979,6979,6979,3534,5741,1789,5327,5640,5113,5741,3599,3620,5113,3534,3534,5640,5158,5115,6804,6804,4612,5115,6804
9553,173,3986,6368,5497,5181,5157,4605,6562,3563,4249,5157,4605,6376,6015,6916,4605,6059,6364,5687,5007,5007,3898,3898,5007,4660,5007,4899,3898,6058,6294,6368,3898
9554,173,3986,4530,6059,4264,5259,5130,4520,6335,5130,4078,5259,6883,4078,3055,5130,6883,5130,6001,6001,4057,4556,4418,4751,4418,4451,5013,4562,4556,3663,5986,4703
9555,173,2524,4268,17,4923,4783,4783,901,824,4509,4783,4783,4783,4783,4476,4783,4783,4783,4783,4783,4783,4783,4476,3804,4783,4783,4783,4476,3447,6096,4476,4476
9556,7031,6429,6248,4754,5414,6313,7032,6632,6717,6195,6647,6647,6195,6195,6085,6773,6433,5919,6195,6586,3813,3577,6464,6285,4932,3575,6522,7050,4258,4145,3539,6464
9557,4424,5942,3574,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,4043,6460,4043,3955,6000,6460,1067,4936,4936,1067,5983,3574,3955,4721,3955,4312
9558,3472,7046,4672,4653,5187,5273,4399,6009,6009,7020,4399,4399,5667,7020,5667,5667,5667,5667,5667,5667,5667,4337,5667,5667,4966,2087,4399,4337,5085,4897,5667,4013
9559,7031,6429,3850,5524,6560,4255,5960,3581,3172,4255,4255,4255,945,4255,3172,6130,3581,3172,3172,6328,945,945,6328,945,6328,945,945,945,945,5388,945,6328
9560,173,6006,3772,3772,4296,6437,6672,5884,4584,4499,6899,4940,6850,4516,5930,3981,5632,5283,6694,5539,5256,6694,5035,4503,4130,6250,4248,3788,5539,6694,4080,5862
9561,5709,6429,3783,6155,6501,6398,6857,6857,6857,4424,6262,6262,6262,6262,6262,5913,6262,6262,1972,7031,6262,6262,5913,5690,6262,1972,5247,7031,7031,2131,2131,7031
9562,4424,6429,4592,3617,5935,5353,5014,3617,6034,5121,6327,6879,6879,6350,6342,6350,4087,6350,6496,6050,4336,4621,6317,5353,6931,3779,6496,6722,6496,7014,6496,6931
9563,173,1089,4687,4297,6424,6110,4244,6548,6914,6028,3601,5092,6801,3601,3601,3601,4254,6410,5070,4719,5452,3601,3601,3601,3601,3601,3601,3601,6179,3601,6179,3601
9564,173,3986,3986,5208,5682,4125,6915,7001,4959,4959,4959,5891,4959,4959,7001,4125,4959,4125,4959,5331,4959,3570,5046,6797,4697,5046,4154,5243,4154,4154,6797,6797
9565,3472,5942,5671,5283,4216,5003,5207,5207,5578,5698,6647,6250,4254,6597,4485,4254,6433,4258,4485,6818,6433,6051,6474,5068,3716,5245,5993,6818,2945,5993,623,5805
9566,5709,6429,3574,5383,5400,4361,4951,4029,5103,5103,7036,4923,3554,7036,5858,7036,7036,7036,7036,5598,6300,4029,5598,4732,4445,4417,3554,5491,6328,4196,5491,4666
9567,3472,6601,4862,3701,3701,5119,7015,6887,6719,3064,3064,6615,4400,4471,4400,4688,7015,3701,6718,5107,3518,4648,7015,7015,7015,7015,4688,7015,2074,4648,7015,7015
9568,1371,5942,6036,6422,6276,4156,5933,4156,5404,5404,6233,3669,5099,5099,3669,5816,5983,3669,3669,5983,3669,5983,6834,5983,5983,3669,5983,5983,6858,3669,5983,6115
9569,3472,6601,6500,5307,6599,5307,4734,6822,4734,4734,4734,4829,4734,6416,5695,6919,4039,5639,5695,5695,5695,6200,5695,5586,6238,4322,5639,4912,2994,2994,2994,2994
9570,173,6043,6349,6418,4297,5583,6753,3768,4615,3768,6753,4477,1549,4477,6644,4775,4640,6922,6753,4775,1309,6644,4775,4750,6753,3636,1309,3636,6753,4615,3636,5509
9571,173,6043,6349,4718,5583,4132,5323,3859,6645,4424,4770,4770,4770,4770,4019,4019,6158,4770,6112,4253,4132,4132,6112,6158,4132,4132,4132,5913,6112,6112,6112,5913
9572,173,5098,4268,5250,5495,5149,3706,4578,5169,5169,4787,4787,4787,4578,4578,4787,5169,4578,5169,4787,4787,4578,4787,5169,6103,6103,5169,4578,4787,4787,4787,4787
9573,1371,5400,4174,4089,5379,4526,7017,6968,7038,4709,6799,3598,3664,3598,5030,4168,3691,5400,3598,5654,5400,5654,5400,5654,5400,5654,5654,5654,5587,5654,5587,5654
9574,3472,5942,5319,6979,3717,4731,6414,5391,3646,4753,5613,4753,6414,5195,3570,3922,3922,6414,3593,3922,6285,4331,3787,4625,4625,4625,4625,4625,4625,4625,4625,4804
9575,3472,4896,4268,6023,3680,4625,172,5604,7032,4493,4493,4493,5014,4493,4493,5014,5014,4493,4493,4493,5014,4493,5994,5014,5014,6987,5254,5014,7032,5014,5014,5014
9576,4424,472,2602,5711,82,3712,2655,2512,2493,2493,3712,2493,1916,3712,1019,2493,72,1019,3712,980,3712,302,3712,4645,1019,980,3712,2493,562,2141,1677,2512
9577,173,3986,3669,3772,7008,7008,7008,7008,7008,7008,7008,7008,5932,4695,3933,3933,5932,3933,3933,5372,3933,5932,5372,7008,3933,3933,3933,3933,3933,1032,7008,5372
9578,173,4150,6909,696,2742,4441,6103,6103,3832,3832,1965,3944,3944,3832,3944,3944,3582,5904,1772,3944,3092,3832,3832,3944,3944,3944,5484,6925,3832,3944,3994,876
9579,3472,5260,3881,5384,5451,6027,4713,6345,6345,3343,6732,4923,6757,6732,2824,2824,1734,2981,5390,5390,2660,2660,5431,2660,2981,3746,3746,5652,1845,7036,3746,3746
9580,7031,6429,6467,4754,6926,6926,3853,3905,5124,4765,5233,5233,4591,5233,4461,6342,5233,4157,5233,5233,5233,5885,5233,5233,3664,5233,3664,3664,3664,5210,5735,6079
9581,173,3986,4530,6843,5237,6843,3792,4968,3557,3557,5151,5475,3792,3566,3792,4010,4236,4236,4236,3792,3792,3792,4236,4236,4778,3792,3792,5151,4236,3792,4236,4236
9582,3472,6813,2708,3981,6237,3564,2622,4356,279,6237,4013,4013,4784,4013,4013,4013,3713,4013,6385,5087,5793,4013,4436,6385,3687,6017,3695,5087,5087,3687,5976,6130
9583,173,3986,5674,3866,4455,4899,5069,6254,3792,4806,6254,7035,7035,7035,2811,4686,3792,7035,4686,7035,7035,7035,7035,3986,7035,3986,7035,7035,5475,7035,5442,6897
9584,173,1466,3456,6247,4173,2138,4173,2295,2229,664,5369,664,664,2848,3546,2848,2848,2848,2848,2848,2848,2848,2848,2848,3546,2848,3546,6393,2848,3208,1393,2831
9585,7031,6246,3881,4709,6117,3854,4783,3854,4783,5173,4108,3852,5173,4051,4619,6268,3746,4108,4108,3929,5607,4108,6268,5511,5607,6268,4108,5607,4108,4108,4637,3929
9586,7031,5942,3574,3973,6683,5206,4611,5200,4810,6699,6699,5200,5200,5200,5200,4074,5200,5745,5653,5200,5200,5200,5200,5200,4074,5200,4049,5723,5030,6189,6189,4074
9587,173,4896,4530,3587,3587,5813,4388,4388,4072,5308,5350,6068,5308,2524,5308,6701,2242,5128,6197,6197,5128,500,5128,6197,5473,5776,4975,5419,5419,6701,6691,3688
9588,173,4896,4672,6668,3772,5102,4209,3936,6591,6982,6298,6298,6030,4337,3824,6030,4965,4337,3824,3625,4965,4337,3824,6511,3864,3824,3987,6825,6511,4159,3824,4618
9589,7031,6429,6467,3905,4442,5885,3733,6485,3733,6485,6485,3733,3733,6339,4102,3733,6339,6339,3733,5367,6339,5367,6339,6339,6339,6339,6339,6339,5294,6339,6339,6339
9590,5709,6429,3574,6962,4828,3988,3988,3988,3988,5718,5718,5718,4651,6583,5718,5737,5737,1655,1655,6785,5737,1655,5031,1655,1655,1655,1655,1655,1655,6583,1655,1655
9591,173,3986,4530,6059,5803,5803,4952,5803,5803,6905,5803,5803,5079,5803,5803,5079,5079,4390,5079,6905,5079,5079,5079,6905,5237,5079,5435,5079,5079,6905,6905,5435
9592,173,3986,3857,3730,4200,6872,5863,5611,5810,4589,4101,4101,4615,4101,4615,4615,5437,4615,5437,5595,5008,6837,5999,6837,6837,6774,6837,5999,6837,656,5999,5999
9593,173,4896,3986,4491,4455,5059,5550,4597,3915,6750,3915,7023,7023,3532,7023,7023,190,7023,190,7023,7023,7023,7023,4717,3785,3785,6660,6660,4717,5486,6660,4717
9594,7031,1820,6474,132,7026,6773,2860,2691,4124,2691,4124,5468,4293,4293,5095,6498,4124,4124,4124,6642,6498,6201,6498,6498,6201,5200,6201,6498,6498,6963,6642,6597
9595,173,6006,4387,6140,6472,4202,2679,3941,6159,4921,1957,5215,4399,4912,7020,2138,5215,4719,5215,4719,5215,4912,7020,7020,4912,7020,7020,4912,4784,7020,4912,4912
9596,3472,5942,4672,4672,6668,5307,5307,6822,5968,5588,6822,6822,6822,6822,5677,6822,6822,6850,5677,6822,6285,5843,4560,6901,6668,6668,6668,6901,5899,5447,6668,6822
9597,173,6043,4150,5385,7046,4125,5273,5405,5405,5405,5405,5382,3944,3944,3944,3944,3944,5576,6042,3944,3944,3944,3944,3944,3944,6830,3944,3944,6830,6830,6536,6766
9598,3472,5942,6256,3539,3587,4569,6568,4741,3587,5108,3587,5108,6800,4912,5154,5154,6564,6564,4325,6564,6396,6559,6564,6564,6559,6564,6564,5817,6396,5415,5415,6396
9599,173,6043,4820,4491,4297,5385,5624,5081,5543,4033,3568,4419,4033,4033,4995,4033,4995,4033,4033,3560,4995,4033,3584,4033,5076,5225,5830,5893,4033,4486,3786,3560
9600,7031,3529,66,338,6527,1378,5334,104,1784,4205,4205,4205,812,228,4205,228,6363,6363,5653,6363,4205,4258,4205,228,228,228,228,4205,1735,4205,6363,3434
9601,3472,5942,6286,7008,5449,4699,5468,4642,5018,6750,5468,3537,3537,4598,6214,5266,4598,6214,6214,5684,5366,4598,4598,4598,4598,6043,6043,4598,6043,2177,5684,4598
9602,3472,4896,6500,4134,5394,5518,6100,6143,6143,6143,6143,6208,4704,4945,4602,5134,4015,4589,2154,5134,5134,6605,6605,6721,4589,4738,2154,4964,6208,5144,4589,6721
9603,4424,6429,5921,5720,3537,4588,5959,5959,6099,1907,5394,5394,5394,5959,5959,5959,7032,5394,5959,6274,3785,5394,4750,5959,2283,4425,4425,5394,2283,2283,5394,5440
9604,173,3986,4862,5007,5824,5631,6414,6032,6032,4753,3054,6032,6032,6032,5617,6032,6032,6410,4272,6840,4044,5924,5398,5924,6815,6815,6840,6722,6815,6815,5398,6815
9605,173,3986,4530,3772,6341,3862,5235,4181,6250,6686,6057,6250,5418,6686,7001,6250,7001,5418,7001,7001,7001,7001,7001,7001,7001,7001,6665,7001,7001,5641,6141,7001
9606,7031,6429,3881,4355,5414,7046,5973,4086,5163,5163,5163,3733,5163,6339,5163,6339,4767,4767,6339,6339,6339,4767,6339,6339,6339,6339,6339,6339,6339,6339,6339,6339
9607,3472,5942,3617,6599,3587,5526,4540,5578,4346,5625,5526,5443,5880,5443,5880,6119,5332,921,3587,5443,5443,5880,6163,6163,5443,5443,5414,4374,5443,3587,3587,5443
9608,7031,6429,3850,5524,5030,3637,4341,3676,3676,5094,5367,3676,3676,5094,6398,6074,3941,5094,5464,6398,3676,3759,4191,3759,3676,1972,3620,6872,5175,5189,6074,6766
9609,3472,7046,6349,4622,4153,5783,6112,4859,4859,6112,5858,6363,5624,5239,6227,3576,6227,5991,6227,3538,3538,4702,4702,4702,3538,5624,3591,3538,3538,6096,5624,5624
9610,1371,5942,6256,3587,5526,5449,4975,5128,6522,6701,6833,5839,5560,6522,6623,6701,6256,3596,6701,4094,6974,6701,6701,6701,6701,6701,3596,6701,6701,3587,6054,6701
9611,3472,4896,5674,6979,5418,4296,2719,5418,5418,5418,5418,5418,5418,5418,3950,5418,5418,5418,5418,5418,3950,5418,6935,5418,5418,5418,5418,5418,5418,5490,5418,5418
9612,173,133,3456,2580,6190,3098,411,3098,3098,3098,3280,4176,3280,3280,3280,569,3280,1881,3280,120,4896,3280,120,6922,3756,4896,4896,6922,6922,4684,6088,6088
9613,173,4896,6451,5442,5546,5987,7044,5546,5546,4531,7044,4129,424,6765,2530,4531,6424,1723,1656,1656,911,1656,4398,4398,4531,1656,4398,5461,4531,4398,4737,4737
9614,7031,6429,3574,3764,5451,5567,3764,4358,3764,5928,5796,5796,4336,5796,5796,5928,5928,5928,5928,5928,5928,5796,5928,6455,6455,6455,6388,6616,6388,4223,6616,4618
9615,4424,5942,4174,3617,6822,5307,6506,6822,6420,3726,4734,3726,3726,6290,3726,3726,3726,3726,5420,3726,3726,3726,3726,5420,3764,6831,3726,3726,6831,5420,5455,5455
9616,7031,5942,5942,4622,4526,5319,6188,3905,4340,6542,4340,4235,6282,6542,3905,4018,3905,4235,6282,6542,3633,4003,6542,4003,4018,4003,6282,4003,4327,4003,4327,5736
9617,173,4150,6349,4622,6009,4132,4368,6653,3708,3971,3708,4964,4964,5532,5976,4368,6005,3576,4323,389,6094,6094,5820,6218,6218,6218,3591,389,6218,6094,3591,3591
9618,7031,6429,5749,3843,6000,6000,3574,3574,6827,6827,6827,3843,3843,3843,3843,3843,3843,3843,3843,3843,3843,4705,3574,4043,3574,3843,6307,3843,3843,3843,6307,5532
9619,173,5942,3783,6668,4037,5567,6290,6692,6083,5796,4037,6087,4037,5928,5928,1734,1734,5928,4168,1134,4037,4168,5928,4037,5928,4177,5928,4177,6087,4037,4618,4618
9620,173,3986,4530,4606,5930,4918,6850,5855,4606,4245,5855,5855,5855,6334,5739,4606,4104,6001,5962,6001,6001,6341,5962,5962,5114,5327,4981,4065,4540,4540,3556,4606
9621,3472,3986,5674,5076,3986,4968,6760,6545,6518,6502,6502,6502,6502,6502,5082,6437,6502,6502,6502,6502,6502,6437,6502,6502,6502,6502,6502,6502,5432,6502,6502,6502
9622,7031,6429,5921,4622,6789,4232,3633,3905,3633,6603,5551,6797,3633,6377,4163,4163,3905,4163,6761,6761,5045,6603,6761,6761,6761,6761,6761,6085,5333,6761,5562,5562
9623,3472,4112,4025,4560,6054,6691,5352,6691,6926,6184,4909,6184,6340,6340,5907,5907,4293,6580,6654,5907,6184,4559,6100,6100,3014,3710,3710,3710,6184,4559,3710,3710
9624,173,3772,4687,4587,3772,7027,5291,4887,6844,1785,4123,5211,4290,4681,4711,6321,5211,5211,5211,5211,3582,3582,3582,5211,3582,5617,6321,5211,6321,6321,6321,5211
9625,7031,5260,4293,1224,3701,4825,7015,5327,4825,6691,6518,6691,6691,6691,6463,6463,6463,6691,6121,6463,3597,6121,6121,6121,3597,4825,6121,7015,6121,6121,7015,5472
9626,7031,6429,3783,4120,6018,6018,6018,4706,4706,6269,6269,6269,6269,6130,6269,6269,6269,6269,5618,3067,6018,5718,6018,6811,3352,6018,6018,6018,6803,6594,6269,6269
9627,7031,6246,4302,5774,85,5369,6539,5493,4763,6655,6144,6144,6655,6655,5755,6539,6539,6539,6539,6539,6655,4524,6655,6655,6655,6655,4287,3948,6655,3948,6655,6655
9628,3472,6246,5749,6876,4592,6480,4592,6212,4592,5730,4665,6483,4148,6483,6306,4148,6896,4928,4190,4190,4190,5515,5245,4190,5245,5245,4009,4190,4190,4190,6136,4190
9629,173,6043,4687,4587,3650,3650,4897,3642,4897,4897,4897,4897,4897,4897,4897,4897,4897,533,4897,6153,6684,4897,5405,4897,5405,4897,5405,6153,5405,5405,4897,4897
9630,3472,4896,4676,4622,5963,6346,5963,5938,5194,3755,4640,5663,5963,5906,5863,4065,5963,4065,4065,4065,4065,4065,5183,4603,3950,4662,3950,3950,3950,5938,3950,4065
9631,3472,5942,3903,6971,6376,4708,5879,4975,4975,6176,4975,4708,6176,4975,6176,4708,4708,4708,6140,6095,5181,6937,5945,6140,5181,4708,6573,5972,5181,4708,6810,6810
9632,1687,3917,2708,4175,6159,1285,5720,460,460,6237,6135,4750,4796,4750,4764,6237,6216,6216,6237,6237,6237,6216,6237,6237,6237,6237,3821,6418,6237,6490,3821,6237
9633,173,5942,4530,6901,6497,4569,5124,4072,6030,4708,4708,4211,4211,4975,4708,4708,4211,4708,4708,4708,6795,5885,4708,4708,5805,4708,4708,4708,4708,4708,4708,4708
9634,173,3986,6736,6059,6914,7044,7044,7044,7044,4489,3722,6204,4548,6204,6204,4548,6463,4548,6463,6204,6463,6204,4548,3887,6463,6463,6204,5810,3731,6204,3731,6204
9635,173,4896,5384,6137,4981,4981,5745,6084,7057,7057,5745,7057,4964,5745,5745,5845,5723,5845,6065,6430,5203,4981,5203,3754,5203,3754,4863,3632,4863,5845,4981,5203
9636,3472,5942,4672,5283,6985,4296,3826,5670,5670,7050,5580,5580,5827,5580,4381,5670,5825,6318,6137,4776,4776,5198,4776,4776,6815,6425,6425,4776,4776,5486,4776,4393
9637,3472,5942,4672,6979,4670,4670,5192,5305,4730,5971,3991,5391,6048,4347,5224,3991,5298,6233,4124,6979,4124,5971,6048,3124,6093,5224,5224,4289,6093,5876,818,5155
9638,1687,5942,4038,4622,4940,3950,4199,4204,4485,4677,1533,4081,6796,4376,4104,1533,4081,4065,5111,3562,3562,3562,3778,3993,5111,4718,3562,3562,3155,3778,3778,3778
9639,173,3986,4530,6059,6059,3947,5296,5825,5803,3866,3866,5930,6665,5739,5739,3999,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739,5739
9640,3472,6429,3881,5307,5084,4039,6742,4697,5503,3995,1542,4253,4697,6890,4669,4019,4669,4697,4697,4697,4697,4697,4697,4669,4697,6173,4697,6173,6173,3707,6915,6173
9641,7031,6429,4592,5439,5451,4910,5239,5534,5491,6571,6174,5491,5534,6511,6849,6511,6511,5534,6571,6511,5534,5534,5209,5209,5209,6511,5534,5534,5209,6511,5534,5209
9642,3472,4896,4025,4925,6054,3594,3883,6353,4346,5290,4377,4552,4787,4377,6894,7029,7029,4691,4377,3531,5730,4530,4530,4530,4660,5730,6128,4530,5770,4530,5770,5770
9643,173,1242,4268,2215,6691,6691,7015,5018,5727,4241,1989,5727,6557,5759,6557,3724,6777,6184,6701,3724,3886,6701,6557,6854,4110,6777,6557,7015,6777,5772,5978,6777
9644,3472,3986,4530,4264,4670,4670,4670,5640,5115,5115,4670,6141,5418,6141,5113,4188,6141,4092,6878,6037,4612,4092,6048,6048,5076,6048,5422,6048,6048,6037,5076,6037
9645,173,6043,3772,3772,6656,6436,3935,6901,6660,4597,5617,6660,6660,6660,6660,6660,6303,6660,6660,6660,6660,6660,6660,6660,76,6660,6660,6660,6303,6660,6660,6660
9646,1371,4112,3783,3560,4267,4653,4653,5534,5650,4653,5650,4951,5650,380,5650,3876,380,6567,380,5650,6245,5683,5683,5683,5683,5683,4951,5683,5683,6245,5683,6245
9647,173,4896,3903,303,4188,3728,4698,6743,6743,6743,744,6743,744,4698,556,3534,744,4099,4264,2247,4099,4099,2346,3927,4099,2043,2043,4099,4698,3927,4099,2043
9648,173,4896,5671,6771,3933,3545,4089,4703,6714,3545,5171,3545,4322,4089,5864,5187,4089,3545,3545,3545,3545,3545,6354,5353,6599,4322,3545,3545,3545,3545,3545,3545
9649,7031,3533,4672,4754,6926,6888,6888,4311,5642,4777,3735,6879,6879,4972,4716,5459,3902,6879,6004,6077,5459,6602,6077,4004,5642,5785,6460,5646,6077,4004,5646,3590
9650,7031,6429,3783,6375,3626,3626,4227,6508,4175,4572,6806,6806,6734,6806,6300,4175,6806,5507,5683,6438,6806,6806,6806,6806,6806,6806,5683,5683,6806,6438,6438,6806
9651,7031,4112,3617,4606,6926,7050,4436,6988,6824,6279,4460,5092,4460,5655,6677,6677,6620,6045,6677,4629,6003,6677,4544,4544,6677,6677,6045,6118,6677,4544,6045,6620
9652,173,2831,3565,3940,6031,3702,5279,3980,5279,6964,6844,4913,6331,6040,6964,6813,5450,883,5789,5450,5450,5450,6964,5450,6040,6844,6844,5450,3992,6844,5450,5789
9653,7031,6246,6474,5575,4940,4450,5575,7057,5575,6692,5912,5575,4316,5575,5575,5575,5575,7057,5575,4316,6455,5575,5575,5575,6455,5575,4316,4316,5575,5575,4316,4316
9654,173,3986,4530,3772,3772,6436,4934,5741,5741,5961,5961,5961,3663,5961,5961,5961,6686,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933,3933
9655,4424,6429,3783,4718,4718,4718,4718,3859,3859,3859,4563,3581,3581,4563,1715,4563,6269,823,823,4859,6269,6375,6811,3094,4898,823,823,823,823,823,823,823
9656,7031,6429,4592,4777,5298,4865,5258,5298,5258,4886,4886,6239,6239,6118,6110,4886,5601,4886,4886,6118,3855,3855,3855,4886,3855,3855,3855,3855,3855,3855,6145,5601
9657,3472,5942,4174,5307,6013,3539,3539,6085,5356,5356,3549,3549,3549,6896,5356,6800,6283,6568,3549,6013,6660,5356,6741,4678,6599,5024,6522,4570,6522,6568,6522,5024
9658,3472,5637,4268,3940,3539,3774,4124,6256,6256,6256,6195,6256,6195,5404,6867,5404,6256,5404,4165,4165,6574,5404,6054,3788,5389,6341,6054,6341,4248,6341,4248,5721
9659,173,3986,4530,5082,6810,5879,5879,4490,6907,6684,6684,6684,5742,6684,5337,6684,5891,5337,6684,6684,6684,6684,6684,6684,4370,4298,6684,5891,6684,5467,6187,6684
9660,3472,4896,4530,6059,5682,4234,6414,5391,5803,6981,4448,6981,6981,6981,6981,6972,6981,6981,3786,6981,6981,6981,3786,4001,4001,5569,2793,6980,6545,3786,6981,5435
9661,173,3986,4530,3772,4296,4296,5813,5418,4633,5930,4633,5495,4633,5495,5930,5930,5930,5495,5495,5495,6026,5495,5495,5495,5495,5495,5495,5495,5495,5495,5495,5495
9662,3472,5942,5674,4820,3960,4257,3661,3661,3846,5784,3986,6258,4225,4600,6502,6502,6502,4957,4957,6502,6502,4957,6502,6502,6502,4957,4957,5807,5015,5015,6502,6502
9663,1371,5400,4611,4622,5754,5632,6148,6978,6152,4622,6662,6152,6152,6662,5093,6662,6112,6662,6662,6662,5093,6956,5093,5093,5093,6956,5093,5093,6504,6956,5093,5105
9664,7031,6246,6248,6620,6159,6611,5720,7054,5891,5833,5891,4209,4580,5891,3506,3506,3506,3506,3506,3506,3506,3506,3506,5720,5720,7027,5720,2041,5720,3455,6754,4718
9665,3472,4896,4862,4622,4233,5222,5518,5222,5793,6187,851,3537,5518,4652,5793,5793,4652,4844,851,6684,5134,4652,851,5518,5742,6677,4020,5916,6789,6789,3930,22
9666,7031,6429,4592,5298,5298,4972,6658,5534,5407,5940,4312,5599,4856,5407,6608,3973,5599,3801,5599,4112,5407,3654,3973,3654,6136,4856,5192,5407,5298,4665,5589,6037
9667,3472,7046,4672,3764,5192,5114,6931,6212,3694,3735,3802,3694,3530,6160,4656,6027,5977,5713,4656,4890,4812,4656,6292,4656,4656,6038,4656,6027,3948,4656,4656,5529
9668,173,6043,4530,5082,4575,769,4731,303,4862,4353,6143,4338,5308,2689,3557,1400,3792,3557,4575,5308,4580,5308,3121,3557,3557,4580,5193,5308,3557,6657,4580,4580
9669,173,2990,4687,3573,4897,6611,4892,4898,6653,2032,1659,4897,4897,3573,4897,2375,4897,4897,4897,4897,2375,4897,4897,4897,4897,4897,4897,4897,78,4897,4897,78
