ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45
7811,5784,3595,6807,1069,7024,5257,4617,4547,5013,4129,4880,4548,5546,4894,4617,6166,3571,4617,6166,3842,4548,5119,6812,4113,5119,4617,5257,4617,4241,5871,4152,3867,3986,4689,6899,3751,4617,4689,4617,3867,5119,4617,5119,5119,6114,6166
7812,6978,4189,6886,5124,4455,6745,5526,5251,4370,3811,6862,4975,4372,4914,5548,5548,4890,6833,4225,5548,3623,4329,4952,4225,4929,5314,4929,6718,5548,5013,4225,4246,5185,4225,5548,4246,5548,5548,3623,5548,4329,5548,4952,4225,5548,6166
7813,5404,3819,6572,4268,6384,6776,5375,5749,5168,4268,6031,5933,6486,5384,4789,5816,6000,4687,5168,4687,3843,3843,6486,5002,5404,5404,5918,4780,5749,4916,6256,3574,4171,5099,5099,4493,5606,3596,5099,4042,5404,3596,6701,5133,5047,5047
7814,6241,5923,4042,6349,3878,4789,3659,6145,5168,6213,6031,6861,5816,6064,6701,5816,4171,4048,4224,6213,6701,3843,3596,4308,4308,6213,3596,4780,6701,3596,5068,5335,6999,6489,5068,4048,4630,3596,6701,4630,4308,3596,4934,4048,6701,6145
7815,6492,6376,4042,3539,5389,3826,5526,6145,4419,3688,4630,5933,4630,5449,6701,5340,5404,4687,5003,4687,3843,3843,3596,4048,4048,5610,3596,4683,5335,5251,6256,5335,4048,3843,6976,5449,5449,5610,6701,6976,4308,5610,5251,4048,5047,5047
7816,3250,2910,2545,633,2237,5999,2980,690,5205,5611,6576,6192,6245,6753,4468,4586,6576,5694,4720,5643,3570,3963,3573,6753,6490,3573,4898,4750,3906,4933,4277,4898,3573,4303,5205,4885,6753,6753,4885,4750,4898,6731,4477,4898,4305,6748
7817,1507,2930,362,633,4892,5999,2461,29,155,1870,155,4898,1475,765,2687,6865,3739,5694,5072,155,5745,5720,3906,155,765,3573,4658,669,155,3739,765,3573,3573,3839,3906,2276,6510,6865,6490,6865,765,3906,6158,155,6865,6748
7818,2216,180,3373,633,4892,5999,3066,29,5205,6830,3573,3673,6540,3626,3963,6865,4305,5694,4720,6375,4305,3963,3573,4305,6490,3573,4658,4750,4175,4684,4277,3573,3573,4658,5205,3573,6753,4898,6490,4658,4898,7052,3573,4898,4898,6748
7819,6241,4715,5156,4368,6844,6607,6432,3848,6298,6607,6037,4752,4407,6517,6156,6598,5961,6972,5102,4389,5385,3872,6797,3990,6607,5795,5372,4064,4246,6091,4644,3747,4987,4696,4152,5372,6037,5185,6649,6649,4152,3872,5372,3872,4152,6972
7820,4297,2930,5156,6006,6844,6418,6156,7027,4477,6042,4615,5767,6168,4894,6156,6797,3739,5806,5616,4950,4547,4547,5616,5405,6607,4016,4125,5250,6851,5616,6851,5806,5832,5616,4238,4633,3695,5185,4100,3572,6156,5070,4708,4921,6851,6851
7821,5376,4422,6830,1069,1089,5461,5530,3727,4477,6851,3588,5767,6168,5530,5767,6162,3739,4129,6915,6851,4547,4547,4547,4547,4233,4795,5320,5530,6851,5616,6851,5320,5976,4795,6765,6851,5767,6851,5616,6851,6851,6851,5767,6190,6830,6851
7822,5043,6092,5043,5345,6751,4279,6345,5596,6987,6962,6110,3836,6962,4304,4224,6962,4902,6327,6353,4956,3894,6353,6669,6353,5923,3691,5239,6628,4828,6962,7014,4828,6353,6787,4143,4902,6962,5350,4828,5164,6353,4828,6787,4902,6825,5352
7823,4379,5352,4247,6008,3691,5693,6825,5707,3691,6825,4902,5865,5352,6353,6353,5287,5345,5707,6353,6419,3870,6353,4282,6353,5352,3691,6404,3691,3824,3691,4910,4771,4771,6353,4143,3691,4771,3691,4342,6353,6767,5885,6353,4902,5909,5352
7824,4379,5439,5723,4182,6751,4518,5782,4655,6987,6987,4085,7025,4160,4304,6962,6962,6876,3894,6092,5899,5899,6962,4221,3897,5423,4221,4655,5572,6876,6174,5782,5164,5601,4304,4304,4160,4655,5601,5601,5164,5601,5601,6327,6729,6825,6628
7825,2925,4002,3929,5508,4101,5652,4293,3600,5873,3745,5954,6527,6440,5183,4309,6029,4309,4293,3959,6970,3929,6527,3667,6402,3913,6527,3929,6280,6527,6029,5873,5873,5333,4317,5460,6635,3600,6527,3745,5440,6222,5581,3995,6280,7032,4317
7826,5192,5789,4716,4978,4382,5841,5203,4972,4181,3745,6110,4940,3719,5825,6065,4447,3646,3818,4533,5754,6853,5825,4908,4919,6608,5754,4907,4907,4907,5825,4326,5077,5825,5159,4845,4936,6588,4907,5147,3818,5754,5754,4382,5825,7032,4845
7827,6553,6662,4005,6181,3893,6004,6187,5095,6946,6957,4443,6799,6957,4637,4443,5364,3992,6112,5607,4637,3929,5607,6957,5607,3852,4621,3929,5700,6957,4637,5364,4637,5652,4637,5460,4637,3600,4637,5147,3699,4637,5607,4637,4112,7032,4317
7828,2435,2206,2545,3820,3188,3699,4872,5094,4477,6830,6589,4103,3555,6753,4468,6922,4305,4305,3963,5643,3570,5720,4103,6753,6490,4984,6922,4263,4839,4162,6922,4898,6589,5611,6687,6922,6753,4898,4898,4103,4898,6922,6158,4898,4305,4103
7829,2542,7005,4716,3820,6021,6102,2319,690,4477,6830,4615,6192,5403,6865,4468,6158,6510,4305,3963,6510,4305,5720,4103,6753,6490,5999,4898,4263,6744,4898,4277,4898,5360,4658,6106,4898,6695,4898,4898,4658,4615,6490,4305,4898,4149,6748
7830,5127,5538,6934,5508,6021,6102,4877,5094,4477,6830,4588,3609,4477,4985,6397,6102,6510,6589,5054,5643,6922,5720,4103,6753,6490,4984,4898,4263,5054,4877,6830,4898,4877,4864,4877,6922,6695,4898,4898,4103,4898,6490,4477,4898,6830,4103
7831,5404,6999,4042,5404,6384,6307,5449,6145,5168,3596,5404,5933,5047,5449,6701,6307,5404,4078,6959,6256,4397,5896,4397,3574,5213,5610,6910,4780,5983,5896,6256,3574,5047,4673,6598,5449,5449,6959,4683,6910,5128,4388,4234,3574,5047,5047
7832,3772,3595,6807,3985,5068,6691,4617,4729,6173,4841,6887,4059,6314,3655,4837,4230,4230,6691,6103,6437,5780,5945,5350,3565,5923,6332,3596,4683,5923,5263,4729,4059,6054,4215,6225,3596,3848,4292,5617,4630,4111,3772,6103,5895,5340,5895
7833,5404,3819,4042,4268,6384,6776,5375,5749,5168,6928,6031,3683,6486,5826,6572,5816,6031,6928,4504,4687,4397,6486,4397,3574,5213,5606,6572,4780,5749,5896,6572,3574,5606,6928,4397,4493,5606,5384,5002,5606,5606,6572,6572,5606,4099,5213
7834,6492,5995,6886,5508,3859,4966,4675,5903,5040,3811,4588,4719,6089,5798,6796,4163,7023,6237,5208,6855,4500,4500,4596,5764,6713,5543,5046,5208,6796,4500,4251,5543,4163,5402,7023,5605,6796,5402,6713,3866,3811,6796,4251,4251,6796,6796
7835,6248,6364,6934,4978,3859,4966,4877,5858,4588,5388,4588,4675,6418,6418,6796,4588,6713,6237,5054,5212,6796,3633,6418,4985,6713,5543,6418,4985,6796,6556,5006,5543,4163,6328,5427,4985,6796,6796,6713,6713,3811,6796,4251,4251,6796,6796
7836,6955,5439,4716,3542,4196,4966,5050,5881,5509,6987,6779,5424,5111,6130,5605,6049,5111,6049,5111,4966,3544,4466,5111,5111,3836,3544,6987,6781,5111,3836,5111,3544,5125,5574,6911,4966,5111,4196,3544,5111,4196,4966,6911,6911,6796,4270
7837,5819,5383,1655,4566,2988,3639,4293,3657,5873,6399,6524,6527,4869,4000,3639,6635,5994,4293,4635,5426,658,3657,7055,3879,6408,4704,5278,4087,4559,4087,3657,3639,4869,6100,5014,5014,6754,7009,7009,4782,3657,3879,4087,3639,7032,3657
7838,850,6246,5723,4566,6528,5189,5050,3657,4087,4302,6072,6527,3865,5966,5605,6029,6821,6610,3959,4087,5448,3657,3639,4002,3544,3544,5109,4417,5427,4087,3657,6610,4002,5088,5460,5605,3959,3959,5262,4782,3657,3879,4087,5109,7032,5448
7839,5043,2823,6138,4566,6528,3162,4293,3657,5873,658,4588,6527,6440,3657,5605,6970,6821,3657,4635,5426,6754,3657,3575,6099,6970,3840,7009,4417,6754,4087,3657,5873,3657,6100,7009,5014,6754,7009,7009,5039,5334,7009,6970,5109,6970,3657
7840,5404,3465,2054,481,2335,6776,5375,6145,2385,797,6041,5933,2385,3596,4308,6999,5404,4411,4224,6256,6489,4329,3596,5932,4329,5478,4275,4683,4246,4224,6999,4672,5379,4275,5068,6041,4705,6784,4183,5081,4833,3596,3688,4705,4705,6041
7841,5404,6376,6999,3762,5989,5585,5526,4419,4419,4139,4971,5988,6615,4007,5988,5585,5585,5585,5338,5721,5721,5721,6376,5585,3558,4256,6259,5416,6335,5416,4007,5786,6259,6725,5416,6259,6259,5145,5416,6259,5585,5988,6259,6259,3679,5721
7842,5404,2865,1567,4566,6021,3826,5526,4419,4419,4139,6376,5933,6615,3741,5404,5585,5585,5585,6075,4139,4139,4329,6376,4139,4727,5988,4275,5404,5145,3843,6615,6974,6999,4683,6615,4308,4727,5145,6509,6259,3741,3741,3741,4727,6075,6615
7843,6492,5049,6886,5508,3859,6418,4877,4337,4477,6851,4615,5951,6237,3813,5798,6915,3739,6237,6915,6851,3813,5798,5951,5764,4615,5798,5046,5764,4615,6556,6830,5595,4877,3602,5671,6076,6589,6051,5951,6076,6076,6851,3813,6047,3592,5595
7844,5127,2206,6934,1801,6021,6102,5891,5417,5063,6797,4981,6934,6654,5309,6796,5916,6052,6654,5054,6162,6973,3872,4596,5764,4644,6304,5046,5764,5054,5874,6270,6105,5046,3588,6973,5040,4991,5054,5046,5440,5040,6973,3811,4422,6010,3809
7845,6492,6376,4042,6078,6061,6418,4877,3935,4477,3811,4615,6418,6237,3785,4468,7020,6237,6237,6009,6418,5275,5798,5504,5764,4615,6575,6418,6418,4615,6450,4859,5243,5125,3602,6513,3785,4468,6051,5667,6713,4615,3813,6168,4251,6418,3636
7846,5043,6246,4716,4566,4196,3639,6016,5532,6987,4097,6779,6881,5635,5762,6397,6650,5635,4244,4158,5724,4206,5439,4206,4910,3836,5707,4158,6650,6881,3836,4158,5635,4206,4355,4158,4158,6650,4158,5635,3836,6824,4910,6824,3836,5439,4097
7847,448,2206,4005,5388,3609,6102,5581,6421,5173,4743,5019,4206,4206,4706,6397,5962,5994,4348,3662,3606,5448,5448,5448,3606,5592,4348,5729,4348,4375,4348,4348,5173,3606,4317,5173,5014,4348,4348,5365,6123,6524,7009,3662,4579,4579,5448
7848,5043,6246,4716,4566,6246,4966,4019,6421,4087,4097,6072,4206,4206,6421,6397,4206,5592,4244,4206,5858,4206,4255,4206,4206,5592,3544,6779,5006,3639,4087,5006,4206,4206,4032,5014,5014,4206,6524,4097,4097,6524,5006,5592,3544,4097,4097
7849,4935,4435,5226,6474,6021,5825,5526,6464,4528,5937,4644,6725,5775,5730,3871,5692,3679,5564,5486,6091,4066,4899,4644,5486,4644,4455,4066,6773,6802,5416,4644,5786,4066,4066,4066,6773,4066,5185,4380,4203,4546,6773,5698,6845,6101,5665
7850,2598,3208,4042,1069,3763,5939,5891,4919,6182,4269,4748,6649,5629,3991,4787,5536,3646,5198,5226,4560,5674,4749,6182,4787,3890,4124,5245,5941,3646,3890,6597,4748,4860,4919,4787,4578,6680,3890,6649,6649,6182,5226,3646,4860,3932,4860
7851,330,3595,6807,5172,5068,4236,5517,5640,4715,6980,5151,3827,6186,6141,3997,4447,3869,4715,5473,5473,5246,4715,5777,3990,6950,4124,6436,5473,6596,5473,3990,6875,6063,6186,5221,5473,4707,3823,6899,6289,5473,6251,3548,4707,5146,6289
7852,6492,5763,6886,5124,3982,3916,5526,6241,5304,6241,6675,5686,3720,3991,5763,6677,4954,4954,3776,3598,3776,6163,3598,3598,4912,5763,3598,5124,5555,6591,4904,6238,4912,6391,4428,3598,4796,5763,4183,5763,4428,5520,4741,4741,5555,4519
7853,5043,6824,4716,4978,4283,3639,6045,5532,5191,4270,5802,4999,5111,4865,5605,6046,5931,3894,6433,4270,6003,5837,6046,6034,6354,4519,5837,5802,6034,5837,6720,6142,4999,6354,6566,4270,6354,6822,6822,6354,6568,5520,6822,6354,5555,6354
7854,2686,4606,4363,5067,3904,6004,3777,6500,6045,4081,5894,4435,4991,6218,4273,6046,7054,5967,3776,4081,6973,4497,6046,6933,6354,5520,5245,5208,5353,4081,6046,6720,6046,5936,6566,5140,5402,4912,6261,6406,6536,5520,4912,4199,4912,4519
7855,6677,5869,4519,3641,4196,6546,4453,4370,5304,6801,6675,6973,4741,6105,4396,4396,5040,4463,6973,4463,6973,6095,3737,5764,5243,5040,4463,4125,4422,4463,4784,4122,4719,4455,5594,4141,4122,4455,4455,3811,5040,6179,5040,4396,6796,4125
7856,6492,6376,6934,6078,3983,6418,4877,3935,5304,6801,5059,6973,6418,3785,6986,3785,5040,3935,4180,4463,6450,3914,4401,4340,3785,4401,4463,3914,5054,4401,6795,4122,5456,4455,5497,3785,4122,4455,6795,6795,6450,6179,3811,6418,6796,6328
7857,3915,6376,6934,3762,3983,6546,5526,3935,6789,6801,5059,5059,6418,6874,6986,5456,5040,5059,4180,4463,3856,3914,5108,4340,4677,4180,4463,4125,5054,4401,5456,4122,5456,5108,4463,5504,4122,6261,5504,5212,6450,6179,5040,4911,5833,6328
7858,4935,6824,6886,5245,4382,3788,5251,5251,5327,6978,6055,3788,4346,4497,5625,6966,5074,4110,5229,5843,3788,6966,4497,6723,6404,3539,6404,5322,5012,4110,5229,4672,6404,6787,6404,5012,5655,5074,6985,5625,5350,4052,6985,6055,5074,5322
7859,4355,4388,6886,5124,4041,3916,5526,5251,6045,6600,6675,5443,5697,4007,6036,5170,4469,6802,3776,6036,4154,6163,4784,6522,4187,4016,6404,4187,6802,4784,6802,4760,5483,5600,5805,5457,5880,4060,4544,6036,5457,4155,5600,4187,5909,5880
7860,20,2823,3995,4566,3570,6132,4293,6866,5304,6957,6866,4145,4070,5148,5605,4948,4487,4293,4635,4767,6866,4793,6086,5885,5605,3691,5885,6211,6876,4566,5537,6703,4278,5700,4278,6610,6703,6637,4986,6866,6866,5769,4765,6703,4886,3965
7861,3772,5577,5226,3539,4975,6437,5526,4419,5686,3750,4390,6711,5621,6663,6981,5536,5415,6103,6103,4560,6784,6981,3750,6103,5997,5935,5036,3750,5495,4394,6087,3772,3750,6332,5792,5495,5495,4292,5495,5495,5495,6332,6103,4164,5495,6103
7862,6492,5577,4363,6912,3763,5496,4681,5924,6898,6032,5495,6828,5621,5631,6981,5536,5368,6103,6103,4328,6451,6981,3763,5235,4218,3582,4553,6579,5495,4394,3980,5866,5023,6529,5235,5495,6981,4292,6828,4272,3832,6332,6103,5495,5495,6103
7863,6248,5577,3890,5792,3763,5469,5361,4419,5576,3750,5495,6793,4584,6094,4074,4256,7054,6062,6103,4560,3980,6011,3888,6793,5997,6387,6101,6137,5929,4008,6137,5997,5023,6062,6094,6414,5356,5441,5576,6579,3584,6094,6414,3563,6101,4553
7864,2686,3996,6807,5172,5633,3551,5517,4575,6958,6958,5151,5824,6828,4894,6986,5536,6182,5840,6043,5617,5633,3890,6182,6502,6636,6332,3661,6579,5819,5263,5059,5435,5633,6874,3661,4340,6636,5082,5617,5169,5868,5059,5617,3668,5617,5169
7865,1077,5577,6807,3178,6021,5469,5526,3425,6789,6892,6323,6892,6230,6323,6595,3425,3641,5059,6043,6381,6205,6352,4581,5059,5082,5819,5819,5082,5819,5059,5819,3832,6352,6874,5819,6892,5819,5082,5819,5082,5819,3641,5617,5048,5617,6437
7866,330,2930,1923,1057,1089,3478,6432,2724,3994,6672,3077,5824,2724,4761,1772,2102,2742,4354,6009,2724,5674,1772,4354,3990,6107,4354,5458,6393,4354,4354,6488,6579,3828,4404,5291,6107,6107,4354,5617,5617,4354,4354,3828,4150,4354,6247
7867,6538,6636,6830,5067,4101,6654,6631,5766,3562,6694,3755,4940,3864,4894,5390,5364,3730,6112,6481,3591,5958,3972,5960,5960,5864,6536,5159,4394,5939,3739,3625,5849,4394,4394,5864,5864,4835,4835,6536,3690,6536,3625,3780,5480,4394,4238
7868,5663,3730,5719,5067,6021,6666,3777,4435,4921,6797,4435,6711,3625,3625,4525,4034,7054,5806,6481,6410,5874,5140,5862,5235,6354,6536,5049,5208,5353,5208,3695,5353,6720,3779,3695,4238,4507,6162,4100,3743,6253,5353,6331,3779,4662,4238
7869,6538,5049,5530,4749,4200,5766,5938,4547,5767,6694,5767,5767,6168,3979,5767,4245,6253,4245,4478,4006,6185,3972,4497,6185,5789,4034,5821,3538,5938,4394,4245,5806,6956,5632,3695,5821,3695,4034,4003,5520,4034,4034,6978,5632,4034,4238
7870,4441,4422,4980,1069,6844,5295,4684,7027,6298,4967,3573,3957,4584,6909,5484,6909,3739,4118,5295,4517,3725,4749,3848,5659,4517,4404,4584,6909,6443,4517,4892,6579,3573,4584,5291,3573,4118,5701,3555,3768,4517,4584,3573,4517,6909,4725
7871,6538,5577,5361,4749,3982,3610,4681,4602,6898,6298,4392,6606,3864,4593,4681,3864,3705,6452,3864,6731,3555,3555,4970,5626,6908,6452,5809,4175,4175,4933,4277,3593,5360,5683,5809,6189,4796,3593,3555,5683,6167,6731,5683,6537,6416,4913
7872,6492,6824,5743,6912,3749,6132,4681,4763,3709,7045,4392,6606,3864,3545,4649,7045,5451,7045,5713,3545,4900,5518,4142,6919,4812,5809,5636,4524,5496,5636,6245,6942,5360,4829,5809,6274,4796,5809,6416,6734,6167,5187,3573,5771,6416,4913
7873,6790,6824,4716,5345,5051,5790,3777,6500,6543,4620,6803,5176,5258,6005,6401,3909,6296,4620,6212,3711,5958,6698,6698,5282,3576,5258,6698,5436,4611,5493,6949,5958,5258,6717,6698,6712,6212,6984,3670,4881,6949,5258,4566,5942,4754,6799
7874,4620,6401,4716,5345,5567,3902,5881,6608,6543,6399,6365,5639,4881,3735,6401,5364,4881,6327,4592,4324,5958,6683,6086,3678,3576,6536,4881,4093,6876,4881,6949,4881,6429,4881,4881,6118,3542,5601,4881,4881,5601,4881,6772,6772,4754,3542
7875,6790,6824,4716,6008,5051,5790,3777,6500,6543,6399,6803,5176,5258,3793,5176,4311,3918,4620,4611,6288,5958,6698,6698,3711,3918,6543,6698,5712,4611,6050,6949,4190,5258,5680,4932,5695,6212,5493,3670,4881,6949,5258,3590,5942,5695,3735
7876,3751,1558,6807,3985,4892,5648,4750,5477,3642,6684,4897,6010,5518,3642,6684,5916,3641,6684,5054,6010,5304,6684,6684,6208,6684,5079,4553,3642,4422,6684,6802,6684,4553,5936,6973,6693,6981,5066,6261,6981,4546,6684,6684,5337,6993,4553
7877,774,1558,4042,5508,6021,6418,5452,5085,4477,5085,4408,6010,4477,4894,6040,6922,3739,5540,5054,6010,5467,4749,5467,6052,5467,5079,5417,6105,5054,6684,4892,6105,6010,6208,5054,5417,4122,4448,5685,3551,7024,5079,3551,6010,6010,5079
7878,774,3655,4980,1069,4892,3478,4750,7027,3305,5085,4897,6892,6230,6993,5484,6010,4272,7027,5553,5048,6010,3832,4897,6273,3737,4553,4553,3832,4553,3994,5484,3832,3832,4404,3661,5417,6981,3642,5066,3661,7024,5484,5066,5299,5869,4553
7879,3534,4715,6807,4862,4353,4236,5517,6661,4034,5147,5151,4353,4744,4084,4805,4908,5773,6456,6009,6998,5674,4438,4353,3990,6672,4353,5008,5556,4457,6456,4800,4321,4457,4353,4580,3638,6575,6051,6456,5039,3786,4800,5803,4908,6672,3602
7880,5404,6999,4042,3688,6384,4791,3688,6661,4683,5972,6041,4353,6440,5207,5972,4908,4309,4293,6520,6998,6668,7032,5000,6099,6970,4353,5008,5556,6596,3769,4800,5722,4955,6708,6361,5014,6361,6051,6456,6397,3888,5193,6127,6361,4012,6361
7881,2686,5674,4042,1069,6021,6654,6677,5250,4141,4013,5573,4350,6454,6454,4677,5975,5105,3981,4677,3905,3993,3973,7055,6099,5605,6470,3993,3905,4240,4087,6841,6720,6930,4317,4478,4955,6754,3981,6456,5039,3657,4148,3981,5182,3993,4677
7882,1077,4002,4042,6708,1089,5652,5891,3657,6900,6165,5954,6440,6440,5148,4309,6029,6936,6280,5085,7012,5729,6280,5652,4002,6029,4420,3929,6280,4559,6029,5873,4055,4002,4317,5193,6635,6960,6646,5394,4420,5394,5275,6280,6909,7032,4317
7883,1475,5383,5818,3542,4149,6102,5581,6421,5873,658,5954,6527,6440,3657,3662,7030,5994,5873,3959,5426,658,3657,6580,4002,6408,6769,3929,5254,6635,4782,3657,5873,4002,4317,5460,3929,5649,3959,4782,3929,3929,3879,3995,5109,7032,5994
7884,267,2823,6029,6635,3667,5652,5581,6421,4309,2268,5954,6527,6440,5645,4309,6029,5230,4293,3959,1345,658,6749,3667,3761,6408,6769,3929,4417,6635,4704,5873,5873,4002,4317,5460,6635,3600,3959,4027,3929,3929,5581,3995,5109,7032,4317
7885,6790,6401,4716,6754,6021,5693,4293,3657,5304,4013,4588,6527,4460,5148,4396,3993,3965,4293,4677,6946,4023,5872,7055,6099,5433,4265,5751,4417,4023,4087,4340,4240,4278,4306,5460,4340,5959,4023,5365,4702,4677,6181,4023,4023,7032,5365
7886,322,3680,6807,4749,4892,6132,5526,3834,4477,6032,6201,6934,6270,5134,5468,4330,6052,4293,5054,6946,5304,6170,3737,6208,5243,5015,3706,3939,6208,3939,6651,4055,6362,6023,4222,4340,4122,6480,5747,5751,5085,3641,4741,3737,5833,3706
7887,267,180,6039,237,3893,1989,6828,5772,4141,6362,5598,4123,6733,3991,6651,4909,3992,4293,5751,6362,6636,6480,6362,5607,6636,5107,6362,5084,4741,5263,4222,4496,4836,4222,5650,3825,5107,3825,3825,5107,5107,5107,3825,4741,3825,5107
7888,4620,5786,4716,5857,5920,5790,5050,5920,6543,5920,6110,6569,6454,6454,6401,5975,6857,6155,4938,6136,6569,5920,3973,6857,5176,5125,4130,6839,6454,6857,4245,4533,5125,6857,6857,6569,4130,6110,5920,6569,4627,5920,6365,6857,6569,6569
7889,4120,5789,4716,5125,3859,4966,5437,5920,3562,5920,6365,4940,6857,4694,5864,5364,4179,5963,4478,4130,6569,5920,4609,3562,6354,5975,3562,5437,3591,3562,3562,6720,5754,4609,4478,6569,5022,4609,5951,6569,6720,5022,5256,6720,6569,6569
7890,4620,6454,4716,5857,4196,6699,5050,5532,4074,6399,6110,6857,6454,6454,5605,5975,7054,5605,4478,3905,6569,4478,5754,3562,5024,5975,5024,6608,6454,6681,4245,3818,5024,5471,6681,6832,3562,3682,4245,3818,3818,4245,5024,6603,6569,6569
7891,5105,5577,5226,4978,5707,4279,5517,6661,4034,6600,3774,3788,4346,4485,5439,4189,4189,5707,4924,4189,5674,4918,5259,5855,3836,3539,5245,4856,4924,3638,4502,4189,5674,6008,4924,3638,4189,4189,3638,4216,5287,4189,4708,3967,5439,4216
7892,5192,5786,5226,5245,5707,3788,4485,4919,4034,6558,3774,3788,4346,4766,5625,6046,6883,3716,3635,4560,3788,4918,5259,5855,4918,3539,5245,5322,4924,3638,4502,4189,4918,4919,4805,3638,3837,3961,3638,3638,4199,4189,4952,4199,3967,5855
7893,5105,7025,5226,4978,5672,6491,5526,5532,4254,6600,6675,6600,3648,5672,4022,4856,5672,5829,6433,4986,5958,6474,7055,3967,7055,3539,5245,4856,6939,6195,4853,4211,4978,5939,5672,6474,3967,4768,5939,6433,4853,3967,5446,3967,3967,7055
7894,739,2215,4042,4268,4268,1989,5375,6014,5168,4268,3766,5141,744,5384,3647,6471,6743,1774,744,4268,4397,5375,5141,3956,6267,5141,5141,5141,7053,5896,5384,5413,5768,5768,6776,4493,3698,5384,6990,3647,4476,5384,5384,4414,5384,3956
7895,5404,3680,4042,5765,3878,4791,5375,5749,5168,6928,6031,5933,6486,5983,6776,5816,6031,4687,5168,4687,3843,3843,4397,5002,5099,5404,6910,4780,5749,5896,6256,5404,4048,6489,4397,4493,5213,4042,5099,4789,4476,3596,6776,5896,5047,6776
7896,739,3819,1547,4268,4268,6776,5375,6014,4151,1015,4509,5141,6486,5384,5346,5375,6743,6743,744,4268,6031,5375,6271,3956,6267,5992,6572,6486,6743,5896,6743,5384,6743,5384,5099,4493,4099,5384,5099,5606,6743,4099,5384,4493,6743,6776
7897,6492,3776,6886,5124,3691,3916,5526,6160,4949,4544,6675,5443,5518,4544,4086,7045,6755,6705,4165,6036,5891,6163,6160,6036,6317,4977,4198,5775,6036,5680,6802,6802,4165,5936,6036,5457,5655,6036,6802,6036,4546,6036,4015,5561,6036,5680
7898,6492,5909,5226,5124,4041,3916,5526,6241,5304,6241,6675,6606,3641,4929,3532,4833,6563,4015,3776,4155,4370,6163,5751,3776,6532,4015,6119,3914,5939,4784,6802,4469,4165,5880,4374,5457,5655,4015,6532,5680,4374,4015,4015,3930,4015,4015
7899,717,5577,6934,3641,4041,6745,6252,6760,6151,6801,3537,5257,5257,3642,4094,5257,6563,6252,5560,6252,4154,5257,6151,6466,4152,6532,5257,5248,6151,6151,4094,5248,5560,5560,5257,5372,6151,5185,6532,7026,4506,6151,6151,5170,5248,7026
7900,3857,5049,5156,5067,6021,5264,6725,3862,6605,5620,6736,5001,3719,6420,6057,5001,5001,6057,5338,3719,5083,4899,4316,3977,3558,4734,6221,4882,5656,5416,5001,5786,5656,6094,4488,6722,4667,3719,6815,4488,6094,4364,4488,6057,6021,5466
7901,3857,5995,5208,4082,6021,5469,6725,4419,4419,6221,4882,6725,5656,4365,6065,5001,5249,5416,5338,4261,4926,4365,5848,6521,5848,5995,6221,6422,5656,4971,4971,5786,5656,5995,4435,4365,6221,4261,4971,3862,6094,6094,6221,6221,6021,6605
7902,6064,5789,5156,4256,6021,4882,5526,4416,6605,3932,3558,6725,5656,6420,6868,4256,7054,6705,5338,4560,3822,6011,5244,5797,4365,5823,6221,4921,5656,4971,4971,5786,5656,5666,6094,6011,5656,4261,4971,6094,6094,5666,4365,6221,6021,4364
7903,3869,5789,5156,6706,4101,5641,4684,4486,4571,4609,4697,5244,4584,3813,3707,4597,6583,6237,3560,4560,4926,4028,5701,4322,6354,6238,3940,6238,6521,3560,4277,3593,3573,4658,4175,5187,4658,3593,4468,4658,6167,6238,5187,6167,6416,4913
7904,6553,6275,4005,6181,6751,3535,6345,5094,6987,4732,4732,5598,4226,5706,5265,4361,3583,6955,6955,5425,6215,4635,4732,3565,3612,5907,6378,5609,6702,6849,5265,6300,6378,5728,6300,6189,4796,4861,6278,6300,5265,7052,6751,6955,6955,5512
7905,3863,6262,4005,3542,6751,5189,6345,5094,6345,6388,4792,4792,6540,3626,6540,4361,4051,6955,4051,5737,5788,5609,4051,6329,5094,5907,5737,6540,6329,6849,6540,6913,6378,3863,6540,6540,5609,6540,6540,6388,3783,7052,4166,6388,3783,6329
7906,6375,180,5913,3542,5913,5189,6375,4337,5575,5575,5913,6571,6269,5072,6130,5975,5901,5946,5783,5425,5783,4255,4132,3606,3612,5783,4658,6269,4175,5072,6375,6215,5125,4658,6611,5618,6215,5072,5783,4658,5783,5901,4645,5783,5676,5783
7907,4209,180,5738,3542,3893,6018,6345,4019,5591,6911,5913,6571,4658,5072,6397,3712,6508,5072,3971,4966,5783,6269,4132,3606,3612,6320,5591,6018,4175,5072,6375,3821,5214,5901,3746,5901,6215,5072,6269,6375,6645,6508,5901,5072,6508,5214
