ids,label,gender_expression
28794,415,male
30355,929,male
134987,5221,female
95496,5832,female
52466,1727,male
46300,2283,male
108264,5705,female
122506,4273,female
75616,6733,female
58955,249,male
101102,5413,female
51216,1668,male
41603,2720,male
53846,2016,male
15138,728,male
25032,2950,male
83027,6568,female
115400,5751,female
98467,5146,female
16234,1378,male
79798,6951,female
19943,3394,male
21487,1613,male
6162,1494,male
97590,5919,female
23132,2507,male
34686,1460,male
67769,4301,female
128895,6139,female
101243,4033,female
21112,3265,male
1356,1614,male
41262,2869,male
8731,3256,male
110318,6271,female
122134,4702,female
26920,2717,male
73280,4958,female
36742,126,male
39547,3111,male
101722,4238,female
50482,1374,male
129563,5767,female
93317,6949,female
22124,2760,male
17222,1388,male
20115,829,male
108594,5249,female
49826,2508,male
107816,5971,female
22920,1681,male
43683,3375,male
4392,2800,male
32124,1015,male
133496,4680,female
56753,36,male
79590,5924,female
121391,4295,female
111988,6807,female
86170,3653,female
52459,2284,male
13175,2678,male
126660,5102,female
76260,6190,female
88002,3691,female
15500,3428,male
14825,2551,male
115672,5898,female
47285,144,male
37370,3469,male
92913,6588,female
81456,3676,female
134206,5433,female
131993,4627,female
50799,1317,male
88515,5543,female
54856,968,male
59692,983,male
69277,5066,female
29999,327,male
1495,3182,male
129778,4417,female
132480,6543,female
81811,6469,female
85568,6324,female
66448,776,male
77365,5492,female
2000,3497,male
122128,4380,female
4871,1780,male
102004,6742,female
69521,4465,female
89007,5319,female
103566,6750,female
14711,147,male
5455,1000,male
100537,6382,female
24352,1542,male
51036,3235,male
116769,5665,female
47480,1710,male
68355,6862,female
45621,2372,male
91501,6103,female
66554,3131,male
116797,6252,female
133384,6097,female
68882,7046,female
121024,3566,female
1410,1062,male
60508,2962,male
120640,6989,female
84111,6871,female
61959,1354,male
125650,5349,female
124146,3982,female
87512,3872,female
35066,701,male
19357,1460,male
26172,2212,male
74242,6653,female
7111,1874,male
134489,5213,female
66869,1577,male
72114,3869,female
97171,5171,female
50046,1487,male
49070,154,male
22626,272,male
100621,5887,female
28447,2431,male
43062,1869,male
85560,6304,female
22172,2138,male
128829,6419,female
123907,4811,female
64020,2139,male
77369,4308,female
38099,2823,male
76282,4191,female
19332,2752,male
14093,148,male
2921,1313,male
67617,5927,female
55858,312,male
128426,4189,female
91399,3894,female
89040,5060,female
40365,3363,male
45359,1039,male
25855,2455,male
86694,6925,female
10640,1469,male
114545,4051,female
14013,796,male
110692,4272,female
66234,70,male
45029,2671,male
111276,6318,female
107291,5818,female
129872,5016,female
26602,3377,male
76771,6482,female
71135,5871,female
55523,112,male
52046,1737,male
7594,1557,male
46450,209,male
41029,1132,male
133195,6829,female
114871,6398,female
14865,1086,male
44893,1177,male
4840,169,male
117420,3881,female
81999,6765,female
106263,6562,female
19302,1707,male
133193,5382,female
4902,509,male
56295,1725,male
9215,192,male
18474,1050,male
83773,4797,female
97537,3884,female
105271,5653,female
129445,4279,female
115638,3656,female
86304,5391,female
23690,151,male
51938,745,male
69850,5560,female
25218,3082,male
84897,3985,female
97681,4354,female
49340,1428,male
22752,300,male
51435,1286,male
3790,3247,male
70658,5389,female
22174,2438,male
54548,3105,male
109953,5311,female
11453,327,male
105749,5606,female
29030,2951,male
44536,965,male
111715,6906,female
16736,1641,male
27777,3134,male
5388,1777,male
50441,163,male
107945,5813,female
75858,5890,female
105050,6841,female
85234,3656,female
66913,95,male
52677,2570,male
83279,3737,female
13293,11,male
108228,3896,female
80787,4002,female
133267,6936,female
5728,2084,male
18132,977,male
122478,4091,female
10778,1707,male
97140,4519,female
2182,3200,male
119550,3601,female
6186,460,male
134848,7043,female
12220,1117,male
56036,131,male
48133,442,male
101136,5682,female
126575,6682,female
120383,6233,female
68020,6517,female
45559,2675,male
58823,138,male
75237,3791,female
22207,3030,male
48217,1518,male
55377,2690,male
130011,6118,female
93182,6996,female
35581,2089,male
3307,2872,male
2084,221,male
19434,2812,male
105690,6312,female
15135,1716,male
104239,3567,female
36916,754,male
100775,6790,female
1958,417,male
123232,4063,female
71466,3700,female
34386,65,male
127243,3977,female
129649,3730,female
39958,324,male
84145,4471,female
89380,6842,female
578,257,male
72147,5339,female
33495,867,male
35957,2381,male
125359,3695,female
78382,6379,female
55420,1208,male
79283,5912,female
56348,3159,male
128952,6915,female
72430,4152,female
50362,2166,male
31874,464,male
47500,797,male
93609,6124,female
71890,5608,female
33037,1326,male
43097,1199,male
35043,1429,male
2050,552,male
114220,4208,female
130520,5386,female
16860,406,male
2938,1117,male
124984,4875,female
90877,4485,female
43257,3371,male
1934,48,male
7410,967,male
79128,4618,female
37390,2596,male
19245,2882,male
126687,5534,female
11288,3268,male
96589,6068,female
111417,4753,female
92744,5592,female
30052,2594,male
4888,2262,male
125727,3633,female
120717,6357,female
27379,3415,male
97589,5515,female
75337,4035,female
38534,2917,male
80073,5698,female
67585,5549,female
21914,1595,male
13416,59,male
44876,1814,male
96408,5324,female
4520,961,male
40783,3464,male
46638,2204,male
10099,1559,male
123256,5852,female
112839,3833,female
36608,458,male
13088,3489,male
58002,1726,male
88266,5251,female
5943,422,male
31612,415,male
56646,1704,male
59558,1293,male
76818,4605,female
11634,336,male
22030,1653,male
62299,2996,male
49756,215,male
75849,5395,female
84551,3947,female
23250,2983,male
10411,334,male
11341,2480,male
99425,5928,female
54659,2734,male
77673,4494,female
71644,6959,female
125046,3886,female
9874,2331,male
42793,384,male
52491,2238,male
52495,967,male
132451,4039,female
29393,3207,male
53377,926,male
83080,4194,female
86521,5197,female
90204,6546,female
67656,3548,female
51581,1882,male
62438,2248,male
100611,5953,female
46611,2336,male
78064,3804,female
6831,1351,male
115601,5909,female
6197,1758,male
59489,1508,male
70289,6381,female
29364,3106,male
119695,4536,female
21713,3359,male
93215,5974,female
35816,3075,male
108925,5358,female
34595,287,male
32129,1335,male
53028,190,male
101988,5478,female
104326,5921,female
79088,4952,female
64792,1693,male
132429,5376,female
103399,5081,female
53175,1800,male
97766,4666,female
110213,6647,female
74883,4683,female
14741,3451,male
57626,1583,male
16125,518,male
94026,6741,female
80563,4114,female
41949,2372,male
134809,4000,female
117408,5453,female
91519,4622,female
104094,5618,female
5167,2907,male
56597,3417,male
82949,6887,female
92,20,male
62643,1060,male
51564,2534,male
56856,2779,male
29405,593,male
129753,3682,female
129883,6280,female
57611,1344,male
13225,1484,male
130241,3709,female
19858,391,male
86588,4104,female
12958,3009,male
6124,1503,male
29967,3300,male
57900,1716,male
47230,3157,male
59241,2627,male
56274,1758,male
93105,5719,female
44885,1838,male
45158,2663,male
82917,4815,female
36828,1766,male
120599,5031,female
26450,3346,male
112298,4314,female
80999,4114,female
40653,2569,male
41085,1421,male
33196,744,male
10604,2289,male
39216,2924,male
14100,1527,male
63095,629,male
34339,1630,male
124267,5200,female
34861,3340,male
104604,5919,female
87201,6422,female
113723,5518,female
5218,1667,male
53611,1855,male
124301,5899,female
11352,1714,male
48803,2159,male
106285,6278,female
119589,4267,female
131883,6243,female
6246,3415,male
94130,4254,female
107881,4839,female
119049,5774,female
69353,5673,female
80026,6962,female
57897,1977,male
131996,4718,female
30770,1067,male
130825,4789,female
75801,6099,female
74829,6026,female
52411,1752,male
17001,2866,male
55727,1756,male
29616,423,male
79824,4084,female
446,2050,male
82256,5294,female
122078,6743,female
43193,2679,male
71288,5806,female
21878,515,male
11566,1271,male
6176,1670,male
110307,3823,female
70008,4623,female
96730,6745,female
260,682,male
133325,5805,female
101661,5802,female
99086,5534,female
67575,5844,female
24125,2908,male
65623,1628,male
100875,5378,female
64608,1939,male
22312,2014,male
79624,6146,female
117527,4367,female
105688,5635,female
30327,655,male
36803,2266,male
32898,1679,male
92236,5499,female
31662,2732,male
13538,355,male
37554,403,male
64204,1570,male
104352,5284,female
125135,6897,female
89282,5439,female
62911,2061,male
27943,1176,male
34352,3381,male
50870,1660,male
119086,3705,female
84478,6175,female
96114,3603,female
20131,2720,male
112969,4809,female
116455,4018,female
46561,2955,male
55689,1685,male
7721,620,male
38346,1260,male
102069,5074,female
70103,4099,female
71216,4388,female
59759,1575,male
40987,2870,male
65672,1646,male
25377,455,male
97106,5540,female
84792,3999,female
80818,6954,female
87273,3852,female
97631,4370,female
47564,1780,male
121512,6496,female
79635,5641,female
110393,4002,female
81799,6496,female
123853,5209,female
97933,4111,female
90249,3534,female
105128,4717,female
58915,1933,male
19040,1729,male
54111,1265,male
32628,708,male
80797,4272,female
91597,6285,female
97714,6100,female
52788,3164,male
84093,6005,female
65593,1548,male
41011,2479,male
29361,1157,male
11348,1642,male
116394,3547,female
113811,4897,female
115511,4418,female
91733,4395,female
128334,4733,female
40658,1986,male
65048,1531,male
72407,6392,female
103961,6604,female
20799,2928,male
22111,422,male
116450,6646,female
89932,6161,female
46720,918,male
28901,3400,male
80998,3691,female
38655,781,male
31610,2439,male
79375,4327,female
30612,1054,male
70936,4668,female
94590,6393,female
5102,3112,male
108372,5367,female
93471,5781,female
33843,2627,male
82043,3609,female
82434,4037,female
20076,909,male
34338,1060,male
127102,4473,female
46036,2880,male
111405,4727,female
33336,1015,male
37005,1841,male
17465,442,male
3207,1673,male
131243,5515,female
100185,6518,female
785,2059,male
37582,1007,male
54147,1660,male
89292,7026,female
30095,2959,male
94575,4532,female
77428,6341,female
65746,3381,male
120070,5805,female
64998,1686,male
60680,1688,male
68242,4340,female
63949,959,male
96281,3895,female
55139,1579,male
7714,937,male
131800,6080,female
105817,4334,female
78692,7016,female
49545,364,male
120201,4228,female
15153,88,male
122796,5169,female
83439,6378,female
112508,6680,female
24122,252,male
228,2301,male
44623,184,male
8509,1405,male
31820,1123,male
62639,525,male
97691,5543,female
116859,4953,female
27065,2466,male
109342,4574,female
128239,3620,female
8515,1288,male
8142,974,male
89512,4912,female
98435,5798,female
77680,5178,female
101206,5516,female
45683,2639,male
103444,3535,female
32709,581,male
24485,1082,male
40181,2248,male
38532,2038,male
81887,4072,female
99698,5917,female
114855,4200,female
42355,2201,male
75556,4147,female
70301,6597,female
48679,2947,male
15533,2815,male
117474,5905,female
75102,6836,female
122610,4166,female
110158,4629,female
54724,2666,male
42031,3478,male
133610,4043,female
40986,3378,male
112390,5573,female
119062,3852,female
7016,560,male
3185,2926,male
130340,7022,female
106036,5158,female
30503,2272,male
5034,378,male
34831,2073,male
29518,3018,male
60262,479,male
30347,1787,male
28306,872,male
126893,3708,female
69987,4871,female
28648,3367,male
117315,6402,female
50453,631,male
77657,4344,female
122589,5753,female
68357,4142,female
2527,1236,male
37676,3219,male
63620,2256,male
120203,4717,female
109684,5098,female
129976,5710,female
73048,6196,female
48250,3403,male
16027,305,male
124172,4449,female
87705,6999,female
97971,4038,female
113633,3648,female
113724,6736,female
62674,291,male
112702,6583,female
62541,3193,male
63658,2802,male
122736,6635,female
20118,608,male
100714,5654,female
15079,1399,male
47293,1866,male
57006,2249,male
70580,6928,female
127047,5325,female
71447,5572,female
52622,2019,male
54133,917,male
78941,5371,female
65279,1001,male
21695,340,male
28926,808,male
123416,5053,female
43426,2339,male
86167,3990,female
47334,2812,male
68189,7054,female
91310,6474,female
93014,5880,female
121068,6422,female
60481,674,male
124477,4463,female
129077,5493,female
75013,6397,female
65025,1581,male
87864,5624,female
78469,4802,female
115269,3651,female
55382,2298,male
108646,5773,female
105992,4292,female
102994,3897,female
46787,3067,male
122320,5171,female
78777,5876,female
68620,3581,female
88494,5837,female
86798,5361,female
74890,5799,female
96191,6646,female
114326,4475,female
48847,1502,male
56014,2889,male
42785,1184,male
49326,1482,male
82127,6544,female
273,1331,male
33988,1317,male
35979,2798,male
109982,5055,female
113845,6256,female
84036,4676,female
128494,6355,female
51517,2059,male
15822,3333,male
133694,6751,female
69520,6961,female
85941,4666,female
26813,2289,male
77532,5374,female
22027,3164,male
8040,2155,male
88077,4190,female
83979,4471,female
17112,3148,male
16143,1386,male
132412,6402,female
25779,3506,male
10455,2719,male
68130,5968,female
83675,3811,female
23695,3052,male
21156,998,male
60225,2577,male
121207,4447,female
119408,5021,female
29072,2127,male
41037,1130,male
37650,2946,male
64115,546,male
44227,817,male
118239,4007,female
120950,5057,female
76374,6912,female
35794,2732,male
43250,3143,male
8719,2089,male
71146,5704,female
117157,5817,female
38793,2448,male
132188,5680,female
119210,5252,female
33094,2994,male
81921,4984,female
109139,4865,female
5664,362,male
130277,6946,female
129965,5303,female
8113,2487,male
26244,44,male
19355,1014,male
126410,4232,female
319,3190,male
22419,1969,male
79775,3819,female
124225,4829,female
26957,451,male
75475,6998,female
127307,6899,female
132924,4253,female
128165,5051,female
11070,2211,male
55022,3246,male
79882,5352,female
53564,3165,male
24275,2882,male
32760,912,male
20318,2189,male
126546,6566,female
102342,6693,female
126461,6488,female
82064,4805,female
78782,4241,female
77305,3835,female
48848,1052,male
91981,4770,female
85640,4321,female
63490,1073,male
32092,1774,male
132353,5577,female
52109,833,male
117131,6675,female
23970,330,male
746,3418,male
67857,6332,female
48374,3077,male
23669,2465,male
132503,5207,female
23861,2672,male
38926,652,male
96937,4589,female
76876,5937,female
1267,50,male
53317,163,male
92722,5840,female
134451,6988,female
7572,2098,male
113251,5646,female
6856,1586,male
112510,5385,female
105473,3802,female
96819,4991,female
13069,402,male
62097,1740,male
48959,3407,male
14858,2411,male
78297,6266,female
103863,6892,female
35800,703,male
116970,6341,female
15922,541,male
67610,4179,female
63902,1126,male
123337,6190,female
19770,1116,male
67711,4293,female
46521,858,male
66476,1474,male
47294,2755,male
54422,461,male
41492,1289,male
90639,6981,female
47959,3268,male
25156,3309,male
98940,6270,female
27907,2986,male
75318,7035,female
125835,3698,female
35575,898,male
24348,1385,male
42819,322,male
115498,5992,female
106857,4446,female
106712,7032,female
110190,6425,female
42036,2416,male
77283,5639,female
55757,2936,male
102083,6666,female
131406,4726,female
129475,4655,female
83033,5789,female
51274,3319,male
27317,155,male
75793,6809,female
67024,345,male
5684,2353,male
58330,2405,male
20838,343,male
94649,3598,female
84194,5888,female
115046,4205,female
130488,6651,female
13592,747,male
37351,3045,male
98019,5882,female
75674,6309,female
69421,5568,female
44741,3215,male
90621,4492,female
133562,5351,female
56411,1838,male
68665,6289,female
83168,4907,female
34788,727,male
66057,2932,male
917,1385,male
55876,2823,male
59756,3265,male
128370,5454,female
27870,111,male
16308,1588,male
130954,6407,female
60290,2501,male
93469,7019,female
13812,851,male
89877,4172,female
105290,6712,female
66641,1813,male
25538,1983,male
38231,791,male
17325,1975,male
92229,5117,female
19277,1699,male
105048,4903,female
91228,5326,female
11851,3079,male
32406,346,male
6216,796,male
38549,2680,male
48117,1785,male
86582,6422,female
82368,6000,female
109321,5693,female
129431,4278,female
114697,4377,female
116005,6882,female
12775,1095,male
128448,6958,female
75149,6463,female
36284,2719,male
94756,4147,female
124743,3802,female
10139,1493,male
25643,1645,male
82013,4271,female
70584,3565,female
9698,2020,male
85438,5111,female
73049,4649,female
67951,6436,female
61111,2837,male
86751,4602,female
124208,4910,female
15145,3458,male
88286,4817,female
88235,6422,female
9680,1172,male
88520,7020,female
130578,3629,female
44909,2907,male
46225,65,male
129412,6909,female
132694,6692,female
36045,3015,male
33788,3243,male
106711,4888,female
61889,1448,male
56950,3495,male
49088,141,male
56298,494,male
62703,1287,male
73391,5214,female
41549,3214,male
84758,4583,female
77903,4362,female
20410,2540,male
79739,5242,female
101403,3605,female
77773,6108,female
114600,4248,female
80626,6384,female
97222,4550,female
25699,340,male
81277,4981,female
6144,3053,male
98144,3595,female
39490,702,male
50701,2219,male
118459,4254,female
10586,2492,male
90192,6229,female
48773,974,male
98009,4084,female
45937,2324,male
61860,1672,male
131223,4672,female
40374,1801,male
85952,5775,female
69459,4274,female
66843,2132,male
23110,1560,male
103117,6827,female
75826,3755,female
22198,2243,male
40533,824,male
78168,5770,female
80738,5144,female
102964,3691,female
50227,1463,male
38885,2000,male
63511,169,male
126066,6253,female
70096,3739,female
68640,5331,female
48245,2050,male
47789,1456,male
87965,5088,female
22778,1288,male
43977,1455,male
86997,6188,female
99213,4861,female
38042,3340,male
110778,5922,female
133100,5124,female
3353,3211,male
98066,3537,female
9378,2419,male
54725,3522,male
22706,2958,male
65392,662,male
123592,5827,female
34513,2116,male
5372,1692,male
99838,5154,female
19443,469,male
37928,3358,male
101358,3774,female
17251,2582,male
67007,1379,male
103217,6895,female
98458,4206,female
88085,6461,female
51340,430,male
68228,6755,female
121031,6350,female
68402,6512,female
84975,4761,female
60181,1722,male
114367,3766,female
70222,3536,female
6461,442,male
95465,5810,female
132529,6300,female
133463,3790,female
19242,2462,male
85461,5040,female
74972,4917,female
129183,6625,female
38511,2493,male
65925,338,male
54802,1214,male
133354,3605,female
110911,4473,female
66324,819,male
14947,1189,male
29323,2292,male
89150,4061,female
103726,4754,female
121992,5488,female
119387,4060,female
11836,1416,male
79289,3732,female
64310,152,male
37510,2875,male
44331,1057,male
108355,6627,female
33540,2627,male
7735,76,male
43393,547,male
122284,6280,female
118968,4867,female
107414,5583,female
31004,3301,male
25526,1898,male
48834,852,male
68768,6528,female
108152,4606,female
118727,4924,female
15685,481,male
127938,4385,female
38215,1190,male
53456,2220,male
7896,1544,male
8864,606,male
40308,3183,male
1864,382,male
104667,4793,female
104247,4377,female
38567,2768,male
23411,2150,male
46150,1760,male
43202,2097,male
124659,5089,female
100857,4637,female
117626,6747,female
34565,487,male
50963,1205,male
134487,4017,female
128452,4861,female
115292,4419,female
1500,2655,male
34069,3192,male
126321,6982,female
132470,3585,female
54381,2210,male
13312,3145,male
81929,6818,female
7485,160,male
62732,2355,male
11717,225,male
10084,1373,male
92364,6402,female
70884,4366,female
7787,2749,male
37255,832,male
84256,3983,female
60356,3249,male
2357,1588,male
53234,2979,male
108167,5258,female
13927,2819,male
109528,4461,female
90339,4661,female
81010,4024,female
35686,2575,male
96221,5163,female
128736,5351,female
119997,6495,female
85857,6242,female
24308,1127,male
54612,2054,male
83809,5260,female
85587,5190,female
78492,4826,female
48107,394,male
35244,1986,male
62604,2935,male
89774,3775,female
79901,3649,female
57244,169,male
63875,1146,male
48186,1587,male
111800,4609,female
89396,5792,female
25278,377,male
97355,6672,female
123361,3632,female
63046,349,male
51270,3232,male
16863,2332,male
95899,6128,female
57230,710,male
28364,2362,male
90508,5118,female
30624,1420,male
34056,552,male
23833,1896,male
51387,286,male
49264,2257,male
16154,2226,male
11405,103,male
117925,5155,female
108850,3866,female
85548,4039,female
60062,1427,male
20762,138,male
104967,5327,female
52548,3162,male
54929,2620,male
72794,5009,female
19013,1577,male
117918,5854,female
18979,777,male
67580,3648,female
112370,4538,female
66078,977,male
53573,1956,male
98312,3710,female
93160,6996,female
47371,1054,male
96098,4260,female
16226,786,male
44546,3404,male
53650,2952,male
111188,6302,female
17494,3371,male
68209,6217,female
29162,3217,male
34405,2278,male
118306,5281,female
33102,2188,male
27703,1729,male
63914,626,male
96352,5342,female
117625,6938,female
32242,3419,male
90559,4741,female
24448,1768,male
115229,4828,female
63530,1166,male
36970,339,male
20157,3356,male
1336,1201,male
107710,5297,female
94577,5054,female
29123,1710,male
97669,4176,female
110586,3857,female
59932,329,male
86823,5644,female
2001,1321,male
23491,769,male
3511,2218,male
96848,4491,female
47879,827,male
66728,3367,male
128512,6568,female
36297,3052,male
130577,6568,female
4589,66,male
82373,4683,female
44201,367,male
119506,5265,female
60009,2204,male
10656,835,male
134329,5543,female
100241,6346,female
68027,5255,female
19139,1949,male
17723,708,male
44427,583,male
123702,4653,female
117200,5501,female
77175,6841,female
41167,770,male
92366,3757,female
119944,3606,female
50334,1788,male
133126,5912,female
79017,4893,female
99395,5467,female
10868,654,male
67427,2028,male
2568,138,male
49548,2724,male
119525,6624,female
82022,3676,female
119461,5259,female
96339,6096,female
70956,5891,female
119654,5024,female
100017,3859,female
40613,644,male
56120,2494,male
119167,4464,female
49158,1985,male
69774,6641,female
65261,2792,male
33371,2644,male
23148,526,male
33329,1887,male
113105,4726,female
4362,678,male
89596,6048,female
78731,7008,female
44804,1054,male
126,1237,male
90525,5719,female
117501,4757,female
418,3208,male
125403,6582,female
74236,5043,female
57332,680,male
67391,2914,male
73521,4864,female
34121,3508,male
903,1750,male
79946,6708,female
37006,2087,male
116762,4165,female
74513,4973,female
2153,2959,male
31924,2676,male
31064,3415,male
100922,5913,female
101324,5353,female
46191,2906,male
123872,6136,female
125893,3749,female
111641,6253,female
116226,3655,female
7316,1286,male
109179,4436,female
29398,1863,male
45166,2372,male
53054,2542,male
109938,6763,female
10635,408,male
9044,1966,male
17503,440,male
55899,2876,male
16098,423,male
116862,4950,female
127574,6478,female
106550,5390,female
65437,1568,male
43147,3309,male
26740,956,male
97736,5410,female
31575,1848,male
122367,7007,female
14844,1006,male
123384,4885,female
96936,6018,female
6049,1033,male
32448,1594,male
84598,4730,female
106899,5446,female
107153,4898,female
33312,2366,male
645,3320,male
105632,6109,female
29287,274,male
55301,727,male
106304,5356,female
101493,4181,female
39807,561,male
50454,448,male
49130,373,male
113276,4434,female
63452,2616,male
61985,3007,male
3443,1956,male
80253,5854,female
130056,5103,female
82090,5702,female
3541,2887,male
30148,358,male
118763,5631,female
106052,5823,female
54043,2636,male
32285,704,male
120357,4020,female
55879,661,male
97477,5319,female
70525,4805,female
5006,2226,male
25788,3154,male
20481,2955,male
5760,1425,male
91938,4786,female
2170,632,male
113662,4713,female
7026,1847,male
119280,4104,female
41557,350,male
86146,4970,female
62103,2723,male
74427,4043,female
101419,5513,female
126366,3643,female
134195,6610,female
109825,5518,female
92338,5966,female
12067,2581,male
76902,4528,female
59507,1865,male
33651,2219,male
40080,3425,male
99170,3830,female
4422,372,male
1433,2525,male
5731,1630,male
2713,472,male
114073,4932,female
15486,3447,male
50886,1693,male
68069,6859,female
42584,47,male
797,421,male
123638,5177,female
67035,3272,male
3697,399,male
7464,3377,male
41237,34,male
133312,6207,female
51773,2,male
19548,454,male
76248,6556,female
57111,2396,male
86946,3608,female
100016,6857,female
94864,6772,female
24032,2265,male
63830,161,male
9672,641,male
56669,3124,male
19738,136,male
47708,1609,male
25430,2034,male
130345,6636,female
5040,3229,male
90355,4045,female
100684,5442,female
90358,6423,female
107010,6928,female
127913,5865,female
30220,2385,male
119335,5880,female
123505,6139,female
3495,1740,male
7518,1317,male
2605,950,male
52567,2731,male
16047,26,male
97284,4114,female
18482,94,male
46114,1812,male
47784,1447,male
61282,2042,male
92912,7017,female
121724,6839,female
23274,751,male
92608,4926,female
98329,6167,female
59234,1875,male
111049,4366,female
59882,902,male
3375,411,male
1084,1253,male
125242,6108,female
84412,3741,female
10468,3382,male
57832,213,male
64958,300,male
62205,109,male
49885,884,male
74749,4648,female
57878,1563,male
120935,4816,female
34204,1729,male
128100,5556,female
16231,234,male
25052,737,male
6414,2121,male
111690,4968,female
73408,6227,female
128306,4822,female
26146,2756,male
27485,208,male
41917,1080,male
100125,5626,female
128705,5418,female
17857,275,male
1117,2136,male
68085,4456,female
17563,3434,male
62680,300,male
51629,507,male
85950,3764,female
89342,4083,female
88488,5432,female
114646,4635,female
79003,4667,female
114762,4974,female
102406,4761,female
132860,6266,female
53918,2705,male
122819,5481,female
11222,426,male
75465,3960,female
28508,1073,male
45368,3404,male
93438,5442,female
92939,6016,female
9650,1589,male
118179,5792,female
117075,4161,female
133297,4453,female
82142,6750,female
65984,3503,male
135099,3773,female
63718,2234,male
37447,526,male
85537,3533,female
52855,235,male
117428,6841,female
127777,4032,female
8631,3503,male
85767,5254,female
52586,3130,male
114115,3890,female
30590,337,male
75570,4669,female
89419,5930,female
85497,5619,female
25870,2184,male
90696,6097,female
70609,5988,female
76269,5179,female
32919,2382,male
26171,2274,male
98614,4017,female
38325,210,male
104089,5677,female
114665,4259,female
28302,1080,male
36485,2279,male
74191,3784,female
7517,3262,male
107958,4427,female
95257,4043,female
28564,2893,male
95405,4303,female
89840,5249,female
17239,2821,male
1122,1827,male
56312,2347,male
540,3046,male
2471,3254,male
76844,4894,female
111697,5659,female
81533,3681,female
129709,7053,female
4460,1375,male
70533,4377,female
42800,3024,male
12602,1704,male
6910,328,male
30424,2249,male
56768,3468,male
42062,2462,male
29212,2725,male
126750,5809,female
86449,4265,female
22292,1261,male
26847,815,male
18283,1388,male
87263,5415,female
63109,2271,male
28503,1779,male
78747,5262,female
41308,2634,male
72543,6207,female
8357,3158,male
122537,4335,female
119141,5900,female
51554,3158,male
117458,5333,female
1247,2571,male
109922,3828,female
70761,6580,female
53894,307,male
23487,1233,male
43619,752,male
25176,563,male
128372,3533,female
56182,2054,male
20875,2904,male
9366,2271,male
112782,4073,female
39516,2041,male
125043,6246,female
130820,4425,female
76783,5611,female
14905,3508,male
95594,6631,female
48106,608,male
90334,6943,female
66615,2855,male
41985,923,male
90206,6818,female
14996,3318,male
87271,6242,female
65905,2784,male
117996,4926,female
75737,6562,female
88946,5058,female
122816,4688,female
15482,961,male
50394,1090,male
85928,4951,female
80709,3539,female
126071,4826,female
122135,5880,female
67012,2431,male
109391,4571,female
118329,5350,female
7616,1459,male
13008,2471,male
85862,3571,female
25476,41,male
58503,1958,male
57396,2450,male
23678,94,male
128970,4901,female
62590,1624,male
90454,6534,female
118478,6645,female
85288,3965,female
84941,6032,female
82251,5759,female
66290,2758,male
108390,5669,female
89820,6035,female
88401,5104,female
132254,3628,female
43195,2147,male
75128,6717,female
116740,4180,female
13145,3156,male
32341,1973,male
122430,3603,female
72799,6615,female
56152,2210,male
18802,2295,male
82839,6215,female
8640,3286,male
18949,3509,male
111227,4363,female
99942,4202,female
74861,4091,female
37634,606,male
4562,2488,male
70860,3597,female
121265,5224,female
21929,1877,male
115233,4926,female
37162,1540,male
99929,6544,female
107703,4261,female
114653,6205,female
14832,1402,male
103977,6736,female
114034,4422,female
46958,174,male
17822,1599,male
7690,474,male
3542,2887,male
21594,2519,male
96377,6725,female
60744,1653,male
4791,284,male
80399,5241,female
74329,6983,female
127986,4562,female
6122,1442,male
118138,6645,female
91456,6650,female
71678,4232,female
65122,3489,male
79889,6741,female
48741,57,male
107646,6637,female
80622,6765,female
103938,4769,female
47348,1187,male
106903,5193,female
26192,3152,male
120878,5625,female
8522,2096,male
23155,2799,male
64046,1805,male
9861,2829,male
90483,4264,female
82428,6011,female
84006,5716,female
37530,3031,male
26026,2583,male
8398,1379,male
110706,4888,female
74721,6899,female
23764,670,male
119480,5284,female
585,2622,male
53149,3368,male
99437,4633,female
69828,4771,female
15044,1843,male
91774,5362,female
114652,5260,female
105395,3593,female
131941,5627,female
80891,7021,female
96292,4511,female
63736,1010,male
130404,5262,female
116939,5773,female
50999,153,male
104876,5589,female
83145,6176,female
8872,2962,male
47468,628,male
123784,4751,female
18215,2672,male
119700,3812,female
71150,4102,female
68302,5990,female
109307,4174,female
105839,4996,female
24894,152,male
100836,6437,female
25123,1072,male
20246,1906,male
12049,2948,male
20692,2248,male
92421,4376,female
40294,2386,male
91633,4149,female
36497,1500,male
34573,2140,male
90776,4918,female
84958,6561,female
126166,5098,female
91822,4424,female
4980,1416,male
46626,656,male
130688,6141,female
8449,2413,male
95002,5879,female
90940,5046,female
47449,3156,male
18461,458,male
12596,3286,male
132996,6385,female
119391,3676,female
69667,4763,female
97726,4906,female
82843,4128,female
65794,1450,male
15178,747,male
29495,1392,male
100897,4468,female
12606,2634,male
47664,3519,male
123881,5968,female
96987,6176,female
38609,943,male
69577,4476,female
102685,4209,female
109194,3795,female
102514,6021,female
79076,3558,female
106181,5493,female
40993,125,male
131854,5280,female
113240,6289,female
10637,2828,male
55984,696,male
118592,4321,female
2472,2332,male
117515,4880,female
90694,6615,female
133364,6334,female
111109,4248,female
21872,1443,male
87906,3967,female
101270,6351,female
53371,3216,male
123707,3676,female
78907,6563,female
125173,3680,female
73258,3587,female
17181,415,male
134065,5176,female
19775,2938,male
12072,1197,male
1484,2837,male
126014,6587,female
61443,1255,male
