ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15
7820,330,4947,3906,4820,5828,6258,3727,5216,6091,6611,6851,3543,4633,4950,5855,6851
7821,330,4947,5162,6321,5767,3707,3727,4551,5767,6247,6851,3543,4795,4950,4987,6851
7822,5189,5794,4956,3603,5728,5332,6628,4052,6825,4247,4843,6381,3691,6962,4164,6327
7823,5189,5794,7038,5030,4379,4342,6383,6478,4722,4722,5352,3691,3691,6353,5352,5909
7824,5189,5794,4004,3612,5728,3988,6628,5728,6278,6118,6309,6353,6353,6987,5292,5292
7825,330,362,151,6222,6769,5966,4680,6029,4021,6361,4637,4309,5460,3959,4002,6361
7826,3647,5636,7038,4533,4767,5379,5937,6773,5730,5688,4533,5825,5825,6608,6597,5825
7827,5189,5524,6279,6569,6699,6957,6699,6699,5821,6724,4637,4637,5734,6112,5645,6112
7828,3647,5524,6460,6129,5094,6906,6405,4551,3632,6247,4790,4551,6247,5611,5611,6547
7829,3647,1959,109,562,439,949,3254,4551,3632,5858,4790,3633,1459,3633,3633,3633
7830,3647,5084,6279,6569,818,5966,6235,4551,1312,5858,6270,6270,6076,6076,3828,4551
7831,330,4947,6999,4749,6686,5308,6305,6141,6256,4511,6048,4670,6256,6256,5076,6256
7832,330,4947,6694,5861,5517,5308,4400,4758,5119,6128,3817,3869,5777,5350,3869,6186
7833,330,5281,3596,4749,4156,3819,4780,4171,6000,5047,6115,6000,4099,3574,4099,5606
7834,330,3786,5442,4589,5702,6855,5016,4455,4675,6713,3856,4081,4455,6142,6379,3983
7835,330,3786,5421,6569,5605,5212,6405,4551,5833,5858,4010,6824,85,4340,4985,3983
7836,3647,5794,5574,5709,5728,5332,3533,5728,6358,3533,6049,6049,6049,6987,5111,3639
7837,3647,3575,5369,658,6527,6089,6610,3808,4675,6970,3657,4149,3657,3639,3657,3639
7838,5189,3575,151,658,6527,5966,6610,6610,4675,6970,4302,4149,6610,3633,3657,4675
7839,5189,3575,6279,6984,6527,4955,4680,4580,5334,6713,3657,4149,3657,4706,3657,3639
7840,3647,1838,151,2385,2802,1795,797,2385,2140,1350,2385,1273,3026,584,2385,2385
7841,3647,3786,6279,4178,5541,6376,6259,4667,6335,6725,3663,6335,6335,5585,5078,6195
7842,3647,1959,151,1350,4156,6376,6259,6551,5248,6259,6384,4727,6259,3886,6259,3741
7843,330,3786,5421,4589,6379,5046,6405,5764,4675,4669,6724,5798,5798,5798,6379,4675
7844,5189,3575,5142,3182,593,5966,6405,4551,4675,3572,4420,4420,5908,4596,5215,6424
7845,330,4947,5013,4246,6513,3785,3727,6513,6513,6796,3636,3543,5798,5798,3661,3543
7846,5189,5794,6460,6569,6824,5006,4722,5006,4956,6650,5707,4910,4158,5707,4910,4910
7847,5189,1816,1011,778,5094,4742,5506,5006,6227,4375,6102,6102,6102,4579,3879,5088
7848,5189,5794,6460,6569,5589,5332,4680,5006,6421,4206,5014,5006,6297,4910,5006,6752
7849,3647,4694,6279,6984,5702,6149,5937,6773,5730,5577,5665,5106,4455,5551,5551,5790
7850,3647,2925,151,5824,6527,587,4053,6224,5849,5621,3777,5693,6266,4248,5849,3743
7851,330,4947,4451,4749,5517,6449,4400,4113,6322,4547,3817,3869,5777,6141,3869,6186
7852,330,5084,6279,4906,4222,5354,6535,3974,6404,3666,5763,4954,4954,5763,3776,3983
7853,3647,5084,4812,6569,6824,4881,5837,6742,5837,6118,3788,6824,6391,5322,4999,3983
7854,330,3786,5421,6569,5767,5421,5925,5925,5562,4507,4081,4081,5520,3779,5562,5562
7855,5189,5084,6279,5079,4380,6750,6418,6934,5594,5040,6636,3809,3834,6574,3785,3785
7856,330,5084,6279,4708,5541,3785,6418,4401,5594,5040,6048,5225,4455,4340,3785,3785
7857,3647,5084,151,4708,5541,6750,6418,4401,4455,5577,4010,6418,5526,5526,6418,6418
7858,330,4694,7038,3603,6979,4346,5418,6055,6863,6436,6048,6436,6436,5322,6979,6979
7859,3647,5084,7038,6285,6705,5379,5890,4052,4544,6118,4224,5379,3691,4052,5851,5909
7860,5189,1816,151,658,5174,6866,5062,3995,5730,4278,3965,6024,4977,4278,5551,6277
7861,330,3786,5988,4178,5541,4539,5418,3750,5248,5078,4296,6981,5356,5418,5356,6303
7862,3647,6048,6145,6350,4754,5451,6090,5935,5234,5997,5495,6981,5997,6981,5849,5083
7863,3647,4947,6694,6316,4335,6258,5682,3646,4261,5688,6048,6101,4562,6062,6101,4562
7864,330,3786,4860,5824,5517,3785,5086,6182,6182,6182,6048,5617,4338,5617,5617,6352
7865,330,1959,3345,576,2879,3273,6146,2285,3423,6442,186,5617,6595,5617,5617,6352
7866,330,362,2548,2879,6513,2747,3727,4354,4323,6103,3727,5617,2724,6107,2724,2724
7867,330,3786,5162,6569,5963,5914,3755,6410,6253,5864,6253,4659,5735,5993,5738,5364
7868,330,3786,5421,6316,5963,6829,5631,6410,4991,4435,3777,5159,6500,5208,4238,5159
7869,330,3786,5162,6569,5767,6829,4589,4034,4034,6456,3777,3827,4034,6346,3556,4034
7870,330,4947,4537,6555,4624,330,4118,6909,6909,3832,4359,6909,4517,3957,4517,6909
7871,330,3786,5162,6316,3610,6809,6563,4900,3610,4709,3610,5650,3610,6581,3864,5290
7872,330,3786,5162,6316,4624,4763,4492,4851,4763,4709,4851,6144,6655,6722,6655,4624
7873,5189,5794,6460,6569,4379,4881,5258,5228,5471,6118,5258,3925,4594,3918,5963,3925
7874,5189,5794,5574,3801,4379,4881,3533,5957,5990,5864,5258,5567,5567,5957,4379,4944
7875,5189,5794,6460,6569,4379,4881,5770,5847,6698,4944,4054,3925,4594,3918,4054,4944
7876,330,4947,5442,6555,6946,6258,7026,6934,4008,5269,6595,3642,6684,6010,3551,6424
7877,330,4947,851,840,2879,3136,1190,194,4008,5643,6595,3809,2879,6548,3551,6424
7878,330,4947,4537,6555,6513,330,3727,5085,5916,3832,4441,2858,6548,4761,4517,3832
7879,330,3786,5421,6321,5517,3785,3846,6980,5674,3774,6048,4670,4353,5035,3792,5633
7880,3647,5636,3596,5147,6686,5308,5418,6256,6596,4115,6048,5076,3827,6520,5151,5633
7881,3647,1959,2014,6222,6527,5440,2923,4580,5334,6456,5039,5365,5734,4097,6099,5508
7882,3647,1959,151,383,863,72,2747,1608,2339,1608,4790,6029,6280,1604,6440,6280
7883,5189,187,2502,36,4830,1238,4535,6029,1336,36,4790,721,3657,3959,3657,3929
7884,5189,187,3514,562,863,3371,4535,6029,6029,4146,6941,3371,501,4228,493,6280
7885,3647,4292,3871,6569,6099,6977,4327,6977,5652,4396,5045,4240,6222,4340,5045,6977
7886,3647,3786,6184,3005,6143,5440,5086,3808,4133,5148,6048,3617,85,3939,4749,6977
7887,3647,2925,5142,6316,5896,4813,6121,3808,4679,4802,4790,4679,3565,5513,3681,4115
7888,5189,5794,6460,6569,4379,3755,6569,6681,6582,6582,6155,6681,6582,6608,4859,3682
7889,3647,4694,6460,5783,5963,3972,6365,5437,5247,5864,6155,5187,5152,5125,5152,5920
7890,3647,5794,6460,6569,5702,6681,6569,6681,6582,6857,6155,6681,6582,6608,6543,3682
7891,3647,3786,4270,6569,6824,4346,4211,5059,5674,4189,6048,3792,3638,5707,4189,3983
7892,330,3786,4246,6285,4199,4346,4211,4104,3788,5245,6048,4459,3638,6850,3785,4856
7893,5189,5794,6279,4906,3983,4346,6491,5228,3575,6717,6988,6195,4157,5707,4581,3983
7894,3647,1838,5035,457,5896,4813,3956,4831,5992,5384,6115,3956,5384,5384,3956,1774
7895,3647,4292,5162,5063,5896,6743,6031,5896,5992,5384,6115,5606,3878,6349,4099,6267
7896,3647,1838,5384,3819,6486,3819,3956,4171,5992,5384,3819,3956,5384,5992,3956,5375
7897,3647,5084,6279,4901,6705,5692,6259,6773,4544,5692,5730,6802,3789,6802,6802,6802
7898,3647,4292,6279,4906,4767,6750,4442,3749,4544,5692,4671,6802,5060,5060,5637,5060
7899,5189,5084,151,6376,3789,4127,4442,6934,6663,5692,5560,4370,6151,6252,4841,4453
7900,330,4947,5162,5001,4484,6258,6259,4667,6035,6521,4364,4667,4667,4667,4899,6519
7901,330,4947,5162,6521,4484,6258,5656,4667,6538,6521,4364,5848,4667,6521,6137,4416
7902,330,4947,5162,4163,4484,6258,5656,4181,4544,6425,5656,4365,4172,5666,6711,5656
7903,330,4947,5162,5063,5963,3707,5102,5490,6238,7020,3734,4615,5077,4603,7020,4416
7904,3647,5794,7038,3603,5835,6537,4864,6806,5952,4175,4843,6955,3565,6563,4679,3583
7905,5189,5524,4004,4962,5728,4792,4864,5728,5952,5728,6540,6540,6849,5199,6540,6645
7906,330,4694,5718,6269,5728,4718,6375,5728,4718,6609,6611,5783,5783,5783,6594,6645
7907,330,4694,4004,3603,5728,3828,6215,5072,4775,5913,6735,5783,5913,4775,4859,6645
7908,3647,4694,4004,3603,6130,5332,3533,6018,6358,6571,6735,6018,6018,6018,6018,6018
7909,5189,5794,7038,5030,3759,5332,6628,4157,5800,3759,5370,5735,5124,5124,5124,3853
7910,3647,5794,3617,4168,4754,4925,6383,6953,5800,6160,6263,6160,6160,4109,4109,6317
7911,3647,5084,6279,6152,4222,6750,5890,4165,4544,5577,5122,6160,4717,4717,5122,5577
7912,330,4947,4537,4820,5517,5548,3727,5327,6293,5087,6437,6659,3568,6899,5082,5082
7913,330,4947,6999,6437,5541,6497,4751,6559,6335,6447,6437,6894,3842,5784,5149,4751
7914,330,4947,5442,4820,5517,5308,3990,4470,3792,5308,6048,3792,7048,5813,3792,4429
7915,5189,5524,5123,6569,4379,5451,6383,4041,6288,5118,4843,6351,4594,5240,6356,5459
7916,5189,4694,5574,6569,4379,4881,6395,5847,6698,6386,4054,4208,4594,5642,3793,3723
7917,5189,5524,6279,5991,4767,5190,4086,4767,4767,6118,4767,4208,5571,4595,6356,4416
7918,3647,4947,6460,5667,4767,3972,4305,5694,4970,6438,6925,5187,4166,3564,4074,5867
7919,330,362,2548,5553,6759,3972,4967,2661,4970,3832,6925,4913,6579,3564,3972,6869
7920,330,5524,4348,5063,3610,6537,3864,6629,4718,4159,6537,6238,3583,3851,3873,6238
7921,5189,5794,6279,6129,4767,5190,6259,6629,4893,6118,4208,5786,4893,5702,4893,4416
7922,5189,5794,7038,4906,4379,6118,6628,6118,6118,6118,6118,3930,3870,6118,6118,6703
7923,3647,5794,7038,4906,4767,5332,6259,6629,3630,6118,5370,6210,4893,6142,3618,4416
7924,330,3786,4880,5824,3947,5236,6305,4249,4131,5114,3817,3869,3817,4667,3869,3571
7925,330,4292,5421,6414,2488,6258,5418,4605,6663,5114,6630,4548,7048,4667,4520,3817
7926,330,3786,6286,5824,5541,5956,5418,4600,4837,5114,5517,4548,7048,5418,6346,5421
7927,3647,5084,6460,6569,6246,5482,3864,5437,3864,3864,3852,5063,4117,4288,4117,3852
7928,5189,5524,5123,6129,5728,4169,4864,6629,3610,3611,3852,5063,3611,3851,4117,4923
7929,5189,4694,4004,4792,5728,6955,6215,3801,5952,5673,5673,5182,6246,6987,4260,6277
7930,330,3786,5442,6481,4888,6258,6481,4605,6091,4888,4880,4548,6688,5666,5795,5421
7931,330,3786,5421,6481,6630,6258,5682,5775,6091,5924,4880,6894,6688,3947,4556,4880
7932,330,3786,5421,5824,4696,6829,5682,3595,4837,6447,4506,4548,5129,6335,4078,5129
7933,330,5281,6460,6569,6824,5637,5931,3749,5637,4497,4629,6334,4904,5353,6738,3779
7934,3647,5084,4348,5063,4754,5686,5890,5686,4682,4709,5686,5686,3549,5625,6412,6303
7935,330,3786,5988,4178,5541,5354,6147,4052,6091,5577,4879,6195,3638,6723,4100,3983
7936,330,4947,4880,5824,6080,6829,5682,6224,6035,5269,3777,6432,6880,6432,5401,5401
7937,330,3786,5421,6316,5963,6829,5682,5490,5997,4435,6432,6894,3842,4950,5963,5264
7938,330,4947,851,5401,5806,3707,5701,5401,5452,4435,6432,6432,6880,4950,6153,5401
7939,3647,3262,2147,383,4149,1238,3453,1421,3032,3611,3434,2472,3378,2439,1549,2439
7940,330,5281,6279,5745,5286,5015,4864,5573,4128,4128,3857,3834,3834,6574,3884,6644
7941,3647,5524,5142,6569,5004,6957,6405,6629,4061,5911,4061,3676,3676,6427,3820,3676
7942,330,4947,7038,5314,5517,6197,4400,4470,5010,5010,3548,4170,3773,6197,3702,4170
7943,3647,3786,3596,6915,4699,6197,4400,4470,5010,5010,5010,4170,5010,5010,6938,6938
7944,330,3786,6115,6915,4699,6115,4400,4470,5010,5010,6066,4170,4400,5010,6938,4170
7945,330,4947,4537,4820,6042,3785,3727,5461,6009,6548,6009,6441,5385,5456,3828,3785
7946,330,4947,4537,6261,6042,3828,6028,5543,4125,6548,5034,5225,5543,5543,3828,6424
7947,330,4947,4537,5382,6006,7023,4354,5034,4125,5583,6006,5225,4125,5624,6418,4125
7948,3647,5084,151,6316,4624,6809,6366,4945,4442,4709,3709,6144,5410,5947,4465,6144
7949,3647,4947,6279,6316,4624,6809,6366,4851,4851,4709,4851,6144,4776,6722,6144,6144
7950,3647,3786,151,6316,4945,6428,6366,4851,4851,4851,4851,6144,6366,6722,4465,6144
7951,3647,5084,6460,6569,4379,4199,4199,4519,5502,5363,3974,5502,3565,6896,5152,4190
7952,5189,4694,6382,5063,4337,3972,5102,5490,6893,3864,4867,6844,6365,6893,5559,6566
7953,3647,5794,4004,5783,5728,6955,3533,5728,6358,5487,5487,3627,4915,6674,6353,5867
7954,3647,3786,4348,5063,6479,3819,6714,6934,6587,5911,6587,6587,6587,4791,6587,4416
7955,3647,5084,6460,6569,4767,6537,5607,4181,5043,4406,3734,3834,3834,5794,5688,3835
7956,330,5084,5162,6915,4699,4625,3707,4181,6307,5688,5884,3933,5688,3707,5688,3835
7957,330,3786,3596,5759,4156,5826,6714,4048,4349,5047,4789,6959,3878,6701,3596,4042
7958,330,4947,5162,5063,4156,6115,6064,4048,4349,4568,4789,3688,6213,6563,4048,4568
7959,330,3786,3596,5759,4156,6115,5047,5851,4349,5047,6115,3688,6213,6256,6701,6256
7960,330,4947,5624,4993,5702,6065,5656,4667,4528,4888,4726,6432,6582,4603,6711,6538
7961,330,4947,2502,5783,5702,6538,3848,3359,4528,5995,5216,6432,5216,4603,6711,6538
7962,3647,4947,4537,5783,4258,6324,4694,6681,6868,7057,4726,6131,6582,4603,6597,6538
7963,3647,3786,6279,5824,4899,6258,5682,6258,4261,5924,5007,3862,4261,6221,4899,6519
7964,330,2882,5421,5824,4888,6258,5682,4249,6035,5995,4530,6059,6880,4530,4899,5687
7965,330,4947,5421,5401,6080,6258,3848,6736,6035,5995,5007,5687,5249,6080,4899,4882
7966,330,4947,5013,5824,5517,6497,4457,5633,3792,4429,6048,4670,6843,5813,6843,4429
7967,5189,5084,6279,5030,5250,5937,5937,5006,5691,3617,6048,3617,4355,5707,5937,5909
7968,330,4947,4537,4993,6042,3604,3727,5543,6293,4965,6030,6261,3866,5543,6153,6293
7969,5189,5524,6460,6569,5963,3972,6290,5524,6290,5485,5709,3676,3676,5485,5857,6290
7970,330,5281,6460,6569,5963,7057,3864,5524,6290,5864,5430,4130,5247,5485,5857,4130
7971,330,5281,6460,6129,5963,3972,4864,6455,6290,4718,3610,4130,3676,5845,3820,6427
7972,3647,1959,151,6222,6527,4293,5270,6029,5334,2865,4420,4309,3691,2634,4293,3691
7973,3647,5794,5891,5833,5250,4185,4327,4035,5342,5342,4244,4185,6470,6991,6789,6789
7974,330,3786,5421,6316,4873,4536,6418,6184,4688,4929,6100,5063,85,4929,6789,6100
7975,330,5084,5988,6569,6824,4540,3602,6824,5837,6797,4038,6824,4921,5125,6379,6824
7976,330,5281,6460,6569,5004,6957,6405,5437,4703,3798,4703,3798,5975,5975,3592,3798
7977,3647,5084,6279,5991,6312,5046,6405,5764,4675,6796,6724,4081,5040,3633,6379,4675
7978,3647,5794,6279,6984,4754,6149,5770,4945,6582,5176,4882,4882,4882,5580,4134,4882
7979,3647,5084,4812,6569,4379,6000,5656,6285,6706,6285,6832,6285,6500,5580,6367,6681
7980,5189,5794,6279,6984,4379,6149,6395,6773,6698,5730,5730,5797,6698,5580,5797,5797
7981,330,3786,151,2821,5541,2853,797,2821,1949,1003,3636,5904,1744,2335,4017,2385
7982,3647,5084,4117,4697,6312,5046,5919,5764,4675,3644,5919,6738,3644,6142,6738,6550
7983,3647,5084,4348,6915,6479,5046,5919,5764,6023,6023,4302,5969,6023,6412,6412,3618
7984,3647,2925,918,457,2228,861,1547,304,3289,36,2595,1805,501,4228,1243,2098
7985,3647,1959,1386,457,863,3109,4864,2976,3692,4790,4790,4149,2189,1609,2711,1609
7986,3647,4161,6460,6269,5896,6906,3609,280,5522,4790,4790,3609,501,591,1555,1609
7987,3647,5794,6279,6984,4754,3918,3830,6410,4893,5114,6263,3925,6620,3918,5106,6953
7988,330,4947,151,6222,2084,6258,6332,4688,5041,4688,5057,6381,5201,6760,4471,6350
7989,3647,5084,6460,6569,4478,5421,4256,6410,4893,6118,3777,6496,6620,6003,4893,6195
7990,330,5281,4348,6129,3610,4763,3864,6836,4763,3864,7045,6172,5211,5420,6047,4421
7991,3647,5084,4348,5063,3610,6809,5890,6836,6333,6333,7045,6172,4109,4682,4117,5973
7992,330,4947,6694,6316,5376,5914,3864,4062,4970,6023,4709,3883,5735,6332,5652,4624
7993,330,3786,4246,5824,5541,4819,6845,4124,4837,3666,6048,3635,4381,5666,7001,4273
7994,3647,5794,6460,6569,4258,4199,5837,6248,6406,6046,6085,4081,6046,6046,6046,6406
7995,330,3786,4860,5824,5517,5236,4880,5776,4837,3774,4046,3827,4381,3871,4381,4381
7996,330,5281,6999,4589,4256,6258,6259,4667,6868,6118,4208,4727,4256,4667,6688,5775
7997,5189,5524,4004,6569,5094,6242,4680,4041,5043,5782,5572,6024,6246,5899,3729,6960
7998,5189,5794,7038,5030,4379,6866,6383,4041,5043,5463,5572,6024,4915,5899,3920,6419
7999,5189,5794,4956,6569,4379,4283,6383,5728,4283,6092,5572,6514,5363,6987,4283,6092
8000,3647,5794,4956,4190,4379,5826,6383,4283,5043,4834,5884,5572,5572,6987,4283,5572
8001,5189,5794,5574,6569,4379,4881,6383,5847,6608,5724,6588,6514,6110,6987,4379,6960
8002,5189,5794,4004,6569,4379,4848,6395,5524,6290,6386,3676,3676,3676,5118,5152,3793
8003,5189,5524,4004,6569,4379,6395,5506,5524,6290,6386,3676,3676,3676,5661,5152,3676
8004,5189,5794,6460,6569,4379,4848,4680,5524,5690,6386,3676,3676,3676,5975,5152,5175
8005,330,3786,6286,5824,6630,6503,6273,4249,4131,4230,6048,4230,4608,5361,3661,6691
8006,330,4947,4246,4820,5541,3785,4046,5776,4837,3666,6048,5076,4001,4001,7001,4135
8007,330,3786,5162,5130,4245,6829,4215,6055,4447,5114,6630,3817,6346,4944,6346,3817
8008,5189,5084,4812,4906,4767,4469,5459,6606,5459,6118,6988,3691,6391,6988,6381,6036
8009,3647,5794,5639,6569,6824,5228,5770,5228,6822,4278,4327,5937,4915,3920,3920,4278
8010,3647,5794,7038,3603,5092,5637,6654,6654,6293,6654,6028,3691,3691,4965,5909,3983
8011,3647,5084,6279,5063,5286,5134,6032,6773,629,4912,2860,4584,2879,4582,5734,4582
8012,3647,2925,918,457,2084,556,3453,656,3032,17,2192,1314,501,1982,1421,2976
8013,330,3786,6279,6316,6946,6750,4327,6977,6208,3641,4327,4863,4582,5833,4396,4937
8014,3647,5281,6279,5063,5706,5966,5530,6654,6654,4420,4420,4420,6765,4420,5242,6100
8015,330,5281,5421,5147,5767,5421,5530,6654,4087,4669,6654,3933,5037,5283,6100,6100
8016,3647,5084,5162,6569,4156,5479,6714,6818,6700,6886,5884,3933,6886,4357,6700,5932
8017,3647,4292,6145,6222,5541,6101,5226,5490,4995,5078,6048,6999,4766,5322,5078,4562
8018,3647,1838,151,4353,5541,5560,3846,6559,3792,7035,6048,5225,6999,6760,5151,6048
8019,330,5281,5162,4749,4699,6520,4400,5327,6404,6404,6048,6966,6436,5322,5674,4189
8020,330,5281,5162,6316,4931,4015,4629,6654,5037,6677,5686,5686,6677,6677,4396,5735
8021,330,3786,6279,3993,6630,5106,4629,3615,6091,3744,6314,5117,3842,6723,5106,6195
8022,330,5281,6279,6569,6705,6750,7033,6654,5037,5037,5037,5686,5037,6940,6205,5037
8023,330,4947,6694,6316,5963,5914,5727,6694,6694,5621,3751,4335,3842,6694,4238,5727
8024,330,3786,5035,6316,5541,3707,797,4555,4380,3572,3636,3940,4256,3707,5795,5469
8025,330,5281,4348,3801,4754,4709,5890,4854,4854,6118,4224,5379,4224,6118,5775,6626
8026,3647,6048,6279,5082,6099,3785,5086,5059,3792,4580,6048,3792,3557,4236,3792,3557
8027,3647,3786,5217,5824,5517,5308,3557,5633,3792,5115,3792,3792,3557,5813,4575,3557
8028,3647,1838,1003,1035,5517,1795,3846,4353,5674,4353,5149,3792,4353,3846,3792,3557
8029,330,4947,5162,6316,5963,5914,5906,5490,6694,5631,4821,6905,6162,4950,4950,4940
8030,330,3786,5421,3751,5767,6449,5221,5490,6253,6905,5767,6905,6162,5353,4238,5878
8031,5189,6123,6483,3801,4379,4881,4336,5728,5043,3759,4843,6955,4336,6962,5867,5867
8032,3647,5084,5142,6569,3610,6395,6699,6699,5409,6333,6699,3951,4620,3665,3820,3820
8033,5189,5524,5142,6129,5094,6395,6395,6629,4733,6386,6724,4712,3812,5661,3820,4510
8034,5189,5524,5094,6129,5094,6395,6395,6629,6290,6386,5709,4712,5881,5709,3820,4712
8035,330,2925,2871,3280,280,369,4535,1513,690,3998,7019,815,2773,278,3280,3098
8036,330,2925,1386,457,5896,369,3609,2889,278,3998,3351,4896,2797,278,3280,4330
8037,330,1959,2147,3231,5896,369,4535,1513,1095,3998,3351,4896,3351,278,3280,3098
8038,330,4947,5421,5147,5767,4819,3727,5194,5916,5858,6009,6930,4877,3633,6379,4579
8039,3647,5084,6279,1035,5702,4955,6248,5262,3575,5605,5703,6328,5262,4251,6328,3633
8040,5189,3575,6279,6129,1473,5991,4534,6629,4021,6262,6477,721,3812,6870,4017,4161
8041,330,4947,4775,6269,3957,5349,6196,5543,3573,6548,4286,6844,6548,4684,3573,4684
8042,330,4947,4537,180,3957,5914,5102,5957,4723,5727,5587,5291,5735,5361,3972,3664
8043,330,2925,1386,3066,6513,6920,5260,4898,2032,4023,5504,4132,4572,6920,4572,4961
8044,5189,5084,6279,6086,4767,4925,6366,4925,5800,5351,6581,4661,4776,3918,4134,6519
8045,5189,5794,7038,4886,4767,4925,4086,4767,4544,3833,4544,3871,4086,6240,4134,3723
8046,5189,5794,7038,5030,4767,4925,4086,4925,5043,5516,4884,6244,4086,5516,6356,4086
8047,3647,5084,6279,6076,4767,6809,4385,4385,6132,4385,5122,6261,4015,6563,4402,4385
8048,330,4694,5162,3603,4120,3728,4864,6806,2755,6609,3560,5676,5286,6563,4859,4416
8049,3647,5794,7038,6992,4767,3967,4986,6773,5004,4425,5959,6522,4041,5794,4425,4986
8050,330,5281,3755,6569,6410,4763,4006,5243,4991,5130,4560,6477,6477,4560,5795,6477
8051,3647,5794,6279,3719,5736,6149,5925,6533,4949,5351,4627,5351,5351,4627,6543,6626
8052,5189,5524,6460,6569,4551,6533,5937,6699,5203,6949,6699,5937,5937,6608,6543,6005
8053,330,3786,5421,6316,6630,3742,7026,4181,4970,5518,3954,4954,3834,6981,6037,5518
8054,3647,1838,151,6177,721,4763,6841,3995,5043,3570,3570,3529,3834,3570,4861,3570
8055,3647,5084,7038,3555,5094,6537,4361,3570,5804,3570,3570,3529,6537,3570,3877,3570
8056,3647,4292,4348,3801,5896,6906,6955,4783,5990,3611,6511,5512,3783,5199,3864,6643
8057,5189,5794,7038,3603,5728,6115,4160,6345,4349,4160,6511,5512,4160,5199,6345,4160
8058,3647,5794,4004,3603,5728,6242,5607,6345,5952,4175,4684,5512,4237,5199,6345,6345
8059,3647,3786,5421,6316,6630,6829,5682,6224,4539,5269,5007,6981,6094,5240,6727,6519
8060,5189,5084,151,743,3789,6258,3789,6934,4544,5692,4506,6195,6056,5666,6584,6195
8061,330,3786,6279,6316,4624,3742,6366,5368,4851,4851,5809,6981,4594,6722,4465,6627
8062,3647,5084,4145,4168,4767,5451,6383,4041,5043,3759,3870,4954,4041,6896,4145,4041
8063,330,5084,6460,4777,4379,5686,4089,4052,4682,6118,5670,3587,3549,6896,5968,5839
8064,3647,5084,6279,4519,4199,4925,6383,4041,5730,6285,5730,6285,4041,5322,5968,4041
8065,330,5636,6279,6569,4258,3785,6248,6248,4273,6037,6048,6101,5024,5322,6406,4273
8066,3647,5084,6279,6984,6085,4181,4239,4181,6706,6706,6048,6706,4464,4449,5243,4464
8067,330,5084,6279,6085,6312,6538,4239,6085,6085,4805,6085,6101,4464,6101,6101,4273
8068,330,4947,3906,4820,5828,6258,3848,4181,4323,5269,6432,6432,6094,4603,6711,3848
8069,330,3786,5162,5063,6479,5686,5890,5353,4133,4669,5686,5686,5037,6940,5686,5037
8070,330,3786,4880,6316,4484,6258,5682,4249,4261,5995,6432,4147,4261,6335,5795,6286
8071,330,3786,5421,5001,6872,3707,5656,4667,6290,6521,5709,6521,4667,6521,6711,4214
8072,330,3786,5421,4589,4696,3707,5656,4667,6359,6521,4667,6057,4633,4667,5795,4416
8073,330,3786,5421,6521,6872,3707,6259,4667,5409,6521,4667,4667,4256,6521,6129,5810
8074,330,4947,6460,6269,4898,3972,4305,6806,5952,4175,4684,4684,6537,4684,3768,4684
8075,330,4947,5162,5063,5963,3972,4303,5437,4970,4175,4303,4303,3700,4303,4861,4303
8076,330,4947,6460,6269,5376,3972,5676,3944,4725,4684,4684,4725,6567,4684,3972,4684
8077,330,4947,2548,2739,5789,3828,4864,4775,4718,4718,4286,3934,5390,5390,6644,6375
8078,3647,4292,2502,6269,5896,3972,4864,6629,5952,6438,4684,5683,3700,4684,6644,6644
8079,330,4947,6733,6269,4898,3972,4864,5694,6830,6609,6925,3934,6537,4684,3573,3573
8080,3647,6123,151,6222,6527,5966,6610,3995,4021,6970,4302,4420,3959,3959,3657,4002
8081,330,3786,5421,6569,6379,5966,6405,6773,4675,4675,3856,4081,3657,6796,6379,4675
8082,5189,1959,3243,1820,1097,467,3172,3172,1428,1855,2860,2887,2219,3939,925,925
8083,330,4947,6382,3603,5789,6016,5260,4048,5169,6796,3893,3543,5081,5081,4987,5909
8084,330,3575,6279,3834,6513,4763,6405,6773,4970,6262,3734,3834,3834,6758,4074,6201
8085,3647,5794,6460,3801,5963,3972,3864,5694,5319,3876,3667,4130,6477,6853,5738,4130
8086,5189,5794,7038,3603,6933,3819,4003,4041,5043,5724,5229,5229,6886,5322,5229,5794
8087,3647,5794,7038,4190,4379,6535,6535,6863,5043,4174,6048,6024,6886,5322,4174,5794
8088,5189,5794,7038,5030,5706,4015,4722,4041,5043,5730,6048,6024,4977,5794,4722,4505
8089,3647,5084,6279,6569,5702,6564,5919,6773,4675,5605,6406,5605,5605,6142,4254,5605
8090,3647,5084,6460,6569,5702,6564,3905,5764,3575,6933,6048,6101,3905,3564,3785,5088
8091,5189,5794,7038,6586,5702,5050,3905,3608,6586,5118,3608,6968,6297,3608,3575,4196
8092,330,5281,6460,3801,4718,3972,3864,5437,4718,4718,5376,5187,5913,4684,3864,4209
8093,5189,5524,4004,6129,5728,5451,4864,5437,5804,5913,6096,5187,5913,5199,4861,3555
8094,330,5524,6460,6269,5963,3972,3864,5437,5804,4718,6925,4303,5913,4839,4861,3555
8095,5189,187,3236,794,3069,1337,1742,3069,3117,1530,3197,281,24,1012,3197,1624
