ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17
7400,251,611,403,403,248,248,363,182,209,248,301,248,248,248,248,248,248,248
7401,585,72,148,251,139,139,139,139,139,139,572,273,273,273,607,273,273,273
7402,145,477,305,581,402,274,126,89,89,89,190,89,316,89,89,316,89,53
7403,778,153,320,320,311,359,38,38,38,173,173,173,173,173,173,173,173,173
7404,30,773,334,79,366,206,274,334,170,309,309,264,264,264,264,264,264,264
7405,332,328,105,80,428,312,385,223,312,251,251,251,263,263,263,190,263,263
7406,639,599,332,713,69,271,337,401,401,401,401,401,401,401,401,401,401,401
7407,630,469,610,467,217,3,249,249,249,620,249,249,249,249,249,249,249,249
7408,0,650,155,615,103,342,192,349,323,157,157,157,157,157,381,157,157,157
7409,325,506,603,78,339,362,366,100,100,100,100,100,100,100,100,100,100,100
7410,421,762,651,146,196,149,194,194,693,194,194,194,194,194,194,194,194,194
7411,796,120,334,342,257,241,168,70,89,136,136,82,323,323,278,136,136,136
7412,660,611,499,41,776,691,86,86,86,86,86,86,86,86,86,86,86,86
7413,183,723,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183
7414,697,535,71,221,324,56,17,17,278,298,298,74,74,74,74,74,74,74
7415,187,329,511,416,704,538,597,192,192,192,192,192,192,192,192,192,192,192
7416,672,526,711,401,221,234,234,234,234,234,234,234,234,234,234,234,234,234
7417,698,503,181,809,139,273,139,139,139,139,139,139,139,139,139,139,139,139
7418,666,229,504,56,89,305,222,748,181,146,403,403,403,403,403,222,403,403
7419,224,321,134,177,177,572,657,134,115,134,134,321,657,177,572,572,657,134
7420,249,135,291,259,38,678,678,678,46,46,46,46,46,46,46,46,593,46
7421,665,182,763,691,683,500,500,110,110,104,104,390,640,390,390,390,390,142
7422,393,275,671,313,100,618,285,347,273,624,624,177,177,177,177,177,177,177
7423,229,229,252,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
7424,222,354,783,241,100,95,95,95,95,95,95,95,95,95,95,95,95,95
7425,178,620,115,390,459,511,342,177,342,342,177,177,177,710,177,177,177,133
7426,439,512,446,695,505,148,220,365,203,179,729,78,53,364,339,53,683,683
7427,25,705,432,417,197,309,199,351,199,199,199,199,199,199,199,199,199,199
7428,671,515,485,768,722,626,626,230,230,230,230,230,230,230,230,230,230,230
7429,736,34,167,46,389,62,387,799,197,43,197,533,197,197,197,197,197,197
7430,264,552,148,38,155,348,348,348,320,348,348,348,348,348,348,348,348,348
7431,732,504,600,140,104,114,320,320,320,320,320,320,320,320,320,320,320,433
7432,654,466,799,176,138,298,311,17,17,17,17,17,17,17,17,17,17,17
7433,206,380,636,274,763,289,455,192,432,358,65,358,358,358,358,358,358,358
7434,633,75,554,290,366,366,366,366,366,366,366,366,366,366,366,366,366,366
7435,664,402,622,118,180,180,246,17,141,397,141,246,246,246,246,299,320,155
7436,37,607,195,647,376,293,293,293,293,293,293,293,293,293,293,293,293,293
7437,113,502,531,463,367,366,224,366,31,31,31,31,31,31,31,31,31,31
7438,521,571,455,346,366,208,283,78,78,78,78,78,78,78,78,78,78,78
7439,572,803,222,143,143,356,356,356,356,356,356,356,356,356,356,356,356,787
7440,368,414,757,139,273,429,273,273,342,273,247,309,309,247,247,247,309,247
7441,269,225,237,306,60,323,182,182,182,182,182,182,182,182,182,182,182,182
7442,175,354,287,28,34,371,65,371,71,34,287,287,287,287,287,287,287,287
7443,19,409,346,277,42,42,19,19,19,30,30,30,30,30,30,30,30,30
7444,603,75,374,170,262,262,262,262,262,262,262,262,262,262,262,262,262,262
7445,138,92,298,533,340,187,184,371,275,208,31,31,268,268,268,268,268,268
7446,374,366,111,747,310,310,310,310,310,310,310,310,310,310,310,310,310,310
7447,213,14,572,111,260,80,80,80,80,80,80,80,80,80,80,80,80,80
7448,246,26,156,365,710,189,189,370,365,365,365,365,365,365,365,365,365,365
7449,552,421,758,255,170,170,170,170,290,170,170,170,170,170,170,170,170,170
7450,595,386,718,209,135,747,398,334,334,334,130,12,12,12,12,12,12,71
7451,165,159,665,788,301,236,255,255,255,255,255,255,255,255,255,255,255,259
7452,630,6,583,449,634,429,429,657,273,134,134,134,134,134,134,134,134,134
7453,569,166,312,66,391,287,287,379,287,98,379,379,379,379,379,379,379,379
7454,3,625,519,632,109,309,274,274,274,274,274,274,274,274,274,274,274,274
7455,768,149,457,54,577,174,303,303,303,303,303,303,303,303,303,303,303,303
7456,148,249,466,545,377,684,374,332,374,374,332,374,374,374,374,374,374,374
7457,637,471,683,319,207,381,290,290,109,290,109,319,319,319,319,319,319,319
7458,279,498,309,85,359,359,359,359,359,359,359,359,359,359,359,359,359,359
7459,543,322,175,385,245,20,11,130,352,130,695,403,130,403,403,176,111,130
7460,35,756,130,402,380,186,186,186,186,186,186,186,186,186,186,186,186,186
7461,693,508,43,703,59,400,191,190,190,318,318,318,318,318,318,318,318,318
7462,447,744,342,620,620,36,177,177,177,36,36,36,36,36,36,36,36,36
7463,653,14,188,329,177,678,356,630,196,787,548,391,649,787,548,787,548,787
7464,599,98,467,215,55,55,55,55,55,55,55,55,55,55,55,55,55,55
7465,293,259,222,308,259,376,222,222,222,222,376,690,181,181,376,107,376,570
7466,401,82,435,293,37,293,293,293,293,293,293,293,293,293,293,293,293,293
7467,726,138,323,472,111,22,210,256,7,49,49,49,49,49,179,49,49,49
7468,220,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
7469,665,381,747,337,347,638,711,618,68,347,783,783,347,618,783,347,783,701
7470,607,557,252,389,197,389,325,325,325,325,325,325,325,325,325,325,325,325
7471,193,646,68,238,235,98,654,98,98,98,98,98,98,98,98,98,98,98
7472,382,71,474,195,382,14,44,44,44,44,44,44,44,44,44,44,44,44
7473,175,752,504,690,37,690,126,690,126,126,126,126,126,126,126,126,126,126
7474,600,521,712,253,292,308,111,111,111,111,111,111,111,111,111,111,111,111
7475,89,752,264,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
7476,710,92,117,250,184,379,68,7,184,184,184,212,212,185,185,340,185,185
7477,326,104,224,339,203,11,225,203,203,225,203,203,203,203,203,203,203,203
7478,381,352,356,41,58,181,255,299,148,181,87,181,181,181,181,181,181,181
7479,298,166,383,368,282,271,282,271,271,271,271,271,271,271,271,271,271,271
7480,669,543,197,781,38,320,276,320,320,320,320,320,320,320,320,320,320,320
7481,295,190,636,329,290,385,182,353,283,353,353,353,129,283,319,353,283,283
7482,711,411,462,216,134,572,134,134,134,134,134,134,134,134,134,134,134,134
7483,793,479,283,209,16,394,394,394,394,394,394,394,394,394,394,394,394,394
7484,140,161,591,361,269,319,319,281,256,319,319,319,319,319,319,319,319,319
7485,166,157,147,678,25,55,77,77,77,77,77,77,77,77,77,77,77,77
7486,611,400,787,141,401,175,274,69,8,175,175,175,175,175,175,175,175,175
7487,87,89,157,46,153,155,155,155,155,155,155,155,155,155,155,155,155,155
7488,432,232,10,422,397,397,397,397,397,397,397,397,397,397,397,397,397,397
7489,467,7,218,97,384,7,793,224,187,381,24,381,381,381,381,381,381,187
7490,273,28,758,255,136,255,400,255,255,255,255,255,255,255,255,255,255,255
7491,161,256,333,790,380,380,293,256,256,256,256,256,256,256,256,256,256,256
7492,611,48,36,36,36,5,402,722,751,722,701,264,398,398,671,264,251,366
7493,281,102,171,491,379,379,7,7,7,7,6,6,7,6,7,7,7,7
7494,555,259,730,555,316,181,181,181,107,181,107,107,107,107,107,107,107,107
7495,52,28,179,413,95,14,190,237,237,237,237,237,237,237,237,237,237,237
7496,248,747,353,145,251,87,87,87,87,87,87,87,87,87,87,87,87,214
7497,651,389,661,379,137,50,137,137,137,137,137,137,137,137,137,137,137,137
7498,64,486,340,64,92,92,92,92,92,92,92,92,92,92,92,92,92,92
7499,399,275,698,477,143,115,143,143,143,143,143,143,143,143,143,143,143,339
7500,412,183,521,135,229,99,335,335,335,335,335,335,335,335,335,335,335,335
7501,368,748,355,371,259,123,123,123,123,123,123,123,123,123,123,123,123,123
7502,715,358,132,653,197,196,195,319,319,319,319,319,319,319,319,319,319,319
7503,551,593,143,145,449,143,143,177,273,321,321,321,321,321,321,321,321,321
7504,290,0,121,175,320,704,786,805,0,0,0,0,0,0,0,0,0,108
7505,244,300,527,557,593,466,249,249,249,249,249,249,249,249,249,249,249,249
7506,533,149,683,809,139,139,139,139,139,139,139,139,139,139,139,139,139,139
7507,647,581,230,230,196,230,86,196,248,230,230,230,230,230,230,230,230,230
7508,272,805,719,187,102,70,70,70,70,70,70,70,70,70,70,70,70,70
7509,440,488,416,319,367,280,280,280,280,280,280,280,280,280,280,280,280,280
7510,552,689,219,155,138,369,240,279,279,279,279,279,279,279,279,279,279,279
7511,695,263,377,33,234,253,221,284,234,276,234,141,209,209,209,141,209,209
7512,276,448,624,124,369,69,320,320,320,320,320,320,320,320,320,320,320,320
7513,647,35,335,78,327,194,398,133,322,194,194,367,194,194,194,367,513,194
7514,366,378,174,170,93,102,339,339,339,339,339,339,339,339,339,339,339,339
7515,319,115,630,254,254,254,80,254,254,254,254,254,254,254,254,254,254,254
7516,95,256,221,22,92,92,92,309,347,347,347,347,310,347,347,347,310,309
7517,584,237,250,50,371,371,7,187,7,7,7,7,7,7,7,7,7,7
7518,759,5,181,181,748,246,181,181,181,181,181,181,181,181,181,66,181,66
7519,323,429,284,374,321,660,456,629,36,321,194,247,321,321,321,321,321,321
7520,621,105,352,187,26,105,400,105,65,105,105,105,105,105,105,105,105,105
7521,58,203,570,22,618,32,275,148,275,188,275,275,275,275,275,275,275,275
7522,185,215,549,237,389,389,389,389,389,389,389,389,389,389,389,389,389,389
7523,177,225,41,179,49,367,274,274,274,274,274,274,274,274,274,274,274,274
7524,684,0,109,740,383,1,1,1,1,1,1,1,1,1,1,1,1,1
7525,328,635,742,105,23,237,237,237,237,237,237,237,237,237,237,237,237,237
7526,215,732,300,55,279,76,76,62,62,62,217,217,217,217,217,217,217,217
7527,326,56,213,229,370,358,358,358,358,358,358,358,358,358,358,358,358,358
7528,345,260,150,150,364,366,270,377,339,308,75,339,339,339,339,339,339,339
7529,215,234,567,209,678,55,55,55,55,55,55,55,55,55,55,55,55,55
7530,246,603,729,133,215,311,311,311,311,17,311,17,17,17,17,17,17,17
7531,41,174,211,133,355,397,187,7,29,36,4,4,4,4,4,4,4,396
7532,548,635,40,339,35,182,178,178,178,178,178,178,178,178,178,178,178,178
7533,145,420,358,148,148,358,100,295,22,295,274,170,358,360,290,295,274,274
7534,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334
7535,619,666,758,459,249,54,54,247,247,247,247,247,247,247,247,247,247,247
7536,557,138,435,193,167,167,354,354,354,354,354,354,354,354,354,354,354,354
7537,30,581,84,274,328,256,256,256,256,256,256,256,256,256,256,256,256,256
7538,88,44,74,599,108,229,77,71,71,71,71,71,71,71,71,71,71,71
7539,68,53,21,270,16,61,433,247,222,107,107,107,107,107,107,107,107,107
7540,295,104,240,603,26,272,272,272,272,272,272,272,272,272,272,272,272,272
7541,440,549,498,250,244,244,244,244,244,244,244,244,244,244,244,244,244,244
7542,353,472,280,259,345,380,288,259,293,259,259,376,380,259,259,259,259,259
7543,450,31,106,43,256,372,192,192,192,192,192,192,192,192,192,192,192,192
7544,79,630,525,178,179,208,327,327,327,327,327,327,327,327,327,327,327,327
7545,555,391,23,293,105,132,132,131,131,131,131,131,131,131,131,131,131,505
7546,3,163,77,608,25,31,373,31,71,71,71,71,71,71,71,71,71,71
7547,75,678,466,221,271,85,180,180,180,180,180,180,180,180,180,180,180,180
7548,353,90,197,13,84,44,44,44,44,44,44,44,44,44,44,44,44,33
7549,0,45,466,354,44,394,394,313,313,307,313,382,307,20,382,382,382,382
7550,11,35,89,323,130,292,351,401,169,205,205,205,205,205,205,205,205,377
7551,693,576,19,485,148,218,365,175,397,104,104,397,104,397,397,397,397,397
7552,448,595,116,22,106,131,22,269,323,194,84,323,14,323,323,99,323,323
7553,550,488,329,361,35,35,314,346,314,314,314,314,314,314,314,314,314,314
7554,224,568,252,43,658,121,364,364,211,211,211,211,211,211,211,211,211,211
7555,789,71,143,533,157,255,169,351,804,32,32,87,41,351,87,41,336,142
7556,712,169,26,213,303,347,224,131,131,131,131,131,131,131,131,131,131,131
7557,448,100,549,764,703,378,142,110,409,68,68,710,79,79,79,396,396,396
7558,613,414,253,310,328,103,10,103,170,744,161,268,268,268,223,268,268,268
7559,571,320,89,159,89,297,123,89,123,123,316,316,316,259,165,89,89,89
7560,676,709,308,175,14,212,184,184,184,367,184,184,184,184,184,184,184,184
7561,673,135,658,346,601,174,131,35,7,7,7,7,91,91,91,91,91,91
7562,180,407,439,506,180,180,180,180,180,180,180,180,180,180,180,180,180,180
7563,295,177,760,400,33,45,45,141,386,141,116,173,173,173,173,173,173,173
7564,103,673,525,273,346,98,41,283,283,283,5,283,283,283,283,283,283,283
7565,631,70,43,150,23,360,54,310,275,275,275,275,275,275,275,275,275,275
7566,651,590,364,619,379,169,169,224,179,65,65,65,65,65,65,65,65,65
7567,755,719,55,454,197,363,245,245,334,84,84,84,84,84,84,84,84,84
7568,329,134,730,99,126,355,183,393,9,99,99,393,133,393,393,393,133,620
7569,732,419,566,68,507,557,0,600,0,0,0,0,0,0,0,0,0,0
7570,92,590,92,7,98,166,98,98,98,98,98,98,98,98,98,98,98,98
7571,332,666,519,771,279,249,249,249,249,249,249,249,249,249,249,249,249,249
7572,130,408,93,142,240,173,173,154,154,154,154,154,154,154,154,154,154,154
7573,128,322,780,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
7574,318,741,210,121,33,145,354,354,141,141,141,141,141,141,141,397,397,397
7575,491,630,366,328,281,308,308,367,308,308,308,308,308,308,308,308,308,308
7576,686,35,28,274,790,348,137,193,147,137,137,137,137,137,137,137,137,137
7577,499,158,539,335,19,26,610,23,179,400,385,385,385,385,385,385,385,385
7578,662,62,749,544,136,296,332,332,332,332,332,332,332,332,332,332,332,332
7579,492,635,22,241,328,161,170,161,161,161,161,161,377,152,377,377,161,152
7580,86,382,328,402,356,525,45,45,45,45,45,45,45,45,45,45,45,45
7581,726,459,236,127,127,145,207,207,3,207,3,3,3,3,3,3,3,3
7582,297,106,310,805,195,355,376,126,198,126,376,13,13,13,13,13,13,13
7583,325,21,322,305,527,777,422,422,382,686,382,408,264,408,0,0,264,163
7584,491,30,770,585,147,584,75,339,339,75,75,75,75,75,75,75,75,75
7585,64,18,634,292,280,185,357,367,367,367,367,367,367,367,367,367,367,367
7586,21,722,663,713,207,295,385,174,174,174,174,174,174,174,58,58,58,58
7587,377,454,60,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326
7588,98,408,467,598,389,193,193,193,193,193,193,193,193,193,193,193,193,193
7589,651,424,754,459,71,238,118,118,118,118,118,118,118,118,118,118,118,118
7590,248,250,577,269,378,378,378,285,222,285,285,285,285,285,285,285,285,285
7591,343,109,309,323,310,310,274,211,309,310,310,58,310,310,310,58,310,310
7592,279,259,0,222,403,296,296,296,296,296,296,296,296,296,296,296,296,296
7593,776,397,664,388,585,314,513,7,363,363,363,99,74,217,217,217,397,217
7594,339,656,736,312,247,150,95,150,30,30,30,150,30,30,30,30,30,30
7595,658,692,155,249,599,249,692,249,249,249,249,249,249,249,249,249,249,249
7596,107,403,149,805,805,159,403,403,222,222,183,376,183,690,183,183,183,403
7597,548,393,745,301,51,285,142,74,141,74,74,194,796,773,74,151,151,151
7598,210,309,231,252,389,262,262,262,262,262,262,262,262,262,262,262,262,262
7599,199,259,488,364,88,308,308,308,308,115,115,115,382,283,382,283,115,115
7600,345,556,403,175,317,181,317,107,126,126,126,126,126,126,126,126,126,126
7601,257,720,75,30,139,80,51,80,80,80,80,80,80,80,80,80,80,40
7602,771,171,129,681,69,9,9,9,9,9,9,9,9,9,9,9,9,9
7603,346,158,389,14,391,205,205,185,205,205,205,205,205,205,205,205,205,205
7604,28,284,598,46,337,337,337,337,337,337,337,337,337,337,337,337,337,337
7605,119,211,192,205,595,391,182,158,158,218,218,218,218,218,218,218,218,218
7606,547,0,342,667,372,372,372,372,372,372,372,372,372,372,372,372,372,372
7607,507,635,714,501,491,58,58,58,58,58,58,58,58,58,58,58,58,58
7608,679,734,43,621,788,565,364,364,364,364,364,364,364,364,364,364,364,364
7609,166,596,578,184,238,185,778,121,778,121,185,185,185,185,185,185,185,185
7610,11,557,610,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
7611,221,123,47,184,76,795,262,262,262,262,262,262,262,262,262,262,262,262
7612,681,88,737,132,369,401,401,401,735,401,401,401,401,401,401,401,401,151
7613,97,95,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,464
7614,208,147,807,114,303,323,20,295,65,22,22,22,295,295,295,295,295,295
7615,618,175,187,53,136,159,263,308,147,400,400,400,400,400,400,400,400,400
7616,233,210,37,590,295,179,71,71,142,129,438,118,438,40,647,629,40,391
7617,195,322,645,421,166,208,269,188,188,188,188,188,188,188,188,188,188,188
7618,620,468,714,714,713,86,329,329,211,86,329,342,342,806,211,806,86,86
7619,475,120,326,633,596,216,216,216,216,216,216,216,216,216,216,216,216,216
7620,656,57,523,318,178,178,231,231,231,231,35,231,231,231,231,231,231,231
7621,695,542,182,25,397,89,89,89,89,89,89,89,89,89,89,89,89,89
7622,19,714,651,283,314,84,541,541,77,77,77,77,104,42,104,374,240,104
7623,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234
7624,514,485,154,581,93,131,93,93,93,93,93,93,93,93,93,93,93,93
7625,221,205,677,140,381,119,119,14,187,119,119,119,119,119,119,119,119,119
7626,581,459,507,541,713,121,194,281,385,248,194,385,385,140,385,385,47,385
7627,206,153,347,402,256,256,53,256,251,256,256,256,256,256,256,256,256,256
7628,436,11,389,712,250,250,287,287,287,287,287,287,287,287,287,287,287,287
7629,223,389,688,25,276,175,276,276,276,276,276,276,276,276,276,276,276,276
7630,232,509,502,250,22,22,22,22,22,22,22,22,22,22,22,22,22,22
7631,573,160,578,347,32,183,168,168,168,168,168,168,168,168,168,168,168,292
7632,364,780,365,673,219,233,310,310,310,310,310,310,310,310,310,310,310,310
7633,596,791,182,770,763,368,32,32,32,32,32,32,32,32,32,32,32,32
7634,580,91,433,506,67,0,141,322,360,360,360,322,322,322,322,322,322,322
7635,266,696,506,124,244,240,240,204,240,240,240,240,240,240,240,240,240,240
7636,446,661,528,675,708,473,762,762,762,762,762,762,762,762,762,762,762,762
7637,142,539,627,450,762,538,538,538,538,688,762,762,762,762,762,762,762,762
7638,3,234,686,571,674,630,762,568,568,568,504,759,762,762,762,762,762,581
7639,580,381,454,578,808,788,454,454,454,454,454,454,454,454,454,454,454,454
7640,135,363,553,772,418,686,454,454,454,454,454,454,454,454,454,454,454,454
7641,158,521,771,571,474,432,553,454,454,454,454,454,454,454,454,454,454,454
7642,643,378,491,494,585,435,594,589,783,545,545,545,545,545,545,545,545,545
7643,612,594,526,432,419,684,684,686,799,498,718,568,718,718,718,545,545,663
7644,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545
7645,492,655,345,43,700,492,524,548,548,548,773,548,548,773,773,548,548,548
7646,795,566,387,68,249,539,422,414,134,548,548,548,548,548,548,548,548,548
7647,293,671,145,248,231,443,594,572,572,572,471,548,548,548,548,548,548,548
7648,623,643,608,720,416,416,416,416,524,416,492,416,446,657,572,717,657,717
7649,773,770,3,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773
7650,778,303,537,450,398,485,698,416,416,416,416,416,416,416,773,773,416,416
7651,149,805,582,650,638,638,717,416,717,416,717,717,717,717,717,717,717,717
7652,504,138,656,714,273,773,769,717,470,470,717,773,470,717,487,717,717,717
7653,281,390,724,769,708,784,717,717,717,717,717,615,717,717,717,717,717,717
7654,632,59,703,454,769,769,769,769,769,769,769,769,769,769,769,769,769,769
7655,605,610,216,413,564,806,657,657,615,615,615,615,615,572,736,572,572,572
7656,257,402,255,345,610,492,620,698,769,620,698,698,769,620,620,698,620,620
7657,547,455,762,671,589,576,446,477,539,548,769,773,539,539,539,539,539,539
7658,759,451,273,572,572,36,805,594,631,631,548,730,434,709,548,709,624,624
7659,472,200,784,110,620,714,787,756,756,756,539,756,539,539,539,539,539,539
7660,318,71,697,560,657,475,657,569,221,511,607,172,16,368,492,535,510,535
7661,7,534,559,404,618,551,551,645,624,447,624,564,624,670,624,564,670,670
7662,388,356,180,172,530,465,466,608,608,644,465,465,465,465,497,465,465,465
7663,223,664,342,4,667,654,431,431,474,565,565,510,489,565,510,510,510,510
7664,578,36,58,409,409,807,739,695,633,557,557,557,557,557,557,557,557,557
7665,321,758,619,500,557,557,672,557,557,557,557,557,557,557,557,557,557,433
7666,329,457,782,488,775,415,415,415,415,415,415,415,415,415,415,415,415,415
7667,608,74,388,758,696,764,504,748,415,415,415,415,415,415,415,415,415,415
7668,679,770,682,558,686,414,415,415,415,415,415,415,415,415,415,415,415,415
7669,347,469,129,247,524,756,758,471,515,515,468,515,515,550,752,471,686,435
7670,332,591,610,352,172,498,467,467,695,612,586,150,652,246,246,400,246,533
7671,9,74,172,527,662,557,695,697,432,435,435,435,435,435,435,435,435,435
7672,715,523,557,108,808,506,506,652,652,652,652,652,652,652,652,652,652,652
7673,476,167,491,56,77,558,652,652,652,652,652,652,652,652,652,652,652,652
7674,421,155,307,332,762,799,775,775,761,761,652,592,652,652,652,652,652,652
7675,565,705,185,252,525,565,520,414,584,539,539,550,601,569,569,601,601,601
7676,581,708,789,177,789,411,769,769,601,601,601,601,601,601,601,601,601,601
7677,621,792,613,451,803,776,411,776,601,601,601,601,601,601,601,601,601,601
7678,543,679,725,95,626,766,487,487,487,487,487,487,487,487,487,487,487,487
7679,362,656,263,140,695,487,487,487,487,487,487,487,487,487,487,487,487,487
7680,32,509,668,486,665,773,487,487,487,487,487,487,487,487,487,487,487,487
7681,720,752,612,55,592,753,243,755,85,595,292,595,595,595,595,82,383,595
7682,435,20,513,549,678,394,595,595,595,595,595,595,595,595,595,595,595,595
7683,432,244,668,0,653,314,568,114,550,550,595,595,595,595,595,595,595,595
7684,615,243,451,508,128,722,446,446,548,446,446,446,446,446,446,446,446,446
7685,758,615,540,810,583,758,446,446,446,446,416,446,446,446,446,446,446,446
7686,439,350,429,660,518,446,496,576,492,446,446,446,446,446,446,446,446,446
7687,269,568,269,702,607,177,572,607,572,607,572,607,607,607,607,607,607,607
7688,625,613,629,647,631,518,722,492,751,722,496,496,607,712,712,712,751,768
7689,712,66,607,36,87,629,393,629,759,554,629,629,607,554,554,434,420,607
7690,752,762,798,775,661,665,665,665,665,665,665,665,665,665,665,665,665,665
7691,602,758,603,665,665,665,665,665,665,665,665,665,665,665,665,665,665,665
7692,340,492,748,528,665,665,665,665,665,665,665,665,665,665,665,665,665,665
7693,351,552,116,303,219,543,648,455,702,774,303,701,774,482,774,774,543,543
7694,520,78,756,185,723,249,774,774,774,774,774,774,774,774,774,774,774,774
7695,695,136,170,54,244,618,799,774,173,774,774,774,155,774,138,774,482,774
7696,145,591,53,619,491,491,491,491,491,491,491,491,491,491,491,491,491,491
7697,104,60,630,594,640,783,535,652,115,441,783,616,805,630,783,441,441,783
7698,43,68,634,292,491,656,656,491,491,491,491,491,491,491,491,491,491,491
7699,684,563,135,519,523,454,537,639,639,697,697,697,697,697,697,697,697,697
7700,613,195,353,370,794,592,550,459,459,776,671,480,515,552,552,697,697,697
7701,89,1,134,808,422,422,750,422,422,513,608,608,750,618,750,750,618,750
7702,563,419,431,405,557,432,778,571,546,424,686,424,424,424,546,546,546,546
7703,195,754,688,502,450,427,424,427,568,416,650,459,427,459,449,568,459,459
7704,600,650,692,11,498,684,498,498,781,781,498,622,781,781,546,546,546,546
7705,696,630,482,466,633,558,571,483,781,571,802,802,802,802,802,802,802,802
7706,71,309,64,470,321,700,700,43,802,802,802,802,802,802,802,802,802,802
7707,578,743,661,673,602,547,547,784,414,520,802,802,415,802,802,802,802,802
7708,515,7,429,631,698,518,789,597,597,518,518,518,518,518,518,518,518,518
7709,585,398,523,518,528,627,597,518,518,518,518,518,518,518,518,518,518,518
7710,730,213,508,615,485,518,518,518,518,518,518,518,518,518,518,518,518,518
7711,645,423,668,500,741,550,550,550,550,550,550,550,550,550,550,550,550,550
7712,574,323,371,748,409,753,550,550,550,550,550,550,550,550,550,550,550,550
7713,472,250,79,788,139,806,550,550,550,550,550,550,550,550,550,550,550,550
7714,684,639,535,521,639,662,431,431,431,431,431,431,431,431,431,431,431,431
7715,580,394,370,593,437,440,431,431,431,431,431,431,431,431,431,431,431,431
7716,89,269,179,414,624,431,418,431,431,431,431,431,431,431,431,431,431,431
7717,343,309,298,686,435,807,408,807,642,424,610,610,642,642,642,642,642,642
7718,781,535,658,559,457,787,408,642,642,642,642,642,642,642,642,642,642,642
7719,771,537,684,537,559,787,435,457,610,642,642,642,642,642,642,642,642,642
7720,387,253,332,320,558,562,562,562,562,562,562,562,562,562,562,562,562,562
7721,662,155,563,282,771,783,557,562,562,562,562,562,562,562,562,562,562,562
7722,74,626,257,140,166,506,249,663,663,562,562,562,562,649,562,562,692,562
7723,503,117,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503
7724,547,293,49,661,810,680,680,621,420,621,495,621,621,797,237,621,797,648
7725,21,79,510,721,770,533,484,726,503,503,503,503,503,503,503,503,503,489
7726,321,476,481,390,618,273,572,572,572,572,572,572,572,572,572,572,572,572
7727,550,414,257,572,572,572,572,572,572,572,572,572,572,572,572,572,572,572
7728,479,95,379,463,758,657,657,657,657,657,657,576,657,576,572,657,508,576
7729,180,11,625,264,468,633,633,633,633,633,633,633,633,633,633,633,633,633
7730,166,697,458,799,658,807,677,458,633,633,633,633,633,633,633,633,633,633
7731,319,633,788,665,578,801,792,633,633,633,633,633,633,633,633,633,633,633
7732,638,652,8,354,704,440,440,632,632,516,516,516,516,516,516,516,516,516
7733,276,59,243,59,192,479,579,50,579,516,516,516,516,516,516,516,516,516
7734,14,437,412,137,343,16,219,219,114,87,87,87,595,595,734,516,734,516
7735,385,583,166,381,801,801,801,801,801,801,801,801,801,801,801,801,801,801
7736,548,285,496,756,635,801,801,801,801,801,801,801,801,801,801,801,801,801
7737,524,314,366,523,420,810,674,810,801,801,801,801,801,801,801,801,801,801
7738,677,149,7,539,499,487,696,696,696,696,696,696,696,696,696,696,696,696
7739,522,470,287,756,473,509,468,803,468,752,752,696,696,696,696,696,696,696
7740,689,93,91,346,423,586,696,696,696,696,696,696,696,696,696,696,696,696
7741,778,223,1,247,692,578,679,546,725,498,498,498,498,498,498,498,498,498
7742,234,68,401,791,545,646,498,498,498,498,498,498,498,498,498,498,498,498
7743,666,761,419,663,537,808,537,684,526,684,537,537,498,498,498,498,498,498
7744,510,634,273,626,443,551,443,443,443,443,443,443,443,443,443,443,443,443
7745,732,662,247,148,443,756,491,443,443,443,443,443,443,443,443,443,443,443
7746,443,678,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443
7747,783,325,551,515,470,481,470,663,713,713,713,713,713,713,713,713,713,713
7748,88,186,268,175,432,507,754,513,713,713,713,713,713,713,713,713,713,713
7749,148,274,445,106,792,800,692,754,713,513,713,513,713,713,713,713,713,713
7750,510,540,636,459,621,436,569,569,569,520,700,700,700,700,700,700,700,700
7751,648,594,303,682,654,700,700,700,700,700,700,700,700,700,700,700,700,700
7752,117,170,592,468,556,700,700,700,700,548,700,700,700,700,700,700,700,700
7753,519,124,521,465,777,519,419,684,684,684,684,684,684,684,684,684,684,684
7754,732,46,553,153,697,537,498,498,808,754,684,513,754,557,557,557,560,713
7755,71,237,98,11,684,618,618,618,271,618,684,684,684,684,684,684,684,684
