ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36
5669,3169,2336,2045,2458,3163,1032,2352,2135,1269,1269,703,2863,2907,1244,371,1082,933,225,1766,1837,2031,238,837,350,2863,1603,363,1298,1736,1766,1244,3440,8,3440,188,2553,3099
5670,169,3654,4061,828,2115,3437,1104,1878,6946,329,3457,5908,2907,5377,2031,2690,267,3015,267,5581,3929,5230,329,1721,105,267,5230,1285,1115,2690,6295,3447,206,2101,206,6946,6635
5671,2283,2336,2959,205,497,1068,3459,2310,1164,2310,819,2805,2423,411,132,3242,2217,2209,638,1566,2718,990,2073,3425,1788,407,1453,1546,1115,3416,990,1788,2423,2820,2150,1222,2970
5672,4488,1532,896,17,1850,592,3290,869,1350,1455,2913,2913,1963,659,1194,1445,2151,1691,854,2192,2913,4813,3302,1414,2913,893,1065,2063,926,1650,2035,2035,1414,1678,34,1414,1445
5673,4488,2336,1789,1561,2821,3126,3459,2108,2821,2022,367,1452,1923,86,1788,1519,367,3126,2249,467,3273,737,3126,367,801,367,2642,613,367,3126,1909,801,1923,1584,673,613,3143
5674,3878,6116,5253,1337,1418,1285,980,564,2307,1381,78,840,2210,944,2563,78,1129,2503,267,2636,277,277,1068,3425,78,2596,1130,1285,2636,2690,2266,2499,2995,157,1285,78,1710
5675,3169,2895,2045,1337,1288,449,3140,1345,3083,382,1334,3083,1337,3257,3364,1569,1614,591,1594,3260,1955,3237,1334,1594,3219,3219,3071,608,1702,2655,3257,3237,685,284,685,872,1191
5676,169,2336,1163,977,1843,319,56,2043,1164,1222,2036,2907,1377,944,93,3120,2571,940,2430,2946,277,238,2118,3199,3442,267,1656,3211,487,1535,1157,2926,64,1126,2926,1377,2118
5677,2354,2686,896,6222,1652,7019,1612,869,1984,2752,642,579,1792,607,2830,2780,3463,1995,3035,1952,2752,990,2519,579,1307,1461,2201,3407,2752,101,1683,711,2536,2109,2830,3407,2752
5678,3169,2895,510,3234,972,1345,2371,1947,3438,1082,2501,1496,2184,562,132,1082,2184,188,653,2019,2427,2184,3150,1113,2427,3465,2018,213,1082,2668,1775,887,3046,1808,2951,1784,581
5679,3878,1532,4323,2739,2102,1708,2227,2108,945,1615,78,840,1746,944,3305,2792,1129,612,1115,2563,3184,1656,3053,3425,105,2221,1656,2858,1115,2967,1923,3478,2792,1584,1285,612,612
5680,671,3215,2045,1798,3472,449,1831,1831,1986,3300,2913,2131,1792,311,3068,1831,2131,2505,3166,2050,1343,465,1847,2505,1065,1335,1831,2063,96,465,161,2505,2505,465,1335,2712,1831
5681,6628,3215,896,2356,1378,3396,1612,1017,3396,516,2713,3385,802,2143,1071,1245,1451,3174,2356,804,1816,3396,2682,3521,2487,1687,2682,2682,516,2668,516,2009,2491,2356,2713,1816,2713
5682,3878,6116,4441,1171,2102,7019,1772,881,362,382,1857,3125,240,3125,1949,1965,1857,1432,2322,954,1458,2622,362,1291,2312,765,3071,155,1358,2322,155,155,362,2406,1358,1358,21
5683,2283,3215,2959,1985,123,319,787,2764,2730,2326,2852,911,2730,84,2031,2550,52,1585,2758,3252,1585,3468,3315,2906,2730,832,2965,1330,84,424,2618,1146,3484,1247,2965,1585,1323
5684,4581,1532,1163,399,1214,2034,3459,2108,1592,3346,166,1776,1854,3009,1757,1776,1129,3126,2948,1566,1623,737,3470,737,976,421,90,1776,1115,2180,1930,2069,1776,1623,1776,2717,1776
5685,3169,2895,510,3234,331,1950,2371,1017,1479,1344,1834,3083,1337,80,676,3378,1614,3259,2999,3042,1742,3473,2360,994,877,1050,2240,3428,476,1344,187,3440,1440,3188,2485,1337,2572
5686,671,6837,4441,3121,2102,3373,2353,2614,1772,382,3077,1452,240,3125,1949,1226,2616,835,2948,70,1458,2609,696,613,681,1772,2882,240,3153,3153,1923,1772,2616,2564,2747,1688,3153
5687,3878,1532,4441,4074,1418,4280,168,346,2334,1077,1483,1039,1483,1483,1039,528,628,3527,128,1483,628,2289,1483,1039,1563,2289,3519,1039,5696,2006,2804,12,345,628,12,628,12
5688,2283,3215,810,285,1382,1708,1239,2764,3209,3252,1242,3221,965,84,1558,886,473,185,2758,3252,1585,346,2388,2906,451,832,2758,2774,3089,77,965,1924,2666,1247,185,1585,1323
5689,3658,3215,896,6222,1652,3082,2708,4476,1986,4420,479,1547,1774,311,2346,1065,1015,2505,4509,479,1343,465,3302,2505,2167,3501,1065,2063,885,400,1335,2505,2505,465,1335,2215,694
5690,4488,1532,896,17,400,2086,2846,1168,356,1520,1242,2192,1963,2580,3239,45,1797,2086,1804,2192,2913,4813,2662,1679,1800,2861,1065,2086,3014,1084,2192,2086,129,1678,2192,418,1520
5691,3878,2686,4441,17,400,1637,3290,1033,3496,311,2913,2192,379,311,1071,45,1015,3766,1804,379,491,465,3302,947,2913,893,379,2063,379,176,1800,2167,3489,1015,1194,1797,1797
5692,169,2336,2045,828,2125,3437,2601,1352,1336,1473,1589,2418,2907,2283,393,3378,783,1079,2650,3328,1645,2776,1395,955,2416,1279,1438,2156,2649,251,2060,1169,445,1645,188,3418,429
5693,4581,2686,4441,17,2872,5278,239,774,1101,2581,2501,2974,2954,635,3303,1674,1129,1432,2434,2501,2169,2501,3046,350,3463,2226,2501,213,2777,1674,2501,286,805,2705,2933,2434,3099
5694,2768,1532,5253,5386,6903,1708,2480,2108,1463,2456,2480,1463,461,2986,1248,1463,3214,1135,1376,3053,619,3073,3053,3214,1463,2152,2936,1135,3073,73,2353,801,1463,1584,1796,164,1463
5695,671,3215,896,17,400,3082,1132,1033,1813,481,481,1547,480,311,1071,1529,45,3131,480,3035,2868,931,3131,348,2167,3501,44,3942,44,3035,2035,3131,3528,2050,311,2346,44
5696,3169,2895,510,2356,1378,3082,2145,1017,1984,1834,1834,2788,3232,2576,1530,2471,935,935,715,66,2471,643,1754,3268,2769,859,1624,1571,2471,2426,1969,1530,2769,2784,440,1107,3279
5697,671,2974,810,1202,1418,1285,980,1006,5072,329,3508,3963,2672,5377,4643,1314,267,2325,267,2127,3929,2622,329,442,5994,267,1285,2394,1690,1690,5365,2206,64,329,2206,980,3132
5698,169,3654,2045,828,336,1717,2601,1878,3438,3270,337,2350,2210,635,393,1717,472,1423,3467,2727,2585,908,1842,2653,466,1603,393,213,941,3246,1728,2574,938,524,1122,1116,3099
5699,169,2336,1163,3493,2344,1708,3459,2395,1164,2326,2501,1866,2423,3009,132,3242,2217,2209,638,2036,2718,2423,2073,560,1788,407,1453,3428,1115,2820,1944,2820,2423,2820,2150,1222,2970
5700,671,2974,2959,3493,2803,2422,2507,2386,1164,3270,1164,1075,174,728,2031,3353,312,2209,174,368,2031,312,2234,2041,1427,1511,795,707,554,2653,1164,887,805,6,1122,1364,359
5701,3169,2895,510,3234,972,3042,1612,2713,1552,516,2713,2290,802,3522,1046,3311,516,3396,2356,3260,2682,3396,2682,3521,942,3179,2682,2682,516,942,758,1952,2491,758,2713,1198,2713
5702,671,1784,810,3493,2793,3431,3405,1447,2605,1137,3444,1664,461,3444,3334,2226,933,1837,1122,1977,2031,312,3444,146,670,2226,1175,887,1298,251,3444,887,670,1137,1122,2041,146
5703,671,1532,3373,4648,1190,3370,2480,2070,1622,3125,3339,49,461,49,93,257,3214,2325,1376,257,2585,3359,169,3214,3214,49,2473,213,144,2786,2930,1212,1463,551,2325,1212,1631
5704,671,3215,810,1202,626,319,3106,2422,1269,1269,1695,2863,2907,39,2031,1444,3431,486,307,1503,2031,652,307,3486,2416,3129,1994,3394,3014,1535,499,1503,206,1126,3264,626,616
5705,2283,2895,510,1555,1288,3082,2461,1006,3083,1735,3185,3083,130,2319,1530,130,1614,2325,1867,3094,3029,772,2129,3268,3219,3343,3071,3268,475,2426,3343,1169,1867,3424,3343,130,914
5706,671,6116,4323,1498,1843,1737,1855,749,1164,144,2501,144,1377,944,2885,915,953,87,1374,467,170,238,169,3393,3442,467,83,398,2593,102,1164,1000,102,1584,2073,1603,2118
5707,6628,3215,896,1798,3216,1345,2451,1345,1665,1398,2419,3083,3015,2337,2240,3378,2451,3259,1398,355,608,284,2655,1665,3510,2056,2240,1161,3510,2655,678,314,688,2056,2374,704,2240
5708,169,2336,1211,205,3045,1708,2227,2108,749,2456,3073,1452,1854,2986,1056,1776,2948,3126,2948,1566,421,737,1999,113,681,421,83,1776,2463,2180,3321,2267,2948,558,934,2948,616
5709,169,6116,4441,4074,1418,1708,168,2043,1686,953,38,168,2907,944,2910,2509,953,94,3490,1820,2910,1300,3004,1299,3442,267,1175,2308,2606,6807,426,2206,1923,157,3004,2976,2118
5710,169,3215,810,1049,2298,319,2507,3490,2741,2673,1406,1866,461,1865,93,3175,1666,670,583,583,619,886,1762,1762,1762,2620,1762,583,979,2786,2786,7022,670,670,1762,2620,539
5711,169,2974,2959,285,378,319,2507,1352,2196,2539,1823,1329,1493,2516,1218,265,2217,215,2110,1933,2317,2123,638,2775,3160,3189,1499,3297,2123,1499,1380,708,2543,2793,1453,215,1307
5712,6628,2895,5599,3234,331,1624,2371,1017,2432,1344,1834,2327,802,2808,1981,1569,1614,2396,715,3260,24,929,2360,1251,1191,2396,1624,1948,597,1741,3360,3360,766,1251,1243,2309,1191
5713,5376,6837,810,17,2793,7,3405,3516,644,2022,1823,554,1342,2843,252,1935,3431,2325,644,368,2031,349,165,146,1629,1511,795,222,2593,251,2843,1166,174,359,3298,2966,539
5714,2283,1532,1211,399,2803,1068,1433,2395,2307,1269,2036,2031,2907,1223,2031,2338,2571,225,1944,2036,2031,226,2234,2011,2863,160,1175,213,2606,1766,72,887,64,1415,1122,226,2338
5715,4581,2686,4218,17,2500,3496,645,1033,3496,2262,32,67,2167,311,3239,2284,829,768,2665,488,491,542,3193,561,829,893,3193,2500,46,2157,645,1067,2262,3193,645,645,829
5716,2768,6003,810,828,2352,3030,3140,112,3048,2456,1834,220,672,80,579,2788,1614,447,2659,1832,3082,1832,1571,2402,1795,937,112,1571,2177,251,1221,2267,3251,142,1571,630,3082
5717,169,6837,4441,1202,1418,1434,2507,2070,2605,2326,1149,2974,1792,2767,1949,265,1857,1792,638,954,1343,4813,1792,2559,2053,2397,4048,1792,2802,2322,1149,1618,805,3225,1876,1358,2385
5718,3878,6003,4441,1202,1929,728,1896,2422,1126,2326,1160,554,2907,2843,93,226,222,359,174,368,2031,226,1160,2041,2863,2377,1438,222,554,1438,2026,2041,805,359,188,2966,359
5719,671,1532,1211,3477,2803,2422,56,2386,1164,1433,680,2907,2907,2843,2031,3378,222,2325,2281,368,2031,238,39,1709,680,3477,83,595,2135,2476,2135,2573,1408,2554,1076,2966,3099
5720,169,2336,1163,1171,49,2422,1739,3211,2307,1269,2946,144,102,1223,132,3378,1130,410,293,3142,2031,238,1842,2310,2414,410,1130,213,144,1973,2414,1212,1973,1186,526,2456,1973
5721,169,2686,896,1171,2500,1499,3405,2698,1195,1137,2501,2974,3262,1443,1008,2662,151,671,480,3347,3156,361,1287,1893,1025,3347,660,2373,2649,251,1668,1008,1008,660,1876,2582,1838
5722,3169,2895,510,3117,331,2429,2371,1017,3065,2009,1451,1874,184,216,804,1569,1451,1083,1451,804,3408,3396,150,686,2487,1786,216,1198,3063,3319,1221,2600,2491,3523,790,2685,216
5723,169,2686,810,1202,2344,319,2507,1723,2741,3304,1329,87,2811,2377,2450,265,52,87,320,1110,1723,957,2172,886,2416,2208,1817,2373,3014,303,2060,1110,1723,328,1645,886,1971
5724,2768,2336,1163,1498,2275,1068,648,3357,950,144,819,144,102,3526,132,1717,3366,940,531,2727,3031,3205,1615,2310,78,2596,1615,1546,1115,2967,166,414,2995,1615,2150,1377,2301
5725,2768,3215,896,1171,988,1708,1239,2637,2334,1077,1483,840,1483,1483,2277,528,628,2588,2948,330,1190,6043,1483,1039,1532,528,3519,2858,1146,2468,2488,2858,528,628,6555,4280,6770
5726,169,2336,2045,1798,2282,3100,1612,1046,1552,1046,1524,4922,2148,385,1949,3891,2092,2025,380,2880,2302,3473,3258,1188,633,3471,2137,3428,2802,3235,2137,2267,1176,758,2137,2137,1091
5727,3878,2336,2934,2239,1075,1903,1722,2422,349,3242,2054,227,2148,19,1744,3242,265,87,638,1110,2031,2677,265,3417,2857,805,1453,3415,2593,19,1149,1329,2507,3249,3298,1156,2970
5728,671,2686,2125,17,400,860,1048,1350,1350,2262,1242,1792,1792,3026,1008,860,2735,405,480,2598,1590,361,1242,348,2053,2598,1753,2373,96,726,2192,1232,1895,2705,1876,1414,884
5729,6180,3654,510,828,1843,319,3321,2614,1157,1113,1760,3490,461,946,93,1444,953,1,2434,1824,2241,2933,93,350,1410,165,50,2230,1843,2614,1157,1810,3342,551,2473,93,3099
5730,2283,2336,1211,399,378,2034,3459,1352,2753,2456,1660,90,1854,1933,3332,3175,1676,74,74,1933,1623,1275,2609,956,681,2731,1413,186,214,558,1676,2267,1660,558,2441,2340,1676
5731,169,2336,1163,3493,2344,319,3106,1723,2741,2326,1919,1866,461,2986,93,1674,933,2707,638,1110,1434,2423,2073,3393,451,407,1807,707,1115,1674,3444,1166,2423,1137,1796,1222,539
5732,3878,6116,1211,1171,2344,1708,1239,1723,1985,2326,1149,1463,461,2986,1889,265,265,265,265,265,3018,990,265,955,3413,265,1762,3297,265,352,770,265,2507,2820,1796,1031,2970
5733,2283,33,2045,1798,3228,2643,1496,1947,1442,1735,2501,1496,212,1172,520,3378,2184,2760,1867,2159,2427,91,3258,1113,3235,410,1010,213,1778,3235,1010,2267,520,2823,1259,212,2823
5734,3878,1532,1789,3121,2344,1708,2480,2936,3209,1661,1909,3079,461,3079,1899,971,2217,1135,638,1597,619,3220,770,3079,3160,770,3180,3297,167,1380,770,3079,1085,3189,1796,164,2936
5735,169,2336,2959,828,109,1068,1433,2043,363,1269,703,2863,2907,3444,2031,1980,933,1064,2395,1837,2158,312,3387,2899,2863,3147,2158,2158,933,109,3444,1169,3444,6,188,2553,340
5736,3169,2895,896,1202,3016,319,2210,3024,1164,2877,1766,2863,2907,1223,2561,3175,3431,1516,307,1503,1802,3222,307,350,1306,1787,1994,3394,554,2786,2925,2467,206,6,206,1994,2301
5737,671,1532,3373,1561,378,3370,2480,2108,1909,2249,1909,90,1854,2756,1610,2597,367,835,2469,1660,2627,737,2597,956,1909,497,2642,613,3157,852,3256,497,1660,1660,730,1688,497
5738,169,2686,1189,1119,2282,3396,1612,2698,2682,516,804,2106,802,855,804,845,516,234,1101,804,1816,3396,2003,3521,1976,1687,2508,1885,2777,2003,2119,260,2491,1808,2371,1816,3466
5739,3169,2336,2959,2239,2868,1499,787,2422,256,3304,1589,2863,1792,2319,444,3378,1614,153,2101,3254,3215,3287,3387,153,1567,1126,3071,222,678,3448,678,3364,593,2101,153,1903,2701
5740,6628,5292,5599,828,3216,3042,959,1345,950,1735,1589,2873,1784,2518,132,3378,222,2760,1867,2115,1784,2544,1991,4027,2368,1227,1991,222,4554,1991,2436,3232,766,2406,2951,3437,3003
5741,6628,4527,5599,983,1843,2034,1760,2614,1157,1760,1760,1824,1592,946,1592,1444,1843,1760,2434,1824,1824,2933,165,350,2479,2479,2473,1412,1843,2614,1367,2473,3342,3049,166,1824,3099
5742,6628,2895,510,3234,331,3042,2371,1947,3065,392,804,1496,672,80,1152,3056,2555,2867,715,1947,1947,2544,2555,686,432,1687,3311,1948,1308,740,3274,2009,3190,3200,3042,2551,331
5743,2283,2895,896,3117,331,2429,2371,1017,3065,2009,1451,800,1707,1033,1071,1569,1451,1083,1451,804,2066,931,3241,1665,1707,579,3241,2712,1308,1071,276,931,2228,1337,1869,1337,2752
5744,3169,2895,510,3234,972,3396,1612,3408,1552,516,2713,2290,672,2942,804,3311,516,3248,698,3426,1816,3396,2371,686,2487,1786,3522,1198,1816,942,827,2600,2491,2746,1198,1198,1198
5745,4488,2336,1789,1049,5099,405,1831,5610,618,4758,1986,2774,4511,2580,3903,1581,1581,2666,4099,1986,1986,4813,2547,348,2666,2919,3724,2774,5896,6126,6959,1861,6959,2580,3886,1048,3886
5746,3169,2895,2045,3117,2723,1624,2145,1017,2682,1344,1834,2327,3232,2808,1530,1569,935,935,1821,66,1742,643,1754,3268,575,935,1624,3268,1308,2426,3144,3232,766,2471,440,1626,1191
5747,2283,3215,2959,17,2793,1476,3405,2304,1126,1027,3367,911,2210,2843,911,911,1477,1403,638,2832,1100,312,1382,2304,1382,1511,1175,1298,3156,2304,1382,887,911,1137,1122,1100,2301
5748,3169,3215,896,1555,1418,3030,3140,3050,2307,588,3185,3083,3287,3454,1867,3378,1614,2760,1867,3427,2158,2544,2633,3050,270,2824,3105,547,2824,3454,2404,1169,1867,1867,188,3293,3293
5749,2283,3012,810,1798,3100,2643,2533,688,1442,2628,2360,278,2643,2628,540,3378,2092,1881,1714,3260,2302,284,2360,3445,2092,3183,2137,501,929,540,2137,2600,602,1881,2137,3151,704
5750,671,2686,810,6222,1296,3082,3290,492,3460,3304,1823,135,3262,659,393,492,793,486,307,307,2068,652,3055,1721,2416,3055,2635,793,3014,3246,426,2437,426,2988,3264,2988,616
5751,3878,6837,1789,3493,497,1708,2480,2614,1377,2326,680,1463,461,946,3477,1674,3214,1135,749,169,3028,680,3214,350,680,2152,83,1915,3028,595,3028,3477,1739,459,1739,1915,2118
5752,5491,3654,510,3117,331,1624,2371,1017,2432,2929,1451,1874,672,216,804,216,546,2396,715,804,1368,3511,2929,3521,1976,2396,2508,3082,597,1198,1221,1998,1976,1251,2396,630,2301
5753,169,2895,2959,1119,2821,649,2601,564,2995,1381,2995,568,344,3526,2667,1560,1449,2225,1560,910,568,830,3443,1413,16,3471,2696,1845,279,279,1676,414,910,157,1997,2680,616
5754,2283,3654,4061,1202,1418,2373,2677,2134,135,2456,1497,2776,102,3009,393,2677,3129,1432,2113,1005,1165,652,1280,1940,1005,1787,1280,213,1115,3246,1621,313,3129,2759,206,2976,493
5755,4488,2336,1163,2231,2803,2422,1333,2395,1164,144,2501,144,2542,1223,3503,3378,1877,945,2281,756,2031,238,1842,1113,1877,410,526,213,1115,327,2266,213,2639,1252,526,2456,2542
5756,3169,2336,1163,285,2298,1038,3298,1593,2821,2022,166,59,102,1593,87,87,1501,87,3398,3145,2627,1584,1279,1501,2372,1279,1279,3133,322,2219,322,1584,1923,1584,2150,1501,2118
5757,671,1532,810,1171,2282,1708,1502,1352,3209,3346,1558,3346,461,3079,1899,265,52,1135,2650,775,1376,957,1507,955,2650,1978,1507,3133,1146,73,2734,1146,775,461,1471,1782,1463
5758,4488,2336,1211,3493,2344,2422,787,2422,1985,2326,411,2863,2423,411,2917,226,933,1415,638,1110,2718,990,2073,2326,1810,407,1453,222,1115,2150,990,887,3129,1658,2150,1222,2970
5759,2283,2895,510,1798,930,405,2188,774,3331,1224,3367,2805,2811,472,1956,2311,151,16,2650,1312,2511,1681,2595,1498,2372,1681,1224,1681,3156,1681,1072,932,938,1681,1493,3418,1681
5760,5942,2336,1163,2239,3216,3030,2018,3245,1442,212,2015,1496,212,1172,520,3378,212,2018,653,3042,1784,2544,2704,3473,212,2704,212,2704,1916,2704,1010,2267,805,212,1259,3151,2823
5761,3628,2336,2959,977,1418,319,1,112,1552,2326,112,1218,2110,1725,1218,2311,552,3368,2529,1970,692,990,638,1207,1307,2700,2700,3297,2463,101,1149,414,805,1589,1725,3354,616
5762,2283,2895,1189,2356,331,1624,2371,1017,1552,382,1451,2290,802,2143,1071,1569,972,614,2356,20,2682,3311,2682,3521,2487,20,2682,2682,1451,2668,2713,3522,2491,2356,2713,1208,2713
5763,3169,2686,4441,6726,1418,1708,1811,2108,2779,464,1857,49,461,2281,93,2677,3214,1432,2577,70,2158,3281,2831,613,1565,3147,2882,222,70,222,426,3455,2577,2564,1684,2241,70
5764,169,6837,4441,1171,1929,3437,2371,4554,3032,1735,6884,2127,848,2411,3453,3378,6431,1432,1916,2127,2158,3165,1600,3268,3219,1227,1991,222,1308,3761,2436,1618,5788,2406,4108,2017,2439
5765,2283,2895,2045,3234,972,3042,2145,3408,1552,2752,2290,1874,672,2678,540,2091,3200,611,1191,1191,1324,1948,3241,686,2626,686,496,1948,686,740,740,1059,3251,758,827,3450,1191
5766,6628,1532,810,399,2803,1068,820,1006,1444,2456,190,2031,2851,1223,2031,3378,783,2325,1867,1281,2031,2163,2947,955,2427,1775,2374,3428,1326,2653,1091,1952,2444,2406,2374,462,1302
5767,2283,3215,2045,1985,1929,2422,2641,2422,1985,1919,1919,911,1342,2843,1919,2509,2422,1403,2395,1110,2031,3443,852,1919,3067,3471,1175,3067,3352,852,2843,887,852,1985,3067,515,1807
5768,3169,5292,896,836,1296,449,787,1345,562,690,2419,3083,1229,562,1345,3378,2033,2325,1867,1281,820,772,789,3268,2863,1227,2682,547,3277,439,2155,1169,1464,1397,439,1053,197
5769,655,6837,4441,1798,2282,637,1087,1352,5838,382,1823,1452,2148,385,2667,2794,1449,1675,2529,1675,394,2677,2376,3332,1795,3471,968,3428,279,394,3158,2267,394,558,1997,1358,1402
5770,4488,1532,5253,2709,1418,2164,1758,2395,2307,382,415,2863,458,2319,828,3378,2451,2325,1867,3036,2031,2677,3508,1113,270,1775,2158,3428,475,2551,1775,887,520,136,494,2456,2164
5771,3169,3215,896,2996,2282,555,3507,3507,1552,300,3367,120,672,3326,1956,1349,3507,555,698,2777,1349,3326,150,1956,3104,555,555,2107,2777,1198,3507,107,3190,107,1198,107,3404
5772,3169,3012,510,3117,1378,449,2145,1345,3083,1269,2419,2863,1040,803,1867,2447,933,2325,1867,1053,820,990,789,3268,2863,1227,2682,547,3277,2426,1053,1169,1464,3091,188,1053,341
5773,2283,3925,4441,5432,2095,1285,980,3689,945,2095,2995,840,2148,944,132,1560,1129,2503,1560,1609,980,2947,2609,639,1795,2596,1130,2181,279,2436,2161,447,2995,1764,1560,704,85
5774,4581,1532,1789,1049,2803,1708,2507,2422,185,2326,133,359,1723,2986,1889,265,985,359,307,1110,133,2677,3421,3393,2335,3376,2657,1546,2677,3416,1695,1166,3393,359,1796,1796,359
5775,2768,3330,4441,17,2524,4268,2996,5851,6776,3724,1242,2547,3075,3903,967,4156,2708,2666,480,2192,1590,4813,2547,348,967,893,3724,2774,2774,1650,3724,3075,2666,1678,967,1048,1792
5776,2410,6837,810,606,2282,3437,1048,2980,1989,1735,415,2863,1792,2411,1867,3378,498,614,1867,2433,2317,4813,789,3268,1065,3147,112,222,2802,2141,1888,1169,280,284,2485,2841,3317
5777,2768,2336,2045,828,3216,3030,1496,1006,2271,2456,2489,1496,212,1172,520,3378,1614,2760,3384,3454,3215,2544,1842,1842,294,3051,1010,506,475,2551,1010,536,1867,1867,1162,506,3215
5778,2283,2895,1189,17,2500,2373,3405,217,726,2012,3367,120,1668,3026,1008,1838,2735,3131,480,1838,1590,361,1683,3131,3026,726,948,2500,1443,726,1838,948,1850,1391,1876,2582,884
5779,2768,2336,810,3493,3163,319,3106,389,1164,1222,2403,2907,1377,1244,2031,2737,1730,1299,1377,134,2517,238,39,50,1535,271,1656,3211,1115,1535,1157,1535,64,157,206,1535,2118
5780,4488,2974,3373,771,1190,3373,3077,346,2771,3077,3077,2468,2961,2609,3305,257,2912,1772,2221,3053,2792,1507,1507,955,41,1978,1746,3133,1978,2792,1923,3478,2792,1212,1978,1978,1463
5781,3658,6402,896,17,1652,3082,2996,1168,2373,1273,660,3221,3262,3026,3239,2890,1590,2373,2665,3347,1620,2594,2715,217,3026,3168,2635,2373,2649,3168,2060,2257,1850,660,1876,2774,2373
5782,671,2328,3643,1119,2282,3042,239,2316,1442,1038,2501,2805,2385,635,132,1788,222,1432,638,2378,2646,2054,2968,1539,2719,2755,2882,3064,2649,3208,1882,3440,2755,1808,2951,2707,616
5783,3169,2895,2045,836,3216,1345,2371,1947,1508,144,2501,1496,782,562,132,1082,2184,1516,1310,1245,2427,2729,2234,1113,2427,3465,2018,213,2777,675,2391,887,3179,1808,2951,2184,2184
5784,3878,6837,1789,1202,1418,2857,1880,1064,579,63,3119,352,604,1443,579,265,905,1995,638,954,3018,124,638,604,1307,579,638,3407,71,101,1149,711,2536,1307,2830,3407,1307
5785,3169,3215,810,1798,1379,3437,3405,774,1442,2022,1823,1075,212,385,444,3378,212,2018,336,1966,1404,1966,1842,2899,2739,2350,2018,213,453,3448,2205,371,1758,1966,1259,650,616
5786,2283,2895,510,3117,972,1624,2371,1017,24,2929,1451,800,2429,2143,1981,1569,1954,935,1191,3260,24,1948,1243,1251,1191,355,1624,1948,2496,1368,1368,654,355,2429,1243,3450,1191
5787,6628,3215,2959,3493,1382,319,3106,774,2741,2233,1919,960,2811,1865,93,2060,793,87,2650,3017,2511,3222,3421,3017,2650,2196,1640,3072,3014,2967,2060,7022,2995,328,2111,3045,3304
5788,3878,2686,4441,4752,2125,968,2353,6841,3636,382,1857,1358,2148,1618,1949,1949,1857,1432,2322,301,2385,1949,876,1209,1795,1358,2374,240,2802,2322,2656,1618,2802,2406,1358,1358,2385
5789,5376,6837,4441,3391,1190,3373,3077,2070,1772,3077,3077,168,3153,944,194,2792,2591,1772,194,2687,1190,3359,362,3201,105,1875,1875,1376,3077,2253,1923,3478,2792,1658,3077,3184,1376
5790,2283,1532,1163,3493,3151,2648,3298,2865,1567,2628,1589,1075,212,1593,519,322,2231,87,3398,910,2302,1487,2256,1501,2372,805,85,3133,774,2967,322,2267,805,1286,206,1674,85
5791,4488,2336,1163,343,1843,319,3459,2614,1962,2456,1589,59,1377,944,1646,1914,2591,87,1376,169,583,238,467,955,2650,467,166,2614,3014,2614,166,1000,805,1584,166,612,2118
5792,671,2336,1211,824,497,1708,1239,961,3338,2289,1483,1039,2608,1483,1039,1004,2289,123,128,1239,396,346,128,1039,1563,2289,1039,2804,2804,128,2804,1924,1311,3231,2608,4280,2804
5793,5376,2336,3373,346,378,3370,2480,2108,1706,2249,3339,3273,1706,3009,132,1519,367,3126,2948,3400,3273,737,1389,3199,801,2152,2642,213,1115,3126,2135,801,1923,157,2216,613,3143
5794,2283,2336,2959,1798,3151,449,787,1345,92,2326,143,911,3300,2166,1822,3025,787,84,787,3252,1585,1383,1200,1200,3369,832,2166,1330,84,3025,276,1924,3089,3025,952,2603,449
5795,4488,1532,4218,17,400,592,1831,217,1813,2022,2913,145,1963,3075,1194,45,45,3141,1804,379,2913,361,379,1194,2167,893,2735,2063,2097,1650,1838,1804,1847,1804,34,1414,1445
5796,2283,2895,2045,3091,1382,222,3459,749,1377,3304,2946,3340,1377,1593,2055,1674,3366,87,307,467,2256,349,15,1539,2256,1126,83,1546,1115,3126,113,3440,1539,1584,2150,3273,3273
5797,2768,1532,638,3493,755,319,3106,1447,1126,2877,1919,911,1342,2843,911,2677,956,1403,2874,1110,911,1512,1382,956,1382,2417,1175,1298,2593,2653,1382,477,911,477,1016,3045,2301
5798,169,1532,810,2776,1418,1285,3140,1345,2307,2456,415,2863,494,2518,1345,3378,1614,2325,1867,1331,820,2544,3402,1113,2863,1227,3402,887,933,3402,1775,887,1464,3091,1345,3151,1834
5799,2283,3215,896,1202,2352,1068,2366,2422,1985,1269,415,2863,2848,2366,3420,2677,933,2848,981,2848,2848,2677,3387,2366,2863,3147,1175,1298,2463,2848,426,1431,2879,227,3264,2976,616
5800,671,1532,2125,17,5990,3082,1132,869,1813,481,1455,3221,1963,3075,3068,1445,45,1009,1804,379,2913,361,379,1194,2167,893,2178,2981,311,1445,1800,1067,3068,2157,645,2215,3068
