ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32
8526,53,347,206,718,209,740,659,101,66,424,734,134,735,452,653,771,740,734,469,605,605,605,605,605,605,605,740,605,605,605,740,605,605
8527,53,347,347,398,510,326,510,0,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510
8528,53,347,347,8,547,712,427,554,570,570,791,625,545,560,407,510,510,707,707,756,707,457,756,756,756,718,718,320,756,510,756,756,276
8529,53,347,347,144,190,784,663,423,610,804,590,777,777,682,787,707,624,510,547,547,686,686,689,547,686,686,686,518,510,510,756,686,566
8530,53,570,137,108,612,515,776,708,411,597,766,570,631,414,631,679,632,679,679,679,679,679,570,570,570,631,570,570,570,570,570,570,570
8531,53,347,347,16,98,590,245,742,510,413,414,570,570,570,631,570,570,551,570,727,679,570,570,570,570,570,570,570,570,570,570,570,570
8532,53,347,347,177,129,369,431,593,660,468,796,595,472,756,408,492,765,673,571,673,727,727,727,724,345,787,746,746,345,632,730,632,631
8533,335,105,140,222,14,791,376,98,759,98,795,506,663,791,791,54,419,795,795,795,795,795,262,795,795,795,795,215,795,795,795,795,795
8534,53,347,347,193,661,176,467,193,418,778,418,432,419,432,761,641,630,630,641,704,389,594,659,630,795,795,795,795,795,795,795,795,795
8535,53,347,347,654,168,131,166,750,292,96,590,205,469,391,325,280,345,345,156,185,622,800,632,3,632,807,632,807,632,800,632,807,632
8536,53,330,347,349,410,698,665,636,514,614,736,753,736,758,728,485,728,764,634,634,508,634,634,634,634,634,485,634,485,634,634,634,677
8537,53,347,347,584,199,384,698,594,634,515,677,515,488,627,601,623,411,411,411,691,776,456,776,776,634,764,776,764,691,677,634,674,621
8538,53,319,69,273,675,319,691,769,620,429,657,631,722,505,773,478,736,576,478,576,576,492,615,589,243,595,243,615,576,773,683,243,243
8539,53,347,347,95,688,52,626,596,672,754,672,408,592,466,553,448,531,653,531,529,529,653,426,529,529,653,724,502,749,749,653,724,804
8540,403,492,134,427,748,769,643,413,436,638,623,509,509,500,509,809,631,792,618,792,427,427,427,518,518,427,518,427,518,518,518,518,518
8541,53,49,347,64,583,23,88,35,185,36,342,321,543,702,261,606,261,261,555,261,321,673,596,596,765,596,765,637,765,637,637,765,765
8542,53,347,347,220,736,756,762,656,496,650,439,633,500,439,563,494,494,504,574,688,688,656,656,563,688,688,494,494,494,494,688,688,494
8543,53,347,347,154,14,661,375,666,599,726,755,735,558,692,494,692,557,557,557,494,494,737,494,494,494,494,494,494,494,494,494,494,494
8544,53,347,347,794,85,180,608,553,697,696,526,439,439,439,633,507,526,437,633,448,672,672,672,494,583,418,494,418,494,494,418,494,494
8545,53,90,38,320,260,134,800,613,555,203,203,395,366,555,555,555,555,555,555,86,555,555,555,555,555,555,555,555,555,555,555,555,555
8546,53,347,347,393,625,380,290,5,543,555,273,555,555,555,555,555,555,472,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555
8547,53,347,347,222,157,177,82,188,729,729,391,391,555,555,391,391,555,555,555,555,366,366,555,555,555,366,555,555,555,555,555,555,555
8548,53,244,360,556,424,448,464,594,458,602,536,427,559,654,521,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559
8549,53,347,347,559,761,559,559,437,663,435,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559
8550,53,347,347,132,602,653,471,413,454,710,592,699,459,809,600,791,711,638,559,559,638,638,559,559,559,559,559,713,559,791,791,559,783
8551,295,155,79,766,496,685,191,725,580,651,770,540,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746,746
8552,254,773,231,322,459,536,364,673,746,636,651,480,621,445,515,621,621,753,746,753,753,746,746,746,746,746,746,746,746,621,746,746,746
8553,264,775,394,788,789,707,243,635,733,677,517,495,613,409,673,736,409,736,673,673,673,746,456,673,634,634,634,634,634,634,746,634,746
8554,53,347,132,130,56,761,563,549,408,549,775,563,553,529,523,610,523,523,492,492,523,610,719,610,470,610,426,610,610,610,610,610,610
8555,79,803,88,273,184,638,426,719,408,500,417,557,724,568,411,417,719,411,552,720,552,720,724,610,610,610,720,724,610,610,610,610,610
8556,53,347,347,776,98,123,549,482,553,656,656,696,661,661,661,661,706,571,661,706,719,571,487,719,719,719,719,719,719,719,719,719,719
8557,53,9,161,223,129,553,789,97,166,291,261,280,3,156,280,632,156,786,214,745,745,786,763,763,745,786,635,745,745,745,745,745,745
8558,53,347,347,261,517,387,371,322,189,541,345,345,704,629,669,534,368,707,596,596,534,595,534,534,635,534,534,534,534,534,534,534,534
8559,53,347,347,110,389,205,60,264,534,95,261,534,739,440,596,440,534,534,534,440,534,534,534,534,534,534,534,534,534,534,534,534,534
8560,53,347,38,25,114,687,638,58,790,687,724,766,766,540,648,520,458,411,648,458,764,651,651,651,651,651,651,651,651,651,651,651,651
8561,53,347,347,253,556,329,536,691,683,776,674,730,463,651,468,651,436,411,651,651,651,651,651,651,651,651,651,651,651,651,651,651,651
8562,124,651,146,730,619,99,811,700,764,725,609,597,786,597,468,597,468,468,468,712,468,621,743,707,538,538,707,712,479,479,479,538,479
8563,53,347,347,358,657,515,213,776,451,776,675,675,675,675,675,675,675,505,675,675,580,811,505,580,580,675,619,675,675,675,675,675,675
8564,53,347,347,675,384,753,784,409,547,811,675,591,675,675,583,792,792,725,675,804,725,730,110,575,580,675,693,693,505,675,675,505,693
8565,53,174,10,354,253,747,23,621,445,580,675,675,675,675,675,451,675,675,675,675,675,675,675,500,675,675,675,675,675,675,675,675,675
8566,53,347,347,556,769,568,521,689,598,506,734,493,484,599,506,506,666,668,630,574,408,592,450,791,424,668,668,791,791,791,668,791,424
8567,53,347,347,648,365,365,172,704,205,375,365,771,440,465,368,790,519,560,663,506,560,401,370,663,560,368,368,368,368,368,368,368,440
8568,53,347,347,624,162,762,632,129,562,16,608,469,593,593,593,608,593,408,593,574,593,761,659,755,659,659,771,593,659,599,199,666,704
8569,53,174,69,203,323,724,416,674,485,447,502,611,752,667,804,411,485,485,473,764,764,538,764,764,611,764,764,538,764,538,538,538,764
8570,53,347,347,181,775,107,554,407,683,683,643,721,804,792,457,457,633,792,792,792,455,455,792,792,792,611,611,611,611,611,687,611,611
8571,53,347,347,148,181,202,780,196,709,517,671,709,776,703,629,508,786,660,515,515,665,722,677,456,456,581,736,736,456,736,736,581,456
8572,53,280,166,547,460,102,576,691,607,572,620,493,768,594,698,758,492,717,539,539,758,758,698,446,446,446,446,446,446,446,446,446,416
8573,53,685,334,295,301,730,797,797,701,806,492,773,797,797,492,416,806,685,698,685,698,478,773,773,446,685,416,685,698,416,685,416,576
8574,397,583,117,123,637,96,578,470,416,674,513,513,513,539,539,539,446,539,416,446,539,539,539,539,446,446,539,446,595,416,595,539,446
8575,53,347,347,434,335,578,449,420,708,480,682,682,682,551,414,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551
8576,53,347,347,715,135,121,570,630,792,557,612,787,551,407,414,551,407,551,551,407,787,551,787,787,787,414,787,414,551,787,414,414,407
8577,53,674,56,750,643,84,560,503,745,703,551,682,551,551,551,551,635,551,679,790,790,551,551,551,551,551,551,551,551,627,627,627,627
8578,53,347,347,128,669,613,416,489,803,751,647,489,505,747,505,451,505,505,505,420,420,712,420,770,420,420,420,420,420,420,420,420,420
8579,53,347,347,230,603,593,730,409,693,480,505,503,647,701,420,489,489,489,647,420,489,409,810,647,420,420,691,420,420,420,420,420,810
8580,53,288,321,321,205,321,722,121,671,747,776,671,671,110,762,540,525,525,540,134,747,747,134,134,489,540,540,540,540,540,540,489,86
8581,53,347,347,439,558,332,526,668,650,650,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732
8582,53,347,347,484,732,684,563,537,732,732,537,808,732,422,422,732,732,732,422,529,529,732,732,461,732,732,732,732,732,732,537,732,732
8583,53,347,347,298,590,530,713,684,732,435,732,529,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732,732
8584,53,347,347,363,693,42,660,680,570,789,455,656,798,798,658,798,656,658,656,486,656,486,435,792,656,656,413,503,486,503,658,503,770
8585,53,347,347,54,343,95,43,43,695,423,699,458,655,658,430,775,655,500,695,630,775,775,606,775,606,606,775,775,606,606,712,606,775
8586,53,778,384,713,416,395,705,809,463,474,517,493,455,713,692,577,770,692,478,478,540,577,647,711,711,533,663,533,770,533,770,770,770
8587,53,38,242,658,599,643,713,798,492,557,668,769,645,249,596,447,447,802,447,249,249,618,249,447,504,493,535,513,249,449,513,513,607
8588,53,347,347,703,561,221,663,31,7,610,637,663,754,506,455,512,512,512,512,512,512,536,512,512,512,541,779,486,483,779,779,713,464
8589,53,347,69,19,273,335,674,321,451,693,620,806,702,768,607,618,504,768,685,594,594,668,756,607,594,594,607,594,594,36,607,594,607
8590,53,319,358,40,284,750,558,771,387,652,199,646,574,783,562,716,666,589,692,589,484,589,448,437,373,589,654,600,666,600,589,506,589
8591,53,347,347,633,454,56,320,439,600,720,633,688,600,600,583,507,583,670,689,563,666,654,791,448,507,448,448,448,654,654,474,448,448
8592,53,270,321,219,229,662,422,732,424,465,526,439,750,652,418,697,600,521,432,442,654,553,439,600,639,439,771,771,600,771,771,600,771
8593,53,69,166,474,691,406,678,494,566,574,553,783,666,406,574,666,666,666,666,666,666,666,666,666,666,666,666,666,666,666,666,666,666
8594,53,347,347,55,697,171,599,418,512,761,494,437,439,600,600,600,600,600,600,600,600,600,600,599,563,600,600,600,600,600,600,600,600
8595,53,347,347,736,152,229,467,761,521,666,666,666,666,666,537,666,666,666,666,593,750,593,484,689,467,600,467,467,600,467,467,467,467
8596,53,347,347,616,213,522,231,626,539,518,806,673,581,581,449,449,449,485,485,522,449,485,518,747,411,565,594,805,438,522,522,438,522
8597,53,347,347,693,115,281,805,488,801,643,522,485,752,410,508,724,724,508,724,683,508,736,724,736,683,411,683,633,411,683,411,633,633
8598,12,134,299,788,667,423,762,660,760,620,539,698,496,416,416,416,416,416,416,657,806,685,416,416,698,806,685,685,416,416,416,416,416
8599,53,347,347,139,213,801,508,412,477,760,789,476,624,703,703,625,551,624,573,703,573,709,703,573,709,703,703,703,682,682,682,682,575
8600,53,347,347,638,49,103,195,550,555,314,612,421,196,790,709,709,407,407,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682
8601,53,751,21,657,181,114,177,36,805,613,86,421,682,635,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682
8602,53,273,360,709,55,594,309,0,663,430,570,742,570,625,742,476,742,476,476,790,624,624,690,790,790,624,624,624,624,742,624,624,624
8603,53,141,398,446,262,471,533,407,517,568,682,636,645,414,679,679,679,636,742,679,679,636,636,636,636,742,636,787,787,787,703,787,742
8604,86,102,742,66,136,245,737,43,486,505,742,682,790,612,679,742,742,742,742,742,742,787,742,742,742,742,742,790,742,790,790,742,742
8605,53,619,162,578,604,437,548,810,134,434,768,809,511,779,755,542,567,664,511,664,664,664,755,664,755,664,664,664,664,664,443,664,664
8606,53,347,347,778,678,788,586,502,433,238,247,511,681,440,778,735,644,778,692,692,692,692,470,692,692,470,596,497,539,664,664,664,664
8607,53,347,347,387,510,696,551,482,748,664,664,761,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664,664
8608,53,492,38,745,784,686,524,485,573,648,243,456,253,736,575,673,456,753,673,673,753,753,753,694,673,673,753,581,632,673,746,746,746
8609,53,347,347,41,508,734,515,673,677,746,715,665,621,651,665,621,621,753,621,621,753,621,746,753,753,621,621,621,621,621,621,621,621
8610,53,347,347,350,699,764,429,580,580,458,746,753,596,495,621,621,753,479,746,746,746,746,621,621,621,621,746,621,621,621,621,621,621
8611,53,347,347,106,760,329,789,446,657,573,573,496,673,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613,613
8612,53,347,347,598,613,284,59,701,555,495,572,683,613,472,573,634,775,634,634,634,573,634,634,409,775,775,634,634,196,746,196,613,634
8613,53,347,347,749,448,561,91,366,613,763,472,691,472,730,730,472,588,613,613,613,613,613,765,613,613,613,613,613,613,591,613,613,496
8614,53,634,279,695,620,713,472,810,613,764,573,683,758,758,657,657,446,471,744,569,569,657,758,758,717,758,758,758,758,758,758,758,758
8615,207,730,127,804,693,292,680,784,528,728,508,758,487,416,773,477,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758,758
8616,53,347,245,361,660,764,675,725,528,758,528,657,806,758,508,758,528,508,758,758,773,758,758,758,758,758,758,758,758,758,758,758,758
8617,53,722,64,807,257,508,189,412,660,769,615,569,691,429,691,496,736,437,736,409,691,722,508,736,722,722,736,691,722,691,722,691,722
8618,53,722,394,257,794,353,420,797,673,572,576,765,508,660,496,691,660,691,660,597,660,691,751,581,751,751,691,597,730,691,736,472,736
8619,309,86,98,213,318,548,518,615,434,615,518,434,434,492,485,680,417,722,722,730,722,752,722,722,752,722,752,752,722,752,722,752,722
8620,53,347,347,547,619,104,490,688,602,662,457,408,720,408,749,705,507,705,696,705,696,705,705,696,705,749,697,705,724,474,749,705,705
8621,53,347,347,194,645,123,229,123,341,714,768,583,802,588,583,484,464,800,654,800,588,809,692,800,800,800,692,692,692,800,800,486,692
8622,53,79,319,142,193,30,214,479,730,653,744,505,730,613,590,673,606,606,606,606,606,606,606,606,680,426,426,426,426,523,770,426,426
8623,53,347,347,383,115,716,388,710,645,802,726,507,490,464,726,800,779,800,692,779,459,726,459,459,459,459,779,779,459,779,779,779,779
8624,53,347,347,808,108,433,755,779,654,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779
8625,388,466,264,581,590,524,414,696,689,511,619,511,768,768,768,779,779,511,779,779,779,779,779,511,779,779,779,511,779,779,779,779,779
8626,53,339,76,754,287,649,496,134,408,805,481,481,769,769,447,447,447,447,685,717,660,660,447,660,447,447,489,447,447,447,447,447,447
8627,53,347,347,51,776,591,572,673,645,698,629,685,657,773,478,478,478,615,478,620,615,447,548,615,620,417,447,548,540,417,548,548,548
8628,53,347,347,223,688,171,762,720,653,610,633,417,623,706,706,571,802,458,515,719,719,447,748,719,458,447,662,447,662,447,447,447,447
8629,746,342,402,408,537,759,697,777,761,761,498,791,537,513,783,783,574,783,783,783,783,783,783,783,457,608,783,546,783,783,546,668,668
8630,165,680,808,537,537,422,599,697,545,807,553,697,661,686,778,697,557,697,697,697,697,526,507,526,750,791,608,553,526,553,549,638,638
8631,53,12,390,3,176,244,250,713,503,606,735,583,722,554,472,472,472,807,426,590,517,721,721,721,721,721,472,554,701,517,721,472,559
8632,53,347,347,321,207,356,784,675,409,758,451,736,733,736,746,736,736,736,736,472,736,736,736,736,736,736,736,736,736,736,736,736,736
8633,53,104,36,768,674,592,3,551,728,657,741,573,741,741,741,741,613,741,573,741,691,741,691,741,741,741,741,741,741,741,741,741,741
8634,53,347,347,366,494,485,36,635,520,587,581,736,581,763,763,736,691,763,637,763,634,753,591,724,763,573,573,591,763,763,763,496,591
8635,53,347,347,759,642,558,506,500,783,465,558,558,527,465,778,558,558,558,718,465,772,465,465,772,765,772,772,772,772,772,772,718,718
8636,53,347,347,504,778,646,433,465,777,772,558,558,406,772,666,406,406,406,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772
8637,53,416,308,112,662,240,266,300,466,249,406,558,771,249,249,249,249,249,506,249,755,777,249,249,777,249,249,249,249,249,249,249,249
8638,15,496,297,539,647,100,434,426,787,627,523,457,747,515,515,597,691,623,691,627,691,677,677,492,447,752,752,797,752,568,417,797,797
8639,53,285,28,168,569,378,679,803,776,484,746,747,437,554,409,505,674,486,505,505,505,448,448,592,811,496,453,453,811,453,453,453,811
8640,149,787,808,196,86,269,411,673,416,748,492,776,518,809,674,674,804,488,488,604,674,478,751,699,459,568,804,804,420,804,722,724,751
8641,53,347,347,347,142,799,561,602,590,455,593,407,440,593,742,742,790,790,742,742,787,742,787,787,787,787,787,787,787,787,787,787,787
8642,53,347,347,808,610,153,689,549,470,600,504,590,600,661,661,787,661,661,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787
8643,53,100,159,177,597,776,722,492,687,747,459,612,645,612,570,407,679,631,645,631,407,780,748,679,787,645,612,645,612,407,787,645,787
8644,53,347,347,318,389,276,229,440,561,449,410,449,653,727,653,653,637,653,695,469,469,637,712,479,459,659,479,479,727,459,558,479,68
8645,53,347,347,53,191,753,748,520,648,763,810,763,763,763,364,364,583,651,364,708,708,592,708,708,708,712,708,708,708,708,708,708,708
8646,53,347,347,513,807,508,78,591,613,744,479,495,479,479,613,673,673,613,613,613,613,613,613,613,613,613,613,613,745,613,613,613,613
8647,53,347,347,364,190,790,643,610,413,720,711,788,478,478,478,762,568,688,533,533,688,533,533,533,533,533,496,533,533,533,533,674,533
8648,53,347,347,577,570,130,549,556,512,633,423,623,602,688,695,803,810,720,437,810,810,533,810,810,533,533,810,514,514,533,533,810,533
8649,53,71,370,537,274,220,561,507,706,705,484,507,695,706,798,458,533,533,686,458,686,686,533,533,458,533,533,533,533,499,688,533,533
8650,53,347,28,581,158,693,496,680,797,417,780,578,471,471,758,669,669,797,471,548,683,471,471,471,471,471,683,471,471,471,471,471,797
8651,53,347,347,109,733,277,809,636,623,724,568,805,769,797,638,685,513,638,638,470,638,638,638,638,638,638,449,769,413,413,769,693,413
8652,53,347,347,626,543,230,768,253,447,492,752,698,698,492,596,797,596,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698,698
8653,288,284,284,783,181,685,624,447,423,768,714,619,647,629,548,576,549,683,797,806,717,797,717,806,806,620,806,806,620,615,806,806,806
8654,381,799,569,762,580,753,248,769,594,594,806,576,446,569,569,657,569,569,569,569,569,569,569,569,569,569,569,569,416,569,569,569,569
8655,53,347,347,388,485,703,508,496,698,597,492,806,492,615,429,569,569,773,773,429,569,569,429,569,569,773,569,569,569,569,429,569,569
8656,53,347,347,515,194,699,216,687,456,591,543,673,673,673,503,503,753,753,456,634,613,753,753,570,753,753,753,753,753,753,753,753,753
8657,53,347,347,736,517,446,601,691,671,730,753,677,409,581,736,613,746,746,753,753,409,753,753,613,753,753,753,753,753,753,753,746,753
8658,53,347,347,477,683,615,712,804,583,601,522,665,468,468,753,621,621,522,468,522,522,522,753,522,627,753,753,753,456,753,631,631,753
8659,53,347,347,297,445,601,733,780,43,505,810,486,725,722,693,693,463,693,693,804,693,675,804,804,804,804,804,804,804,804,804,695,804
8660,53,308,398,553,626,511,811,474,728,515,520,810,528,565,505,505,505,428,505,463,505,747,453,505,804,804,804,804,804,597,804,496,647
8661,16,672,804,691,728,345,762,742,321,414,619,594,459,804,459,547,811,456,456,573,406,688,573,573,591,573,730,688,573,688,688,573,573
8662,53,347,347,605,633,561,402,512,531,686,531,808,808,686,686,423,663,509,509,663,663,710,509,509,509,509,509,663,509,509,663,578,509
8663,53,347,347,493,78,116,149,693,415,770,658,458,583,583,413,413,413,725,725,413,591,413,413,463,725,628,725,509,413,493,509,509,509
8664,53,347,347,509,521,26,340,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509
8665,53,347,347,643,519,205,382,726,387,440,689,432,406,583,689,779,723,723,723,723,723,40,723,3,723,723,723,723,723,723,723,723,723
8666,53,347,347,440,536,98,320,238,253,16,247,247,142,391,491,373,491,491,387,491,475,491,253,530,491,711,681,462,711,229,711,704,711
8667,53,347,338,314,330,523,47,400,192,192,95,189,111,280,111,11,54,54,54,192,171,192,192,192,247,372,372,372,372,723,723,372,372
8668,53,276,58,773,281,240,592,447,801,769,717,450,412,620,522,470,572,411,470,657,470,657,470,470,470,470,470,717,470,470,470,717,470
8669,53,347,347,179,165,354,34,787,713,464,458,458,418,427,598,702,663,663,702,737,737,702,470,610,470,658,470,470,435,516,661,470,589
8670,53,347,347,35,415,618,556,447,650,696,457,600,696,586,721,661,536,766,766,668,661,431,766,482,482,440,482,482,482,482,775,482,482
8671,53,347,347,768,374,229,464,628,661,798,43,702,464,464,464,459,459,459,459,503,503,503,699,713,699,699,699,619,699,699,699,713,699
8672,53,347,347,290,211,182,51,674,660,86,86,619,660,660,508,660,423,660,660,660,434,619,808,434,434,434,434,434,434,434,434,434,434
8673,53,28,261,7,687,604,651,447,636,713,560,474,783,484,705,699,588,110,800,701,484,574,459,701,701,701,701,701,701,459,701,701,701
8674,53,347,347,325,324,755,654,749,571,552,408,571,440,553,583,749,749,749,749,749,749,563,749,749,623,549,749,749,749,749,749,749,749
8675,53,347,347,613,320,559,571,706,749,549,721,705,630,791,552,705,749,749,749,749,749,749,484,749,749,749,749,749,749,749,749,749,749
8676,383,57,148,131,300,678,502,408,737,568,523,719,563,600,705,663,749,563,563,749,749,484,563,749,563,563,749,749,749,749,749,749,749
8677,53,347,347,777,797,466,771,466,594,711,494,737,737,737,737,459,704,754,754,754,754,668,560,560,668,754,713,711,754,754,560,702,702
8678,53,347,347,594,553,610,435,769,653,590,788,594,802,513,560,560,663,249,663,513,578,560,754,754,754,578,578,560,560,754,578,578,754
8679,53,377,171,359,679,435,424,470,513,574,808,716,542,759,110,759,110,501,759,759,664,759,660,759,759,759,759,110,759,759,713,110,110
8680,376,753,42,568,623,608,498,526,808,546,777,513,498,808,808,608,663,424,526,593,593,783,608,574,750,608,513,608,560,608,608,593,608
8681,53,7,66,639,234,9,599,599,466,448,249,748,704,553,313,750,449,527,678,704,780,110,110,553,110,780,553,408,408,408,408,408,408
8682,191,430,33,107,578,684,759,506,560,754,759,545,549,424,513,545,424,424,545,771,513,513,755,808,574,743,743,743,743,759,743,759,759
8683,53,171,223,666,626,354,422,705,507,513,749,761,537,761,199,759,546,546,431,545,199,711,493,617,431,546,740,493,142,771,474,549,549
8684,53,347,347,509,671,434,413,568,500,589,578,693,559,711,711,711,711,787,783,783,783,474,474,783,474,474,474,474,474,474,474,474,474
8685,53,572,360,503,773,334,474,788,645,697,513,619,504,800,783,713,504,668,474,474,783,768,560,474,474,474,474,474,474,474,474,474,474
8686,53,174,171,253,86,547,748,510,468,766,570,689,807,653,600,517,469,452,654,598,614,571,720,466,654,689,465,510,689,474,463,463,466
8687,53,347,347,293,195,697,799,721,713,533,638,638,802,560,754,493,754,663,796,663,663,796,663,663,663,562,413,413,663,796,562,463,663
8688,53,347,347,452,698,737,724,737,557,638,713,788,759,560,759,618,754,663,663,663,663,796,808,796,663,663,663,663,663,796,796,656,796
8689,53,347,347,263,324,387,658,488,458,509,578,663,737,737,418,802,578,737,737,737,737,737,480,737,737,737,578,578,578,578,737,480,737
8690,53,347,347,707,14,277,388,723,561,413,659,754,783,494,754,426,426,426,426,474,661,598,661,426,596,519,802,590,590,785,624,519,802
8691,53,347,347,474,156,718,737,711,791,775,775,513,663,498,467,457,512,512,457,737,784,571,737,737,756,618,706,413,706,706,494,706,706
8692,53,347,347,381,789,182,446,40,740,573,550,474,459,459,459,456,456,487,728,728,728,730,634,634,784,784,784,784,523,784,751,730,568
8693,53,397,397,171,145,181,195,390,100,491,19,757,714,543,555,555,587,555,680,459,459,760,590,730,481,485,606,517,606,594,481,456,428
8694,53,213,319,447,551,109,51,691,575,724,604,776,556,789,784,587,789,710,523,789,484,725,789,789,697,604,789,789,789,645,789,789,789
8695,53,347,347,668,435,600,276,506,249,467,754,771,249,185,210,542,771,498,556,771,556,652,452,771,771,771,771,771,771,771,771,771,771
8696,53,347,347,50,129,110,605,561,734,622,391,604,555,517,517,531,548,576,289,224,434,434,619,771,474,356,616,608,771,771,771,771,771
8697,53,347,347,301,14,345,743,48,704,689,544,735,544,771,373,689,594,689,387,387,689,689,689,387,735,771,387,689,387,387,387,387,387
8698,53,347,347,248,545,689,771,387,418,598,483,791,630,630,795,808,406,761,761,761,761,761,761,598,761,761,761,761,808,761,799,761,761
8699,53,35,262,408,406,527,761,689,791,521,600,437,431,755,654,802,802,761,802,432,507,666,431,431,807,666,431,431,719,719,719,807,662
8700,53,347,347,600,662,559,662,482,482,623,724,408,432,408,623,408,662,662,662,686,686,424,411,482,482,630,482,482,418,418,482,610,610
8701,53,113,161,188,697,253,749,630,507,498,537,466,719,749,600,705,791,705,705,705,600,600,668,653,563,668,668,571,668,668,668,668,668
8702,53,50,264,71,784,776,321,794,492,794,413,471,629,629,629,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668,668
8703,53,563,221,715,612,419,175,494,490,663,711,536,668,668,668,668,668,668,661,661,533,668,668,598,661,668,697,559,668,668,668,668,668
8704,83,21,783,21,583,808,454,557,808,574,593,608,498,684,498,754,526,808,808,808,808,808,808,808,777,808,494,431,808,808,783,654,571
8705,131,783,359,594,257,32,798,709,495,687,805,693,510,510,517,518,581,447,447,447,447,484,648,686,447,648,654,697,531,648,481,711,697
8706,53,347,347,480,36,333,196,517,778,807,748,619,474,566,504,726,768,726,474,768,687,768,510,449,510,594,594,594,449,608,686,608,604
8707,53,347,347,653,456,412,797,477,518,434,671,505,660,459,709,709,709,709,709,709,709,751,709,709,709,709,709,407,709,407,407,407,407
8708,53,347,347,664,555,35,19,741,793,673,613,611,634,476,709,625,709,573,573,573,573,682,573,573,573,573,709,564,709,790,790,709,790
8709,53,347,347,136,568,30,134,128,673,134,554,805,579,579,579,709,624,742,742,742,407,625,709,709,575,709,625,709,742,709,709,709,709
8710,53,28,171,406,44,249,755,435,732,623,459,732,537,586,546,720,732,732,732,732,732,732,623,623,732,623,732,732,732,623,732,586,732
8711,53,347,347,315,132,562,653,726,518,518,537,537,424,537,537,537,422,529,537,537,537,537,761,735,529,529,761,761,529,761,529,761,761
8712,53,308,281,513,672,531,526,578,697,537,697,697,750,697,537,510,537,537,537,537,529,537,529,537,732,732,529,650,537,537,529,529,761
8713,53,347,347,113,801,43,307,220,68,744,273,42,42,744,507,491,68,68,800,800,68,800,68,329,329,379,329,379,517,379,379,379,379
8714,53,718,398,2,698,689,194,74,605,114,391,469,469,395,735,469,622,622,622,735,622,622,605,622,735,735,622,605,735,735,735,735,735
8715,53,347,347,630,211,353,185,689,705,740,469,734,704,771,704,243,704,704,440,704,795,704,704,704,704,704,704,735,704,704,704,704,704
8716,53,295,66,505,657,517,691,809,520,810,801,693,699,415,580,693,423,730,540,540,810,810,708,514,514,420,514,540,514,514,514,514,420
8717,53,104,136,583,250,595,257,455,665,455,665,665,514,665,602,712,721,803,514,810,514,514,804,514,804,810,804,665,514,665,514,602,514
8718,53,347,347,686,325,92,560,507,805,721,762,457,457,435,481,485,643,780,631,457,720,720,514,610,749,602,711,549,432,514,695,435,549
8719,148,526,379,345,370,598,474,498,494,526,668,418,608,608,754,519,754,737,749,546,808,494,494,494,494,526,526,526,608,526,608,608,608
8720,53,347,347,17,368,688,710,558,750,529,435,737,610,571,507,526,755,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526
8721,53,347,347,506,522,509,596,650,513,526,504,559,418,668,668,504,433,526,526,791,574,526,526,688,521,526,526,526,526,526,474,526,526
8722,53,347,347,238,545,314,720,249,790,738,790,709,709,776,243,573,243,123,738,753,753,753,787,123,123,694,694,123,694,694,694,738,694
8723,53,347,347,68,354,1,612,253,610,513,742,551,742,787,645,645,612,624,551,748,631,645,551,551,645,624,645,551,624,551,551,551,645
8724,256,243,265,283,211,788,71,74,293,222,244,159,690,690,236,167,612,421,421,421,690,421,421,421,336,336,421,336,694,421,336,336,476
