ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40
8180,212,284,694,365,777,650,672,672,608,718,750,791,560,718,504,502,718,718,506,668,718,718,718,668,718,718,718,668,718,502,668,668,718,668,718,718,718,718,359,502,718
8181,61,515,639,666,718,718,718,718,718,718,718,718,718,718,718,718,772,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718,718
8182,255,18,360,766,512,512,784,781,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784
8183,332,0,769,769,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784
8184,319,437,650,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784
8185,759,325,322,495,20,289,495,495,495,495,495,729,729,495,495,495,705,368,495,495,729,222,495,495,704,729,729,495,115,113,729,729,729,462,729,373,729,807,729,462,729
8186,309,104,565,287,287,98,243,243,517,37,168,37,296,285,729,729,68,37,243,729,37,543,729,37,729,567,517,729,729,567,37,729,543,49,729,37,729,729,543,729,729
8187,36,400,147,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729,729
8188,255,728,780,792,510,417,674,733,547,547,627,547,547,505,547,627,627,627,505,627,505,627,505,627,627,627,411,627,547,592,627,627,627,665,627,627,627,627,627,627,592
8189,686,631,524,682,682,682,631,766,627,631,627,627,742,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627
8190,103,798,364,786,696,414,407,551,551,407,551,627,551,627,627,627,627,627,627,627,627,627,627,627,627,627,627,627,694,694,694,627,694,627,627,742,627,627,627,627,627
8191,76,77,674,674,764,792,700,514,436,436,700,695,436,637,545,594,436,436,436,436,436,549,436,436,549,436,436,436,436,436,436,549,436,436,436,436,549,764,436,436,436
8192,683,479,464,736,683,802,809,436,809,797,797,436,409,436,479,436,413,436,493,436,493,436,436,436,436,436,436,436,436,436,436,458,436,436,436,436,436,436,436,436,436
8193,794,229,801,450,436,436,436,436,792,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,413,436,436,436,436,436,436,436,436,436,436,436,436,436
8194,539,697,531,492,485,487,698,698,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492
8195,510,257,19,423,806,578,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492
8196,547,268,769,492,714,492,492,769,769,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492
8197,718,526,563,521,644,437,718,718,511,465,644,511,644,644,644,249,755,289,289,249,566,31,718,289,530,419,470,644,441,247,778,689,593,249,185,289,689,731,289,689,262
8198,65,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765
8199,657,4,748,578,776,753,683,683,758,683,794,717,765,412,765,765,765,765,765,765,765,765,765,765,765,524,765,765,765,765,765,765,765,765,447,765,765,765,765,765,765
8200,452,70,177,802,139,657,416,416,416,416,620,416,416,806,620,806,416,806,806,429,806,806,806,806,806,416,806,806,806,806,806,806,806,806,806,806,806,429,806,806,806
8201,791,358,671,748,645,636,806,806,806,806,806,806,806,806,806,806,806,806,698,806,806,806,806,806,620,806,615,806,806,806,806,806,806,806,806,806,416,698,698,698,416
8202,609,181,619,548,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806,806
8203,156,494,166,713,559,523,705,484,523,711,523,484,711,523,722,484,484,600,638,638,484,484,484,484,484,523,484,484,789,484,600,484,803,484,481,638,484,523,793,484,523
8204,196,769,627,484,486,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,594,484,484,484,484,484,484,484,523,484,484,484,484,484
8205,43,586,459,715,559,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,459,484,484,484,762,484,484,484,505,459,484,484,484
8206,777,777,537,466,498,537,754,590,537,530,688,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419
8207,521,124,684,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419
8208,418,482,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419
8209,243,167,459,650,424,686,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424
8210,10,311,719,419,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424
8211,252,689,156,440,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424
8212,474,558,313,549,720,666,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720
8213,503,200,484,788,643,623,752,643,720,610,610,720,720,580,580,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,788,695
8214,385,94,504,20,653,643,720,724,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720
8215,700,572,601,36,572,139,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,416,429,429,429,429,429
8216,686,775,686,447,572,569,548,569,416,569,429,569,429,429,429,569,429,429,429,429,429,429,429,429,773,429,429,429,429,429,429,429,429,773,429,429,429,429,139,429,429
8217,673,437,203,613,429,569,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429
8218,551,651,658,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591
8219,130,591,570,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591
8220,464,255,577,577,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,486,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591,591
8221,493,751,420,485,685,456,481,751,636,636,703,507,477,407,645,758,645,685,540,407,797,751,685,751,481,700,636,700,636,636,477,447,636,636,636,628,628,407,481,628,636
8222,629,21,806,569,657,773,602,577,717,807,806,548,447,685,797,807,685,417,447,517,447,447,447,645,543,447,645,669,807,807,543,378,447,447,636,645,807,730,447,631,770
8223,241,681,155,365,526,526,650,459,494,563,750,494,563,563,422,563,563,563,563,563,563,563,720,563,563,563,563,563,563,563,633,563,663,663,553,633,563,574,563,563,563
8224,777,97,488,71,468,468,762,766,468,468,468,468,468,489,468,125,468,468,468,476,412,468,766,468,468,468,468,468,590,698,412,596,690,612,37,468,612,612,587,587,468
8225,333,552,700,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468
8226,742,709,762,627,631,570,468,683,661,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468
8227,108,253,595,99,690,421,101,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,296
8228,514,114,618,364,296,676,356,211,211,211,205,205,332,205,205,262,332,690,205,690,114,355,383,183,83,71,355,262,204,129,206,158,690,262,421,129,262,690,690,204,74
8229,572,295,690,317,37,317,513,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690,690
8230,594,555,476,505,674,688,688,674,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463
8231,789,445,581,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463
8232,321,321,648,508,751,725,675,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463
8233,189,427,683,406,554,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,741,634,634,634,634,634,634,634,634,634,634,634,634
8234,255,458,692,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634
8235,411,522,523,496,752,736,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634,634
8236,501,792,725,763,763,763,763,763,109,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763
8237,260,699,550,43,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763
8238,309,447,691,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763
8239,167,736,241,569,629,584,728,496,770,714,728,496,764,692,756,572,692,692,692,617,756,692,601,572,692,543,802,692,770,802,692,564,692,692,802,692,692,564,564,692,692
8240,662,559,229,583,526,526,526,466,749,783,466,783,783,783,494,672,474,672,783,769,672,672,449,553,692,692,692,249,593,692,692,249,249,249,578,553,692,692,692,527,692
8241,88,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692,692
8242,192,547,414,769,773,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573
8243,545,545,491,543,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573
8244,379,722,607,650,500,523,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573,573
8245,520,782,702,809,616,756,584,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756
8246,728,354,717,656,631,689,689,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756
8247,790,497,726,499,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756,756
8248,555,734,615,680,648,648,648,648,495,472,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495
8249,223,161,698,774,203,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495
8250,682,186,810,785,753,485,495,403,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495
8251,545,46,605,351,449,704,740,637,704,704,704,704,704,704,704,704,704,704,704,704,704,422,166,142,704,704,704,777,704,704,704,704,506,166,704,704,704,704,704,704,750
8252,253,304,195,373,704,704,704,704,704,195,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,799,704
8253,474,289,279,151,544,323,545,704,543,519,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704,704
8254,728,65,523,675,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587
8255,399,625,728,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587,587
8256,505,653,126,387,379,613,189,587,695,587,587,587,587,587,587,587,595,587,587,587,587,648,587,587,587,587,587,587,587,648,543,587,587,503,587,587,587,587,587,587,587
8257,293,371,559,643,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,684,538,538,684,538,538,538,538,684,538,684,538,538,538,538,538,538,538
8258,762,345,171,762,801,762,762,538,538,538,762,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538
8259,715,805,739,568,435,662,662,662,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538
8260,572,705,583,633,580,628,705,121,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712
8261,174,30,786,581,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712
8262,115,162,573,508,691,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712,712
8263,781,618,218,445,557,629,629,583,79,79,446,629,717,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552
8264,718,619,250,482,439,755,755,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552
8265,586,183,295,603,413,677,807,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552
8266,514,371,3,610,578,679,679,737,796,506,536,759,754,560,754,506,638,781,506,593,754,759,638,593,478,759,506,638,693,638,506,759,545,759,638,427,506,759,506,759,545
8267,507,557,560,419,600,737,600,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452
8268,14,485,697,808,452,452,452,759,452,759,759,452,452,452,452,452,452,452,452,452,452,452,452,599,452,452,452,452,452,452,452,599,452,452,808,452,452,452,452,452,452
8269,66,374,190,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,134,620,620,620,620,620,698,620,134,620,620,620,620,620,620,620,620,620,620,620,620,620,805
8270,788,367,698,449,698,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620
8271,540,109,143,548,685,607,760,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620,620
8272,479,407,451,751,575,625,709,480,480,480,480,460,480,480,480,480,751,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480
8273,190,696,572,702,487,487,496,480,700,797,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,610,480,480,480,480,480,480,480,480,480,480,480,480,480,480
8274,547,673,787,806,518,754,597,742,427,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,748,480,480,480,496,480,480,480,480,748,545,480,694,748,694
8275,61,211,517,517,729,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517
8276,444,3,412,702,705,549,472,600,437,517,731,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517
8277,95,179,800,800,800,484,523,523,484,517,517,517,517,517,517,517,517,517,517,517,517,517,517,571,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517
8278,98,336,309,643,129,674,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810
8279,695,157,708,792,683,683,627,647,627,627,655,627,810,810,810,810,810,810,810,810,810,523,810,538,810,810,810,810,810,810,753,810,609,810,810,810,810,810,420,810,810
8280,424,457,247,468,804,804,804,810,804,518,804,810,810,810,810,810,810,810,810,810,810,810,810,810,810,515,810,810,810,810,515,810,810,810,810,810,810,810,810,810,810
8281,347,366,134,231,664,567,567,626,177,567,567,532,532,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,477,567,567,567,567,567,626,567,567
8282,189,193,466,653,511,771,431,431,771,771,771,771,771,419,419,771,547,547,547,547,547,547,547,547,547,547,443,547,547,547,547,547,547,443,756,517,756,756,771,443,443
8283,548,377,620,723,412,527,699,439,757,558,547,567,567,567,567,567,567,567,567,567,567,567,567,567,547,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567,567
8284,273,794,691,613,730,730,472,472,472,472,437,472,445,472,472,445,472,472,437,472,472,445,472,472,472,505,472,472,472,472,472,472,472,472,472,472,472,472,472,445,715
8285,240,567,364,523,634,634,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,508,472,508,472,472,472
8286,413,768,9,677,437,437,411,720,495,495,472,472,472,472,623,472,472,472,472,724,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472
8287,262,104,287,476,787,787,476,625,625,476,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625
8288,626,395,111,243,243,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625
8289,43,741,638,742,780,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625
8290,203,258,145,594,356,157,793,157,89,356,629,143,356,696,634,456,456,677,456,597,776,691,456,36,420,456,456,456,456,456,629,109,456,456,456,456,456,764,717,456,456
8291,520,736,792,446,410,601,613,696,745,673,712,712,712,753,677,456,712,456,677,677,456,677,677,677,456,673,456,677,456,673,456,456,673,677,673,677,673,280,456,456,456
8292,143,575,804,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456
8293,696,658,93,675,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
8294,222,717,792,628,770,540,270,701,540,518,598,675,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
8295,647,575,505,540,489,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
8296,346,596,786,515,495,748,613,673,456,456,456,456,682,748,748,748,748,748,748,748,748,748,748,748,748,748,748,230,748,748,682,748,765,748,748,748,748,748,748,748,748
8297,443,635,411,636,636,748,645,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748
8298,759,429,131,571,808,494,808,520,707,539,748,457,748,748,183,748,748,748,748,748,748,748,748,748,336,748,748,336,748,748,748,748,123,748,748,748,748,748,748,748,748
8299,429,775,708,760,505,503,585,523,523,585,585,585,585,800,585,585,705,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,705,585,585,715,585,585
8300,429,576,496,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585,585
8301,492,708,800,588,585,585,585,505,585,585,585,705,585,585,585,585,585,585,585,585,585,585,585,585,650,585,585,585,585,585,585,585,585,594,585,650,585,585,585,585,787
8302,368,571,533,498,408,561,805,454,454,561,801,454,805,805,805,805,805,805,805,805,805,805,805,805,805,805,805,467,805,805,805,805,805,805,805,805,805,805,805,805,805
8303,329,194,768,717,631,572,572,696,625,696,477,620,805,788,788,619,805,805,805,805,788,805,805,805,805,805,805,539,609,805,449,659,805,805,788,805,448,805,413,756,805
8304,277,614,134,247,750,805,563,791,563,563,608,546,563,660,805,717,71,788,36,805,321,687,788,788,766,513,805,762,762,805,788,787,762,762,788,788,805,805,762,762,526
8305,313,263,724,691,667,656,633,633,216,427,549,496,674,489,618,489,489,489,489,489,489,618,489,662,489,489,489,489,489,489,489,211,489,489,489,747,489,489,489,115,489
8306,447,274,458,458,432,661,707,707,633,489,489,489,423,707,618,489,423,423,423,423,423,423,423,423,423,489,423,683,489,423,489,489,423,489,423,427,662,489,489,739,683
8307,266,427,693,766,621,766,762,762,395,395,395,395,395,395,762,395,395,762,762,630,683,395,762,395,395,395,395,395,395,395,773,211,651,762,395,489,395,417,762,691,489
8308,334,695,134,804,809,487,321,722,691,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660
8309,331,155,382,210,379,316,89,89,89,89,89,549,549,549,549,549,549,549,549,549,549,184,670,660,660,660,793,560,660,459,557,660,684,675,660,713,660,545,754,560,498
8310,29,262,157,729,683,683,474,412,747,680,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660,660
8311,301,540,797,615,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780
8312,553,47,389,748,695,570,570,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780
8313,596,437,0,654,749,592,437,808,808,435,780,780,808,780,780,780,780,780,780,780,780,780,780,624,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,408,780
8314,517,585,700,459,758,806,615,615,416,615,416,615,416,416,615,615,615,576,456,615,576,615,806,416,615,615,615,615,615,806,615,615,615,806,673,615,615,615,416,806,806
8315,140,594,594,722,615,615,806,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615
8316,273,503,806,588,539,615,615,615,615,615,741,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615,615
8317,184,242,784,624,737,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638
8318,660,643,776,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638
8319,309,504,661,507,552,737,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638,638
8320,195,463,613,51,399,263,356,412,476,412,412,412,412,412,412,412,412,412,548,412,412,412,412,412,412,412,412,412,576,412,412,412,412,412,412,766,615,412,412,412,412
8321,675,384,597,572,572,463,576,576,657,773,717,769,769,773,773,773,773,773,773,773,773,773,773,773,773,773,773,412,773,773,773,773,572,773,773,773,773,773,412,463,773
8322,101,364,794,17,412,412,515,615,412,412,615,763,412,412,412,412,412,412,412,412,412,5,412,412,412,412,86,412,412,416,412,412,412,806,416,412,412,412,412,412,412
8323,311,86,472,792,643,552,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677
8324,810,645,651,665,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677
8325,275,203,464,720,643,724,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677,677
8326,724,787,77,484,505,749,705,705,705,705,705,705,705,600,705,705,705,705,705,705,705,705,600,705,705,705,705,705,705,484,705,705,600,705,600,600,705,705,705,705,705
8327,149,712,615,705,568,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,674,705,705,705,705,705,705,674,705,705,705,705,705,705,801,705
8328,92,549,549,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705,705
8329,675,709,285,562,742,737,430,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467
8330,165,502,712,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467
8331,771,124,199,199,466,466,467,688,377,743,324,467,9,9,324,666,439,467,666,666,467,666,454,9,467,467,9,652,467,606,450,780,467,652,771,467,467,467,666,666,55
8332,556,408,653,574,504,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413
8333,256,693,721,508,728,515,414,413,413,413,413,413,413,413,413,413,413,413,413,413,413,524,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413
8334,383,417,135,458,689,689,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413,413
8335,141,256,775,437,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724
8336,578,309,721,724,568,724,724,523,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724
8337,800,458,728,411,667,667,667,667,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724,724
8338,78,595,119,394,469,469,622,595,595,98,595,379,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,379,622,641,641,641,622,622,641,641
8339,800,379,345,661,387,580,192,347,10,168,65,65,268,729,481,481,481,481,297,186,437,495,495,167,167,167,199,167,17,738,648,469,495,17,167,36,478,738,730,55,589
8340,373,250,558,197,605,108,379,379,98,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641,641
