ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37
6290,6852,5695,597,1174,5073,4494,4090,6969,5172,3658,757,3386,628,628,628,628,628,628,628,4090,6649,318,318,6391,3539,6649,628,628,1039,628,628,318,628,628,5637,2006,4763,318
6291,6602,4931,2118,2560,2578,2763,1726,531,1379,3151,2768,2646,2578,2256,2212,2212,1766,2707,1539,1766,2256,8,1736,8,3440,3469,2707,1473,8,8,8,1473,1473,2707,1736,2907,1473,1473
6292,170,4515,1111,1984,300,1267,3046,974,1640,561,642,965,671,671,2974,671,481,481,1242,481,481,642,481,481,671,481,3131,2846,2974,2901,6186,2846,481,6186,480,561,2846,480
6293,6510,2708,645,457,1691,2602,845,904,1753,2361,178,1414,1414,2715,2361,850,2715,714,1753,850,850,850,1753,850,850,850,850,2346,1753,850,714,1753,1753,2715,1753,1753,714,2810
6294,170,748,1111,2131,2063,689,145,5765,1335,67,2131,2131,1067,1392,1067,1411,353,1067,2131,1067,3068,1067,1067,2131,1411,5741,4742,2131,2131,3093,17,5765,1067,5765,1067,353,1067,989
6295,6510,2077,1916,1775,448,1157,3001,50,2112,1444,1878,50,50,50,50,1878,50,50,1157,946,1044,50,50,50,2806,50,50,50,1410,1410,1410,1410,946,1410,946,1410,3099,3201
6296,3556,6886,2118,1809,2338,2999,1579,3508,4128,1919,1404,1110,745,2103,1404,1404,1820,1919,1404,1985,1404,1609,1820,1404,1156,1404,1018,1985,873,1820,271,1820,271,271,3344,271,1985,1985
6297,170,4931,2118,549,2338,1809,549,549,2275,549,549,1186,549,549,549,549,549,549,549,1387,549,2795,2795,2795,1387,549,1186,2422,1088,549,1387,3816,1387,1387,1387,1387,1186,549
6298,170,4931,703,1793,2671,448,5863,6814,6191,6191,2569,756,896,1032,3486,756,2191,3486,3293,3439,3233,3233,2584,1723,940,2848,2848,2848,756,3172,7009,2787,1301,1421,2444,2923,3439,235
6299,1218,5946,4341,715,413,2464,3181,1229,3384,2997,2997,2997,1288,20,2997,715,6923,20,2363,6923,2997,3260,2471,836,3219,1229,149,899,2997,764,3219,1685,3219,764,203,2471,3511,836
6300,6602,6886,4719,549,1973,268,2466,296,296,2217,2560,406,2608,1466,1858,285,186,2764,414,2409,2409,414,1382,1466,1466,3518,414,1382,3518,2764,2014,2764,414,2764,2764,2764,3518,1382
6301,3073,2708,3545,7051,1231,2326,2764,1675,492,2311,2311,1196,1949,2965,2965,2379,1427,1427,1210,2733,2965,5738,3393,848,5738,492,5738,492,3292,7,6,2026,2026,5738,349,2729,2518,2965
6302,6598,3373,2623,41,2162,907,1010,385,3013,3048,2943,372,907,3048,181,937,6142,581,6142,805,1182,937,1182,937,1182,1182,212,3244,2016,1182,2016,2968,212,3244,907,559,1991,805
6303,170,2708,5650,170,1231,2456,3001,1906,2562,663,3011,2518,663,1498,1498,3115,2202,1498,1512,1224,1498,2202,3178,2812,2202,3048,1498,1512,3048,246,1498,1749,3753,1789,3048,197,3048,500
6304,6602,4272,3004,2798,371,1729,2229,16,541,541,987,987,3072,1219,206,1759,1759,1759,3100,692,692,1275,1275,692,1275,657,692,1799,692,692,692,692,3208,2608,692,692,692,2943
6305,170,4515,5386,1837,132,360,5554,1459,2042,1272,1459,2150,553,1459,3273,1341,6159,512,2150,3282,1817,1490,3273,6334,2150,6159,322,1957,3492,2150,1727,1877,2466,2219,1817,624,322,322
6306,170,4515,6258,1837,1364,2054,2963,531,3007,3007,737,749,1341,3464,2298,3304,3304,2298,1782,2298,1782,3304,2298,3304,2298,2298,2298,1782,2298,2298,2298,1135,2298,2298,2298,2298,2298,2298
6307,170,4931,703,170,2338,448,1653,1704,1704,1704,2544,1704,1704,1653,1882,729,1878,1704,1259,2434,1428,2434,1428,2434,1081,2434,1704,2501,2434,5065,1704,1081,1325,1081,2434,2434,2489,2434
6308,6281,3373,3004,1821,3465,516,3404,3404,3404,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,1816
6309,6281,2689,4875,170,835,2980,2440,2190,3456,3057,2282,3125,1452,2980,2837,1929,3125,2076,2076,2076,1965,341,2747,3391,722,2747,1965,2076,1965,2747,1994,2076,1452,158,1994,3391,2564,1452
6310,2940,4925,4037,1821,1992,1198,2755,2777,2655,2696,1224,717,2535,4306,3710,3,3443,4306,2929,2929,636,872,872,1221,3808,3710,2929,1119,1119,3710,1136,3808,3808,4168,872,1119,1119,873
6311,2062,4760,3723,2699,605,3282,3001,6814,1280,2759,1302,3254,3182,4748,741,1302,4193,1302,3142,3142,2787,2787,5182,2787,2787,1506,1781,2787,7030,2787,5052,1506,1487,1238,1781,2787,1595,64
6312,170,782,3791,2663,575,1368,2429,802,3274,1821,1121,3236,1821,2491,897,1821,3286,162,1461,1992,1687,1574,1574,1821,1574,5507,5507,4205,5507,3236,3523,1574,1821,1574,2977,2808,802,1574
6313,170,2510,6819,2061,1231,2054,1307,3403,2719,3119,579,3407,3368,3407,3407,3368,3407,598,3407,1819,3407,1913,2830,3407,3407,3407,3407,2978,1443,3463,2978,2830,2549,2978,1819,2549,954,1819
6314,6602,2708,5876,1775,2338,2368,371,6814,2266,1675,2261,1126,1633,2959,773,966,1633,843,1333,3142,1260,1260,1260,1260,1260,1260,2910,2859,1260,837,1260,1260,1260,641,3308,1333,1633,1260
6315,6281,1330,3004,41,647,1809,214,214,1734,3052,1894,3052,1894,469,469,1454,469,3052,3052,469,469,469,657,1405,1405,1405,469,1435,1405,1970,469,1894,1405,2431,327,469,327,1841
6316,1218,4925,3967,1821,3110,721,5759,5128,6775,2547,2207,2547,2547,2547,2547,2547,6064,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547,850,5186,2547
6317,1218,6034,1916,849,2531,6590,3001,454,72,3504,3395,3504,3504,2124,3504,3504,5262,3504,1223,3504,3504,3504,3504,3504,2911,2711,2911,3504,454,3504,2911,3504,3504,2711,4141,2911,2911,1238
6318,170,4272,532,148,1231,2399,2627,1811,2364,3451,3119,1171,598,2836,730,2836,3406,730,3164,558,3222,3451,3451,3406,2998,2836,2366,3400,3256,3222,1196,730,3164,1833,3451,3211,2249,730
6319,170,6886,4719,2372,413,290,355,3025,2603,3025,2166,3025,3025,3025,3025,3025,3025,3300,2447,787,3025,3025,787,3229,3025,3025,952,1470,4558,787,3025,952,2650,3229,3025,3229,3025,3229
6320,170,3100,703,1837,2058,1918,2773,2092,121,519,2798,6589,2667,2092,2092,2092,1718,112,519,813,1480,2643,501,2643,3218,2092,2092,2092,3051,2092,813,501,3483,1294,2092,3218,2092,813
6321,6281,4965,1518,958,2129,2999,2026,6814,2572,2999,2569,3243,3402,35,35,2999,35,1,1,632,3243,1837,1837,1241,3293,1,2191,3293,3293,2191,807,2999,678,2191,1837,1241,35,1
6322,3073,2708,6830,2180,2162,2671,2271,1172,2271,1155,1161,2271,2202,1182,2082,1182,1182,534,2232,2082,2768,675,560,5500,1182,2018,2018,2018,675,2018,3151,2968,2018,1027,2968,1099,1155,2820
6323,6598,1330,2166,1821,2129,2093,2419,2419,2093,3640,2093,3230,2354,3191,2062,82,2354,1713,1550,3510,3473,1805,2354,192,4828,2354,3191,3510,2354,2354,2354,2354,130,1805,2354,2354,2354,6524
6324,170,4118,5386,718,3033,1198,2001,3317,1379,1027,1737,1737,1737,1737,3004,3004,1737,1737,2381,2252,1737,1737,1737,3004,3004,3004,3004,201,2369,3004,201,2252,2252,3004,1617,2540,3004,3004
6325,1798,782,3791,3995,561,135,925,2103,201,2920,2252,3004,3004,2806,3004,3004,2467,1686,173,173,173,1686,3004,3004,3004,3004,1686,173,1686,3004,1686,1686,2252,1686,1686,1686,3004,3004
6326,1218,6034,1108,1775,605,448,3001,3447,2375,2120,1570,399,1570,605,1410,2120,1367,2120,2586,49,168,605,168,605,605,1824,1285,955,605,605,2120,168,782,605,955,585,1656,955
6327,1838,4272,1111,2131,1350,2942,3131,1132,481,3131,904,3131,3131,45,3131,937,926,926,904,3405,3405,1794,1445,1350,3405,3405,1794,409,1445,1084,409,3405,3405,1794,527,3405,1350,3405
6328,170,6408,1111,2131,885,1173,2702,2182,27,2457,2522,2457,674,1631,2457,3486,3467,2874,206,2014,896,3486,2457,2595,1631,1631,2457,2457,1631,471,1543,254,2252,941,206,493,2498,3004
6329,6281,4515,3545,1775,2885,2077,1726,2619,2542,2542,1914,2384,1073,1073,1914,1073,507,1973,507,2384,4900,507,507,507,3130,3130,1263,1914,1097,106,3130,213,3130,1973,3130,3214,1914,3130
6330,3073,4272,4687,457,151,2843,2279,2639,1767,2843,3075,1644,1443,2843,1780,1443,1443,718,1443,1076,1443,718,2820,759,174,1443,2820,1443,398,1443,1443,1780,1443,1076,1443,1076,1443,3242
6331,1218,4925,3723,1821,1992,1345,5507,5280,2568,1821,2166,3042,2451,152,3042,208,2392,152,3430,152,2867,2094,3284,208,152,152,152,152,339,339,2066,34,339,2867,152,339,831,2392
6332,170,4925,6741,148,3033,448,108,2028,4054,2120,2991,2887,1760,6699,1157,2120,1843,6699,1157,1157,1843,1157,1824,2120,1760,1824,1157,1157,2120,2120,6699,1157,1157,1843,1157,585,2028,2120
6333,170,4118,6830,2131,2338,2501,428,2301,1484,337,2301,1791,3509,3509,392,2338,392,3509,392,2427,2338,2338,1255,2427,392,392,392,2338,385,392,1504,1504,392,1504,392,80,1504,392
6334,1218,3905,6606,170,1104,1267,2165,113,1490,2449,1161,1803,1803,1803,2449,1803,1803,818,1803,2422,3506,184,3072,1803,1803,3506,1803,612,2223,612,612,1238,1186,1803,1803,116,2223,184
6335,6281,2077,3545,457,1529,2192,145,2774,145,2774,2090,2774,2774,6775,1462,3741,2774,2247,2774,1986,2774,2774,2774,2774,5759,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,2774,4268
6336,6598,3373,1129,227,480,1908,2959,2556,638,708,2311,708,3368,708,708,708,708,708,708,1482,2915,708,708,598,541,708,708,708,708,2401,1140,708,3160,3515,2401,2401,708,708
6337,170,6034,1294,1821,1992,2942,260,471,1293,471,2785,1150,3794,2565,571,571,5749,5749,5749,1150,1150,1150,1150,1150,1150,1150,571,571,571,2091,417,2255,571,571,1150,1150,3465,1150
6338,3556,2077,3484,2560,1231,1908,3477,2230,2230,93,174,2230,2230,93,3054,93,93,2233,5563,2233,1935,50,3201,1410,3201,50,2233,50,3201,286,1410,3201,3201,3201,3201,2233,2233,3201
6339,6281,1330,3004,1821,1992,2713,316,91,2155,2555,1716,1976,1571,1984,2309,1976,2309,2309,2309,1515,2309,2309,2309,3286,2309,1133,2309,1515,2309,2309,1976,2309,2309,2485,2309,2309,899,2309
6340,948,3645,1100,170,1220,170,3001,756,756,1906,2677,1848,292,3003,741,6766,1595,1595,2776,33,6089,1689,1689,779,779,1595,2776,2690,2690,1689,779,1595,962,830,1241,1595,235,1595
6341,3556,2077,2166,1321,2129,2606,1987,307,1987,1118,1987,1987,1987,1987,1987,1837,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,340,1987,2463,1987,1987,554,1175,1987,1987,1987,554
6342,2062,4515,703,958,3187,448,1489,2770,2579,3036,2311,3065,3036,685,2603,753,858,2121,2376,858,2121,2374,2957,2374,2374,2374,2374,858,485,2957,2121,485,2667,485,2121,2667,858,2957
6343,170,2708,1100,1174,1403,2635,172,1800,2377,2292,3760,2377,2984,4130,4698,4698,2984,4698,2844,129,1172,4698,172,6572,694,129,503,2981,2844,129,2319,1895,129,129,2981,129,129,2356
6344,170,4515,6094,549,2338,774,1973,2301,896,2542,5590,173,5590,5590,3004,3004,5590,2670,173,173,173,1864,173,3004,173,2670,1737,448,2807,2670,2455,448,2252,1737,1617,448,173,1737
6345,4775,1439,644,4150,1691,5291,3698,1675,1857,21,2385,3753,1693,1693,2385,1522,2577,5213,2577,2084,1358,2084,2084,591,2577,2084,2577,2577,2084,2084,2577,2577,2084,2577,2084,2084,2084,494
6346,6281,4681,3004,41,413,1345,781,2231,3306,2730,2603,473,2730,1269,2603,2730,2534,2730,1585,186,2534,1585,1585,1585,2534,2366,473,1369,1890,1890,1890,1890,1890,1890,1890,1890,1890,2422
6347,170,6408,6383,148,2058,1198,942,3247,2456,1619,1346,929,1619,2464,1319,380,2587,1540,380,1346,2328,1346,1187,2328,380,1677,1319,380,2587,380,1540,380,2587,380,2587,380,380,380
6348,170,4515,4719,3098,334,2946,749,1305,212,212,6089,6089,3526,1735,3245,1305,1305,778,1305,1305,212,1305,1305,1305,1305,1305,1305,1305,1305,2136,505,505,778,505,737,505,505,1726
6349,1838,4272,3484,720,2578,2819,5581,4534,2268,2163,2532,1060,1060,1269,703,1060,1060,1060,2987,1241,152,1060,2444,3024,1636,3024,1241,3094,1241,1487,3024,3024,4370,2101,2444,1457,4370,4370
6350,6510,4965,1129,41,1529,238,1761,2198,874,799,3038,712,3038,3038,1567,3318,2856,3038,1922,2259,1567,2259,3038,1567,879,1567,1567,3453,3019,3038,3318,1922,2259,2677,2259,2259,293,2259
6351,1218,6034,703,170,2338,1908,2077,395,395,395,819,11,258,102,1448,1448,144,2506,1448,720,1124,1448,3199,2591,3199,720,170,3199,1878,2591,3199,3199,2591,3199,144,3199,3199,1377
6352,6281,2077,6830,1966,480,2568,1850,501,1632,3522,3208,2280,2280,274,3208,470,872,2235,3314,2098,2448,2448,2448,502,502,6029,490,714,470,2025,3495,2927,2678,2096,2927,502,3495,866
6353,3556,6034,4000,715,2960,170,2816,5990,3165,53,1389,3062,1389,108,3062,505,1389,3182,3062,213,1301,1301,108,108,823,249,823,108,823,108,108,1648,778,1820,108,108,505,108
6354,170,4272,1399,1837,1881,2464,520,2336,3205,2947,1567,520,3205,799,1567,3205,5042,494,1057,3205,1057,1057,1057,2633,1057,1057,1057,2633,1057,2812,1057,1057,2633,2633,1139,2259,3205,1139
6355,170,3036,4702,2699,2338,3132,2738,6814,2907,2552,1516,1516,3341,2552,1169,1516,812,3341,3341,994,2824,1284,2824,3244,2824,2870,2824,3341,2369,2369,2824,2824,454,2824,994,2824,3453,2824
6356,6602,4158,1129,1821,542,526,671,3306,2209,2175,2175,3507,671,5097,2073,671,5633,671,274,5569,5633,274,2173,274,234,6194,274,274,2974,234,1966,3869,3869,3869,2893,3869,6186,274
6357,2940,7035,1623,2526,151,152,1831,2268,492,1007,449,449,1800,2965,2965,492,129,1861,3029,492,492,689,492,492,2584,2965,400,1200,3292,3292,3292,2712,2300,1200,3024,2030,1547,465
6358,6281,2708,3004,1821,1804,1345,1441,1086,1086,3522,2166,1805,339,339,339,256,339,339,339,502,339,339,1424,339,339,339,339,339,2558,380,339,339,339,339,339,339,339,339
6359,6602,2708,6830,48,151,2568,2678,1309,1072,3331,2311,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681,1681
6360,948,2708,4875,2002,1231,1298,6527,6527,2182,6970,761,1971,493,6970,470,125,2040,470,3460,470,1738,470,6146,470,470,2040,2366,6146,3492,2040,470,2064,470,2219,470,2919,3390,2869
6361,948,4118,1100,3469,2716,448,2638,6814,1315,3379,704,2959,1766,2042,2644,2042,337,1633,1126,337,1286,1793,1126,1126,2644,359,450,2644,359,324,772,2794,1497,360,1354,1126,1286,1286
6362,170,3036,6383,148,1221,1320,2248,864,3377,1115,2777,2777,1101,715,2729,864,864,521,2009,864,3326,2009,864,864,392,864,864,392,1423,864,864,864,2777,3509,864,864,2777,2777
6363,2940,1438,597,1174,355,4723,1575,2182,1701,2922,2677,3443,1896,801,3057,1896,406,2942,3422,1676,3057,890,1115,1205,526,6605,3321,2210,1727,1115,979,1946,3388,1028,504,3203,2459,3057
6364,170,748,5121,2131,2500,2524,671,2097,3131,3131,3131,3131,1194,379,3131,3131,3131,3131,3131,6300,6300,1071,3131,311,3131,1015,311,311,311,311,311,311,1067,1067,1067,3302,311,311
6365,170,6886,4719,1809,2338,170,2816,588,3062,324,324,588,780,324,2542,915,61,213,613,2542,2542,2542,61,2542,2542,2542,2112,2542,3477,1428,1044,2542,2542,1776,2542,2542,2816,1947
6366,3556,4760,703,170,2242,4723,4074,1421,94,5444,2227,1902,94,2499,3442,2499,2034,2499,1902,1902,1902,1902,460,2499,1902,6696,2499,2499,2306,2499,2499,2306,1902,2306,2034,2306,1599,1431
6367,948,4626,6830,2507,1403,919,3179,3122,1236,2843,560,574,574,2514,574,2843,2615,2843,3119,2514,2915,1001,2249,574,2843,159,2514,3297,2843,3297,2936,2593,3297,1666,574,3297,574,3297
6368,170,4864,1111,2131,1120,865,2525,869,361,542,714,709,217,3154,2035,217,217,1740,217,1392,217,217,1242,2913,3412,1335,45,492,2035,548,1242,1242,1391,1391,1242,80,1391,3412
6369,170,782,1100,170,2578,2737,680,756,1410,2950,1410,3139,3139,563,3139,2783,3139,56,56,3139,3139,3139,2342,2230,3139,5698,1787,2479,3099,222,3099,1787,1787,56,1139,3059,3059,2479
6370,3073,2708,6830,1358,1949,2724,1744,2322,1949,1227,1291,636,1693,1693,1693,240,240,2747,636,3157,240,636,240,2724,3157,2661,240,1693,240,240,3157,240,240,5614,2597,636,240,4383
6371,5098,4626,6830,1402,2836,2510,671,1193,2527,1027,642,1287,1287,671,2974,671,642,671,1968,2805,383,3389,383,2372,1402,1402,1402,1504,383,383,2974,2173,2519,1419,1402,2372,2140,671
6372,6598,3366,644,2778,300,948,3405,1137,1800,3154,1137,2033,353,3154,3154,3154,353,3302,3302,3154,3154,3302,3154,1895,2052,1015,3154,3154,3154,1015,491,3154,3154,4727,3154,491,1015,3302
6373,2062,6034,1100,1321,107,1198,797,864,1198,1808,684,684,1198,392,2286,2472,684,2472,1198,845,845,845,864,845,845,845,3179,3179,1885,845,630,3179,845,845,3179,2380,845,630
6374,5391,4760,703,1775,1992,804,1245,1992,3174,1821,2540,2867,4210,582,365,1720,2750,432,2750,684,892,2750,2750,3181,3181,3181,432,3181,432,3181,3181,3873,3181,3181,432,3181,3181,3181
6375,170,2848,703,1006,5103,588,2032,3486,1418,3478,2792,2622,2556,3478,990,1129,210,2912,2556,3373,105,3478,105,105,105,105,2556,2556,2556,2556,2556,105,105,2556,3343,3343,2556,2556
6376,170,6886,5892,1837,1884,911,2523,385,911,2015,560,2338,2338,560,2628,2338,2628,560,46,560,560,560,560,560,1440,560,560,560,2798,560,2999,560,1313,560,2999,1313,3471,560
6377,170,6886,6094,2798,2740,1908,442,569,1044,2403,1791,1791,1044,2403,2403,2403,2304,277,2403,2403,3199,1157,3199,3199,3199,585,3199,6109,554,2403,1157,3199,1157,3199,1157,585,1157,1157
6378,170,4515,5121,1877,1231,1837,2707,756,3106,1312,2534,277,1915,3115,3393,1636,1833,1593,1636,1833,1833,1298,3393,49,1156,1593,1156,1298,1298,194,3045,3195,1366,1833,1457,3628,1366,1201
6379,6602,6886,6094,170,3473,6431,3473,6814,1284,1284,1014,2699,2532,1014,773,1855,5109,1855,1855,5581,3030,3030,5109,3030,3030,5052,5052,3030,3030,1820,5052,804,1284,3030,3030,183,2023,804
6380,170,4515,4719,2804,2578,2657,1780,3417,2657,1623,3493,539,921,2260,518,19,3271,5213,2212,138,19,1852,2212,1866,1866,1936,1866,1936,1866,3130,1605,720,1936,720,3130,252,1638,3164
6381,6281,1330,3545,1775,3473,2671,1082,360,2950,978,2569,2169,2169,430,978,448,430,448,5919,430,2968,2968,1410,2968,1270,2968,2968,430,2968,2256,2271,2968,2968,1944,2968,2968,2968,2968
6382,170,2077,4719,2372,2578,2150,242,1247,2758,3526,2676,2150,2224,5953,2718,1526,2718,1865,2718,1766,3393,3393,3393,3393,5953,3393,1382,3393,3393,6172,4993,3393,3070,1382,3393,2707,3393,2707
6383,1724,2077,4000,1821,366,1573,1900,4103,2278,597,2278,1192,2556,1702,1191,1191,3522,3117,496,3117,1731,1131,1019,3117,3117,5647,3117,3117,3117,152,5647,3117,2678,3117,1121,3117,6029,3117
6384,6598,1330,3004,2372,1403,408,311,2652,2505,1809,2652,400,2652,2141,1586,1525,2984,2670,2984,2981,5041,642,1525,1794,494,1792,34,1065,34,34,34,34,1794,494,1794,885,2981,2243
6385,111,4272,4687,2131,1231,1460,1633,987,185,2149,2149,2149,2149,2149,2452,2149,2886,2192,2149,807,3243,2886,451,3243,2015,3243,2215,3118,2325,638,2618,3243,2215,1983,2539,2325,638,2965
6386,2062,4760,3723,1837,1728,360,1518,2737,3306,779,3306,779,3222,978,567,2423,1353,3222,567,1766,3222,1129,1353,1674,1766,1674,2316,3222,1674,1674,2074,1674,2074,1944,262,567,1674,3334
6387,2062,609,2737,1321,2175,5818,1205,5470,3389,1288,6,1495,363,363,2837,530,363,554,363,6,1477,1229,4996,554,3397,2034,2863,554,2034,1229,2043,2034,363,1980,363,1512,507,1298
6388,170,2708,5650,170,1231,1918,2802,848,2007,1171,3122,1171,1688,1171,3195,3122,3047,708,708,1751,1072,146,1672,3517,1681,2206,2641,146,3122,818,1896,2597,1364,1076,1672,146,146,146
6389,6172,4343,5659,1821,151,2635,1128,967,1989,348,1216,145,1216,567,3300,567,1989,5404,1740,268,3300,1411,1989,774,3300,808,808,3300,808,3300,84,1435,1435,2666,660,660,660,1411
6390,1798,7035,3004,355,3280,2568,787,3025,2568,143,787,787,3025,787,2146,3025,3229,787,787,787,3025,787,787,2650,1095,2650,1095,1831,787,1831,3253,3089,2650,3229,1831,3089,1831,1831
6391,111,6886,2118,1837,2058,1176,974,494,494,830,410,1662,1855,2310,2628,986,3443,1415,702,702,612,3115,3526,2798,3115,3115,702,3115,3462,3115,2636,3115,3115,3115,3115,3115,3115,3115
6392,948,2848,353,2663,1120,2470,2981,2981,2981,129,2981,2981,1707,129,1033,1910,1033,1707,2020,3141,1707,1033,1707,645,694,480,1529,1707,3141,3141,1033,1033,1033,1033,2981,1015,2981,480
6393,170,3100,703,48,1884,410,423,650,3115,2345,1345,1186,2214,1345,2718,5966,2345,3233,2345,3233,2718,6270,2518,236,1047,2718,2902,2345,896,593,896,1436,2677,2345,3368,2677,235,2345
6394,3492,1439,3093,1433,1231,2979,1787,2874,2258,2330,2826,2826,2330,1697,2826,2560,2826,2330,2826,2330,988,2560,2560,1318,2330,185,2560,2330,2330,2560,2388,1697,3102,3102,2158,2158,2560,3102
6395,3556,4925,3033,1821,474,891,790,2685,5065,2685,3446,1770,1086,609,1948,1187,939,850,1830,668,1830,891,1187,891,1187,1830,1187,891,1187,891,891,1187,1187,1830,891,1187,1830,1192
6396,1132,2708,1100,1966,3518,2980,817,1229,2556,2556,1889,20,1036,1084,3007,870,1003,1084,870,1003,1003,20,2247,1003,870,2247,870,904,870,2949,870,2949,2247,1084,870,1003,309,870
6397,170,2708,3825,1978,835,1458,954,3077,954,1563,858,128,954,128,628,128,194,628,2858,194,128,954,194,194,2990,3527,628,194,194,1772,194,3527,194,2277,1563,2277,1772,1772
6398,170,4626,703,2131,1067,2501,1059,1059,1946,901,1059,948,478,2453,901,698,698,1391,1756,377,708,2836,932,708,2543,2836,708,901,1756,2836,337,2836,2836,2836,1482,2836,2836,901
6399,6602,4515,2831,1984,1231,2065,2165,1684,1502,1590,1561,2953,3368,1590,3297,1561,1561,3128,2301,3368,3297,3157,3157,79,3157,79,79,3157,437,1590,3157,708,3157,1171,866,378,866,3157
6400,170,2430,703,549,1953,2942,1379,2385,1379,1442,2202,2385,1442,2202,2385,2916,481,1442,2558,481,481,481,481,481,1725,3251,366,1685,481,481,481,1046,3419,1293,2932,1685,3056,3056
6401,6598,1439,3004,6700,1231,1918,2802,785,2802,362,1340,2802,2795,848,2326,848,1209,2326,1209,362,848,21,848,848,21,848,1372,848,1402,848,848,848,848,848,848,848,848,848
6402,170,4925,2118,148,868,2101,2879,1690,2879,2947,3178,664,390,1585,2452,2423,6393,5213,1456,2280,1456,1456,3178,1456,578,2280,1386,1175,5489,578,5489,458,578,6393,1381,2707,1460,3338
6403,1218,4925,3723,2166,2214,1345,515,2951,3516,3516,3516,3516,3516,3516,3516,3516,1115,3516,3516,3516,3516,3516,3467,3516,3516,3048,3516,3048,3516,3516,1498,1498,16,3516,3048,3467,1016,3467
6404,170,4626,3484,549,2338,1791,1726,1286,1379,1301,1115,487,1301,2073,978,2074,86,978,3045,978,4453,3366,1260,2499,1260,1260,1260,3045,1260,978,1260,1260,1260,1690,3366,3045,1260,1260
6405,170,4114,4719,1676,2974,1629,3002,1100,227,2843,227,3352,3352,2805,1147,1147,2994,3352,1147,2775,3352,3352,932,4270,1147,3352,3352,3352,2994,735,4305,3352,1147,3352,3352,2959,2474,1147
6406,6281,6013,3004,41,6450,2441,2136,3031,2934,2934,3464,2601,754,524,3031,1751,2136,754,2903,754,2136,1751,2136,3044,3031,3031,3044,3044,754,754,3044,3044,3044,3044,3031,2903,754,754
6407,6598,1439,1129,227,3026,1908,2279,658,3456,466,2301,466,466,2735,466,466,466,466,466,2511,466,466,2511,716,724,3506,1130,3506,2616,197,466,3506,957,603,2685,3506,2616,1984
6408,1218,6034,3967,3183,3216,820,3384,3274,3274,1225,785,2159,3230,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,2159,1835,2159,1835,2489,3100,3219,2159,3293,2159,3274,1437,1835,2544
6409,170,6886,3484,41,413,3438,560,385,3472,560,560,1554,3368,3464,773,3558,773,1364,268,268,773,1122,530,1554,773,3298,1149,552,2765,2765,1122,3243,1694,560,368,2765,552,268
6410,1218,4925,3967,1821,3187,1950,1082,2829,3274,1509,417,3051,1596,417,2327,3051,1509,1509,2555,3232,1082,1509,3232,3232,1509,2184,2327,1082,2184,3051,417,1509,1509,2184,1509,834,1509,1325
6411,2940,7035,597,653,366,1918,2483,1867,2005,228,1867,228,2940,736,228,228,981,228,228,228,1654,228,1654,6920,228,228,1632,3294,228,1619,228,228,3388,3294,228,763,2839,228
6412,948,362,3791,1015,1120,2635,4704,2874,2151,4344,231,4344,3517,711,6041,5440,5967,5440,3014,152,1681,3102,3284,5440,1681,5440,2068,2511,4784,1681,1681,1681,1681,1681,1681,1681,1681,1681
6413,5391,2708,4046,457,480,2979,1082,1122,1379,2518,2678,1995,2518,3215,2536,2518,2518,2518,2518,2518,2362,2518,2518,131,2518,678,2518,2518,2518,2362,2333,2362,2362,2518,3115,2518,2518,2238
6414,1218,4426,3967,715,413,3050,2655,6969,284,53,1345,1775,2016,4550,935,495,112,2895,438,2080,438,2080,1465,1465,2010,897,1017,1017,1625,3069,1017,1465,3476,6300,2080,2808,1625,4872
6415,6602,4290,5267,1311,2161,5211,4145,4883,6163,3078,6684,3513,3233,3233,973,4883,3350,1659,3350,512,512,1014,3184,2922,1577,4087,2838,1656,1284,2923,1014,2922,2115,423,1518,512,1284,1284
6416,170,5284,703,1837,1220,1908,2223,4484,1803,90,2223,2223,113,90,3126,4133,3420,2120,421,3126,421,2369,2637,6352,3076,2118,2412,538,2946,2946,2946,2946,3005,395,1974,1596,1871,2946
6417,5098,2708,5518,2875,5549,1439,3001,1863,1634,686,2434,2556,2556,528,6041,2556,1081,883,2556,2800,462,1081,1081,1081,462,462,462,1081,1081,1081,1081,462,462,462,1081,462,462,1081
