ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8
8851,6815,6030,5637,4937,5909,5193,5194,3935,6789
8852,6815,5714,6812,3537,5633,4897,4448,5868,5633
8853,6462,3613,6459,4677,3893,4269,5194,3893,5261
8854,6815,6091,3943,5077,4347,5009,5517,3935,5803
8855,6815,5714,4042,5517,4359,5009,5517,5868,5945
8856,6462,3972,5803,5775,3904,5469,5891,3646,4582
8857,6815,6364,5803,6507,6810,5469,4448,5181,6789
8858,6815,5714,5908,5908,5140,4791,7007,4995,6173
8859,6099,4353,5027,6623,4271,3557,4612,4575,5640
8860,6815,4374,5244,4769,5320,4791,4612,6886,6173
8861,6099,5714,5803,5766,5320,4246,5517,4547,6598
8862,6815,5714,5244,5766,5320,4246,6818,5532,6173
8863,6462,3680,6307,5918,6384,5168,6959,6384,5610
8864,6815,6615,6307,4769,6384,6833,5449,6384,3898
8865,6815,4435,4924,3717,5320,5766,4612,5283,6598
8866,6815,6364,3604,5124,6632,3608,6522,3935,6261
8867,5551,6364,4026,5245,5909,3916,5483,5839,4374
8868,6462,4023,4376,4677,5044,6282,4544,6838,5850
8869,6815,601,6114,5405,6844,6624,6631,4517,5048
8870,6462,4435,6853,5077,5878,6282,6631,5924,3709
8871,6815,6241,6114,4677,4347,6114,6631,4045,6080
8872,6462,6364,6127,5124,6160,6833,5251,4419,4034
8873,6462,6364,4026,5124,4157,6282,6677,5839,4141
8874,6462,6401,3733,5321,5587,6389,5095,6838,4582
8875,6768,3989,3208,2953,117,1069,1204,2724,1532
8876,6768,6824,6853,6212,3904,5993,3682,5925,4582
8877,6815,4435,5682,5321,3904,5993,3777,5925,4488
8878,1261,5294,3733,4915,5050,5189,5050,6924,3541
8879,6462,3317,3733,2210,5587,5023,4902,6350,4272
8880,1261,3613,5737,4915,5050,5189,5050,6924,3541
8881,1261,3613,2571,3820,3908,6329,6375,5528,7004
8882,1261,6454,4376,4861,3908,6102,6345,4361,6104
8883,1261,3613,3532,3820,3908,4679,6375,5199,3851
8884,6462,4715,4924,3717,4347,5766,4612,4995,6598
8885,6815,5727,6666,6470,3904,6102,5095,3686,3593
8886,6462,4435,3993,4677,6319,5707,5149,4919,3717
8887,6815,6636,6114,5633,5633,5257,4612,3869,5640
8888,6815,5714,6114,4677,4347,6114,4612,4045,5640
8889,6462,5714,5027,5633,4271,6186,4612,3869,5640
8890,6815,6364,5244,5890,6855,7050,5891,5532,6045
8891,6462,4388,6127,5124,4559,6943,5667,5532,6943
8892,6815,5674,6114,5795,6855,6862,4178,5241,6045
8893,6815,5674,4429,5077,5989,5585,5149,4995,6001
8894,6815,4435,3943,5077,5446,5766,3943,3961,4202
8895,6815,6615,6307,6598,6384,6833,5449,6384,6598
8896,6815,3989,5235,4769,4178,5585,5517,6838,4127
8897,6462,3613,3532,6470,3893,6004,4244,4737,5821
8898,6815,6636,5244,4769,6632,4059,6220,3935,4022
8899,6815,6364,3811,6159,5989,5469,5746,6550,6007
8900,6815,6636,6114,5795,5140,5469,3882,4565,4416
8901,6815,898,5235,5648,6632,5469,6738,4419,6507
8902,6768,4023,5153,591,3893,6470,5553,5504,4141
8903,6462,4435,4275,5321,6160,5353,5361,5839,5686
8904,6462,3613,5737,4915,4910,6955,4902,6419,3824
8905,5551,6824,5206,6212,5437,6181,5057,5298,5942
8906,6462,6824,4668,6212,5920,5661,5176,3569,4848
8907,5551,5975,4668,6212,5920,5790,6681,5532,6543
8908,6462,4435,5226,6212,6319,4464,6464,4919,4582
8909,6462,4606,3993,5766,6021,4671,4133,4370,4582
8910,6768,5786,5244,5766,6021,5939,4133,4370,4582
8911,6815,5714,5244,5405,6632,4897,5931,4597,4422
8912,6462,3613,3993,4677,6669,6282,6324,6611,4074
8913,6768,5552,4668,4677,4731,5707,4544,4919,6543
8914,6462,6364,5244,6915,5320,4791,5517,4547,5049
8915,6815,3989,6114,6114,7024,5469,6631,4045,5048
8916,6815,4435,5244,5792,3904,6853,6420,5077,3593
8917,6815,4163,5244,6477,4101,6853,4101,5920,6853
8918,6462,4023,5153,5260,3878,6310,5057,6349,6987
8919,6815,3074,5915,6087,117,5023,6648,5563,6332
8920,6768,601,6459,5386,5227,6624,6989,5397,6199
8921,6815,3989,6459,2879,5227,5257,6989,5397,4515
8922,6815,5714,5027,5955,5227,6624,6989,5397,6199
8923,1261,4023,5737,4694,4294,6955,6345,5928,6751
8924,6462,4023,5737,5955,3893,6624,6989,5397,6325
8925,5551,4023,5737,5955,6033,6624,6989,5397,6325
8926,6815,1558,6114,5405,3650,6624,6989,5397,5708
8927,6815,6030,5923,5405,3650,6624,6989,5397,6199
8928,6768,3613,6459,5955,5227,6624,6989,5397,6199
8929,6462,6401,5589,4915,5050,5189,6129,4091,5712
8930,6462,3780,5737,3542,3542,5189,5881,5881,3767
8931,6462,6401,5737,4915,5867,5189,3759,5627,4109
8932,6462,6364,6407,6212,6319,4464,4544,5532,4582
8933,5551,6364,5244,5321,6319,5766,5625,4562,5625
8934,6768,6364,5584,5766,5281,5766,4329,4419,5625
8935,5551,6824,5589,4869,4759,5802,4767,5459,5850
8936,6768,3613,1547,947,2767,5993,2192,6421,111
8937,5551,4231,6866,4186,6467,4518,3759,5043,4582
8938,5551,6866,6866,5792,4759,5852,5304,5043,3691
8939,6768,6401,5589,5990,5567,5673,6960,5199,5437
8940,1261,6401,6353,5792,4157,5433,5332,5298,5852
8941,6768,6650,6610,4427,3662,5710,4680,5199,5464
8942,6768,4023,6610,6635,3051,234,582,3343,1885
8943,1261,6275,5589,6870,4583,3689,5400,5094,4582
8944,1261,5538,5769,4512,3691,3608,4902,6419,3691
8945,6768,4023,5265,3542,5182,6310,4694,4260,4582
8946,6768,180,4376,4677,4583,6004,5203,6419,3824
8947,1261,3909,3993,4978,5050,6005,5726,6464,4582
8948,6815,4435,5226,5321,5501,5993,6464,5241,6045
8949,1261,3909,4668,6363,6319,5993,3682,3569,4582
8950,6768,5357,6974,4769,1089,5759,3684,6126,3898
8951,6815,3989,6114,5405,4892,4897,6156,6748,5261
8952,6815,898,5803,4862,6021,4001,4530,4370,3898
8953,6815,6030,3604,5405,4966,4966,4877,3543,4859
8954,6815,4435,5244,7044,5906,6102,5530,6444,6567
8955,6815,6824,5244,5502,3735,4382,5931,5532,3825
8956,6815,4435,5964,5955,4347,5257,4612,4045,5640
8957,6815,5274,5226,3717,6632,5766,4544,4419,4626
8958,1261,6275,5589,5787,5050,6943,5050,6421,5509
8959,6462,6824,3993,5124,5320,5193,5304,5532,4588
8960,6768,6824,5737,3542,3893,6018,6571,4227,5591
8961,1261,5786,4716,5124,6650,5635,6522,5532,5967
8962,6768,1975,2505,4566,5003,1989,1101,1101,4582
8963,6815,6030,3604,5405,6632,5624,5931,5594,4422
8964,6768,3289,2596,5908,4559,5193,5740,4370,5897
8965,5551,6364,3943,3872,5283,5766,4215,5766,4936
8966,5551,6824,3993,4978,3835,6181,6420,4026,5500
8967,5551,6401,4026,3735,4759,6282,4902,6419,4109
8968,5551,6824,5647,5412,4428,4679,5756,5504,4679
8969,6462,3972,6666,5125,5906,5993,4244,5532,3755
8970,1261,2667,5027,5955,6810,6624,6989,5397,5186
8971,6815,6030,3604,5405,3893,4269,4684,3543,5261
8972,6462,3909,2493,4616,5270,2865,5270,4330,4141
8973,6815,6364,5244,6087,5989,5766,3882,4659,4582
8974,6099,4002,3929,6708,3878,3956,744,2020,618
8975,6462,4023,5737,4512,4910,4446,5400,6419,7014
8976,6768,5357,6759,2102,4359,3848,5553,4517,5261
8977,6815,5714,5244,4769,5320,4791,4220,5839,6173
8978,1261,6275,5589,6870,3908,6246,6345,6421,5835
8979,6462,6401,6339,6172,5050,5056,6420,3569,5850
8980,6462,6364,4018,6538,6359,4270,6738,3798,7034
8981,6815,4435,6666,4677,4347,5825,6771,4919,3593
8982,6768,2206,2596,5581,4559,6122,5891,6550,6023
8983,6768,5786,4376,4677,4032,4966,5125,5532,5437
8984,6815,4435,6853,7044,5906,5766,4215,5766,6045
8985,6815,6636,5803,5140,5140,6853,4101,4214,6872
8986,6815,4435,5244,5766,5906,5766,4612,5532,4181
8987,6815,6364,4528,4256,5989,5585,3882,4419,4419
8988,6815,5824,5235,6912,6630,5585,6495,5839,4127
8989,6462,6401,6138,4978,6129,6824,4018,5459,5459
8990,6462,3613,3682,3542,5920,5993,3682,6608,6543
8991,6462,4023,6353,4427,4910,6102,4902,5043,5464
8992,6462,180,6666,3820,4101,4632,6375,6457,5205
8993,6462,3613,2956,4677,5182,6181,4767,5532,5821
8994,1261,432,5737,4386,5050,5189,2674,5199,1885
8995,6815,4404,6513,4368,6669,4966,6156,5241,4422
8996,5551,6401,5589,5881,5050,4966,5050,6421,5509
8997,6462,4593,3532,4062,5044,4679,3740,6421,5509
8998,6815,5714,3993,5795,5446,5993,5829,6464,3885
8999,6815,6241,5923,6659,3878,5483,5923,5926,5923
9000,6462,6824,3993,4978,4583,3689,5931,5532,6536
9001,6768,6364,5798,4546,6021,5469,6348,6464,4582
9002,6768,6364,5244,4624,5320,4791,5884,5839,5415
9003,6462,6824,5244,3717,5244,5707,3872,4547,4731
9004,6815,3989,5027,4769,5140,5257,7015,4547,6173
9005,6815,3989,5226,4368,5501,6437,3777,4482,4488
9006,6462,3972,5803,4677,3695,6853,3682,3569,6853
9007,5551,6401,4026,4869,6319,6004,5332,5532,6543
9008,6815,5714,3993,4677,5320,6102,5517,4547,4034
9009,6815,601,5738,5405,6669,6611,4684,6611,4074
9010,6768,3909,4594,6389,5050,6389,4661,3733,3885
9011,6768,1975,3929,6440,6402,4360,5057,6682,6222
9012,6768,5714,5027,2879,5320,6102,4448,5397,4515
9013,6815,6364,7050,5321,6021,5993,5979,5241,6045
9014,6462,5714,5330,6172,4101,6102,4244,4737,6523
9015,6462,4606,5361,5321,3977,6282,6953,3830,3709
9016,1261,6401,5153,4694,3893,6824,5332,5043,3982
9017,6815,5674,6666,5795,5140,4966,6156,4995,6774
9018,1261,6401,6610,4915,5072,5189,3764,5627,4582
9019,6815,6091,4429,4769,6048,4236,6495,5224,6958
9020,5551,6824,4327,5538,4910,6282,5203,6419,4949
9021,6815,5714,5244,4937,4101,4900,5931,4597,3982
9022,6815,5714,5330,2102,5227,5085,6989,5397,4515
9023,6815,3730,5803,5766,3904,5766,4396,4547,5754
9024,6815,3745,6666,4677,4547,6102,5891,5319,3593
9025,6768,4435,5244,3717,5283,5766,5520,5766,4181
9026,6815,3989,7008,4769,5320,6833,5449,6349,4683
9027,6815,4435,6666,6538,6021,4270,5848,5241,4582
9028,6815,4435,5285,5077,6630,7050,3943,6727,6045
9029,6768,5674,6812,6114,5140,6114,4448,3834,4181
9030,6768,3613,3929,4012,5320,1989,5740,5772,5371
9031,6768,4435,4528,6212,5050,5993,6464,5925,6045
9032,6462,6824,4018,5124,4910,3689,5483,5532,6045
9033,6815,6636,5803,3717,3563,6853,4933,3686,5261
9034,1261,5975,4716,4772,7031,3905,5057,5532,5754
9035,6815,6364,4671,6623,6160,6833,5251,5251,6045
9036,6815,3613,6459,3201,3893,6470,6989,5397,6325
9037,6815,5674,5682,6912,5283,5766,5625,5766,5625
9038,6462,5294,5737,5990,3740,5189,3759,6421,5744
9039,1261,5538,5589,3820,3908,6547,6375,6421,5575
9040,6815,5005,4042,4624,117,4328,4902,5005,6332
9041,6815,4374,5244,4937,5320,6004,5931,5532,4034
9042,6462,3780,5589,4915,5050,5189,6129,5881,4582
9043,6815,5674,4429,5077,4001,5585,4530,5224,4808
9044,6815,6241,6307,5404,6384,5213,6959,6349,5749
9045,6768,6241,6513,6470,4101,6853,4684,6726,3593
9046,6462,6650,5153,4186,4665,6310,4767,5043,4582
9047,6815,6364,3811,6159,6855,5764,6464,5241,6045
9048,6815,6636,5330,4368,6021,5469,3834,4597,3642
9049,6462,6401,4594,5990,5587,5189,6345,3783,5464
9050,6462,6824,5206,6212,6553,6285,5298,5298,4582
9051,6462,6824,4327,5502,5437,6004,4244,5532,5437
9052,6815,3972,6666,6470,3893,4679,4110,5459,4141
9053,6815,4435,4924,3717,5446,5038,6649,3646,3709
9054,6815,5714,4528,5125,5931,4671,5667,4919,4034
9055,6462,3613,5798,3820,3908,4128,4684,4898,5575
9056,6462,6401,4026,4062,5755,6581,5304,6132,4109
9057,1261,6275,5737,4915,5718,5189,6345,5199,5487
9058,6462,6824,6365,3542,5182,4966,6960,5532,5744
9059,5551,5488,5723,4869,4767,3916,6187,5043,6396
9060,6462,3613,5737,4658,3893,4679,6345,4898,5591
9061,6815,4374,5120,3537,4439,3697,6466,5397,5186
9062,1261,3613,3782,3542,5920,6310,4767,3569,4848
9063,5551,6364,4671,5578,5909,5526,5526,4370,5248
9064,6462,5552,3558,5241,4178,5585,6464,6335,6045
9065,6462,6364,6127,5124,5320,3935,5251,5532,5040
9066,6768,1558,2547,2879,6669,529,6989,5397,4515
9067,6815,6364,6108,6087,3891,460,4961,1212,2339
9068,6768,5552,4668,6912,5320,4791,5891,5224,4034
9069,6815,5824,5244,6087,5140,5766,5361,5692,6045
9070,1261,6401,4594,5792,5587,5939,4767,5043,4582
9071,6768,4435,5285,4368,4556,5742,3777,4547,4488
9072,6815,6420,5244,5766,5281,4382,5251,5532,5502
9073,6462,5714,3993,5792,6630,5469,4381,3646,4488
9074,6768,6364,5244,4937,3835,5469,5931,4937,5850
9075,6815,5674,6379,5795,6021,4270,6156,5241,3809
9076,6768,3208,3733,6470,6160,3824,4902,6838,6182
9077,1261,5294,5737,5990,4583,5189,3759,5199,5796
9078,6462,3745,6610,5775,6021,5993,6348,5241,6045
9079,6462,3909,2956,3820,4966,5993,5745,4898,4074
9080,1261,3613,4293,6635,1735,1745,6464,6508,4582
9081,6462,5714,6127,6724,5044,3965,5746,5594,6821
9082,1261,4023,2956,4677,6135,6102,3570,4361,4535
9083,6815,4374,5244,6912,5244,5766,6495,6037,6774
9084,6462,4435,5285,5792,5501,6282,5318,4919,4582
9085,6815,5147,5244,5766,5140,5766,5766,5766,4316
9086,6815,4435,5798,4368,4966,5624,6156,4597,4422
9087,2335,5357,6726,6470,4313,4900,6648,6350,4374
9088,6768,6364,5226,6819,3878,5766,5884,5283,5357
9089,1261,6401,6610,5581,4559,6102,5334,5513,6821
9090,6462,3972,5244,6538,5050,4270,4270,5532,6536
9091,1261,4023,5647,6724,5044,6102,4909,6421,4582
9092,6815,5714,6936,6753,4101,6102,5530,3543,4615
9093,5551,6401,4026,4248,5691,6273,5964,5177,5691
9094,1261,5294,5647,5990,5755,6178,6648,5587,4037
9095,6815,4374,6886,4291,5884,5585,5578,4419,3898
9096,6768,3289,2596,5908,5972,3589,5740,6682,6617
9097,1261,4593,6122,6172,5044,5189,3740,6421,5509
9098,6768,6824,5265,4694,6831,6310,4828,4091,5796
9099,6768,3613,6459,5955,3893,6470,4902,5397,3858
9100,6462,4163,4668,6212,5050,5790,6125,5532,6543
9101,5551,6401,4026,5724,6319,5635,6309,5532,6092
9102,6815,5714,3604,5405,6632,6513,4448,4045,5261
9103,6815,3989,5027,7044,5320,4471,5582,5397,4366
9104,6462,4435,5803,5077,6021,6851,5149,4919,3809
9105,6768,5254,6143,5581,4559,5193,6328,5513,4309
9106,6768,5714,5027,6176,5227,6624,6989,5397,6199
9107,6815,4435,4924,3717,5283,5766,5625,5283,4181
9108,6462,6364,5600,5578,4178,5585,5578,4419,4165
9109,6768,6824,4668,5095,5182,6181,6187,5532,4141
9110,6768,6364,5600,6087,5989,6568,3882,4419,5248
9111,6462,180,5737,3542,3908,6645,6375,6508,5591
9112,5376,5714,6936,5405,6844,5469,5496,6611,6536
9113,6768,4023,1547,6617,3878,1989,744,6014,3528
9114,6099,6824,4026,5724,4767,5802,4767,6279,6045
9115,6815,4435,3993,4677,6021,6005,6464,6924,4582
9116,6815,180,4718,5160,3893,4679,6375,4227,5261
9117,6815,6030,5120,6087,3878,5483,5483,4419,5686
9118,5551,6824,4018,5124,5931,6004,5931,5532,6542
9119,6815,180,3604,5955,3982,4897,4684,5504,5261
9120,6462,4023,3993,3537,5044,3589,5746,5594,5304
9121,5551,6824,5226,6008,6319,5707,5251,4919,6045
9122,6768,4606,5244,4937,3904,5766,5931,5532,6543
9123,6462,6866,6866,4186,6467,3796,3759,5596,4446
9124,6768,5714,5908,6654,5320,6654,3834,4565,5415
9125,1261,6275,4960,4062,4157,6067,5400,6419,4109
9126,6815,6364,5584,6915,6061,4791,5530,6241,6881
9127,6815,5225,5330,5225,6632,5469,5530,5839,5686
9128,6815,6364,5244,6172,5931,4416,5931,4597,5500
9129,6462,3613,3782,5604,5587,5993,5841,5604,4582
9130,6768,3613,5103,3542,3908,6645,6375,6421,5653
9131,6815,3972,6666,6538,3904,4128,4101,4937,4074
9132,6462,6824,5911,5245,6319,5707,5251,5532,6045
9133,5551,4435,4668,4869,5050,6984,4661,6363,4582
9134,6768,6401,5584,6023,5320,6102,4680,6915,4446
9135,6815,6364,5798,6159,5989,7050,6464,5241,6045
9136,1261,3581,5589,5787,5050,3608,6328,5885,4157
9137,1261,3613,5737,6470,3908,5189,6345,6508,6104
9138,6815,3074,90,3005,5878,6853,5203,5587,4797
9139,6815,6030,5923,5405,6061,5483,5483,6241,6261
9140,1261,3613,5737,5990,3908,5189,3570,5199,6104
9141,6462,6401,5737,4915,5072,6955,3759,5043,4582
9142,6462,5714,5803,2879,6810,5257,4448,5250,5897
9143,6815,6824,5244,4256,6021,4667,6420,6131,6605
9144,6815,3909,4668,3711,6319,6282,6464,4919,4582
9145,6815,4435,5803,5077,4921,5067,3777,5241,4989
9146,6815,4435,5244,6697,5140,6853,6631,6057,7034
9147,6815,5714,5244,6915,5140,3689,5891,5692,5188
9148,6768,3680,2996,2547,5003,3903,3903,6126,5749
9149,6768,4374,7008,4769,5320,3986,4612,5640,4683
9150,6815,180,6666,4368,4101,5616,6156,3543,4615
9151,5551,6275,5737,4915,5867,5189,3759,5043,5850
9152,6815,1558,4092,4769,3878,6833,4612,6126,4012
9153,6768,6364,4275,6172,6632,5469,6738,4419,4416
9154,6768,2699,2596,3820,5182,6004,6893,4728,6543
9155,6768,1975,5226,2165,5068,4236,5517,6682,6182
9156,6462,6364,4671,5124,6632,5469,5578,6464,4582
9157,6815,5824,5682,5766,3904,1069,5891,3646,4488
9158,2335,6615,4275,5890,6021,3608,5526,6464,4582
9159,6815,6364,5244,5244,5140,6122,5931,4597,4416
9160,6462,4606,3830,5321,5587,5993,5361,4393,3709
9161,6462,1494,4713,4062,5755,4900,6648,6350,6332
9162,6462,6275,5737,5990,3533,5189,3533,6419,3689
9163,6815,5674,3943,4248,4347,3916,6649,3961,6045
9164,6462,6364,4275,5648,5270,4401,7007,6838,4127
9165,6768,3909,6610,4677,2873,5105,5176,5333,6617
9166,6768,3613,2394,3542,3908,5189,6345,6508,5591
9167,6462,6824,5589,4937,4854,4679,5769,4737,4588
9168,1261,6401,6353,4186,4910,4966,5815,5532,6987
9169,6462,3317,3733,4915,3908,5189,6345,6508,4074
9170,1261,6275,4668,4186,4665,6586,3608,5532,6092
9171,6462,6824,4452,5124,4452,6118,6522,5532,3983
9172,6768,4435,6114,6470,3982,3916,5483,5839,3982
9173,6815,5714,6513,4368,3878,4077,4684,4597,6567
9174,6768,5552,5153,5095,6319,5552,4902,5043,6045
9175,6768,2206,5908,5908,5972,4270,5891,6550,4582
9176,5551,6824,5737,4186,3533,6310,5483,5043,5850
9177,1261,2892,3019,1169,2895,935,2396,1017,3210
9178,6768,3613,4668,4677,4731,5959,4350,5333,6222
9179,6462,6565,4026,5124,6881,6285,6522,5532,4582
9180,5551,6866,6600,6172,5044,6943,5746,5594,4582
9181,5551,6824,4671,6212,6650,5707,5251,5532,6045
9182,6815,3972,6666,6172,3977,6282,5400,4602,6157
9183,6099,4149,4042,3542,5270,6122,3712,3543,6944
9184,6768,180,5027,3254,2237,3610,3992,6457,1810
9185,6815,3972,4188,7044,3904,3628,3943,3646,4488
9186,1261,6401,4026,4869,5044,6581,5304,5594,4582
9187,6815,5714,6114,5405,4101,4297,4684,6842,5261
9188,1261,6401,3733,6172,5044,4076,7029,5134,5134
9189,6768,2222,2952,1894,3399,3117,1612,1500,3034
9190,1261,6275,6866,4186,5718,6421,5057,6421,6987
9191,6462,6401,4668,6212,6319,5993,6464,4919,6045
9192,6462,5674,3993,4677,6669,5469,5746,6838,4422
9193,6462,6420,6853,4772,5920,4966,4104,5532,5754
9194,6815,3613,6459,6470,3982,6548,5553,4260,3876
9195,1261,6401,5737,4915,5755,5189,3759,5043,5850
9196,6768,3613,6610,6470,6023,6102,5530,6915,6023
9197,6462,4435,3943,5766,5283,5766,4612,4045,6774
9198,6768,3289,2596,5908,6021,6102,5891,3657,3600
9199,5551,6275,5737,4186,3533,5189,6345,3569,6987
9200,6462,6824,5206,6212,3542,6310,4694,3569,4582
9201,6462,6401,5737,5990,4583,5189,3759,5627,5796
9202,6768,3613,5737,3542,3893,6645,6375,5199,3851
9203,6815,6364,5226,4256,6632,5993,4766,3646,6045
9204,5551,3613,5737,6470,5587,6470,6648,4763,7045
9205,6815,5714,7008,4769,5320,4791,4612,3986,6173
9206,6462,5714,5584,6915,4428,5756,5756,5504,3982
9207,6768,3613,5737,3542,4583,5673,6960,3783,5575
9208,6815,4163,5244,4256,6319,6282,6677,5925,4582
9209,6815,6636,5244,5323,4101,6122,4684,3798,5205
9210,6815,4435,4718,3542,4101,5673,6375,5199,3851
9211,6815,4435,5244,5766,5906,5766,5517,4547,6598
9212,6768,3989,2860,923,5989,5993,3840,5915,6045
9213,6462,5538,5737,5990,4583,5189,3845,4601,5575
9214,6462,3909,4668,5152,5050,6310,4651,3569,4582
9215,6768,5538,5589,5881,7031,5661,5050,5881,4582
9216,6768,5552,5153,6087,6160,6004,5931,5459,6045
9217,6462,6401,6339,5124,4157,3965,5304,5532,4157
9218,1261,2598,6610,4915,6669,3608,3682,3657,4582
9219,1261,6275,5589,4186,6129,5189,5881,5199,4848
9220,6462,6401,6353,4186,5050,3608,5332,5532,3541
9221,6815,6401,5647,6087,6800,5802,4767,5459,6045
9222,6768,3680,1547,2879,4271,3557,4612,4045,5640
9223,6768,4231,630,1057,338,234,2674,764,2498
9224,6815,4435,5803,6697,5140,5257,5891,4547,6789
9225,6462,4023,5153,5637,4910,6282,5095,5459,4157
9226,6462,3972,3922,4745,4101,3610,3992,3686,6828
9227,1261,6476,6138,6172,5050,6943,4829,5594,4416
9228,5551,6824,4716,4772,4963,6698,6420,5532,6543
9229,1261,4023,5737,4915,3908,5189,3570,5528,5732
9230,6462,4023,5737,6172,3982,4796,4877,5504,5591
9231,6815,4435,6666,4316,4200,6102,5530,4547,5821
9232,6768,4353,5285,5321,3904,6282,5848,4565,4582
9233,6768,180,2571,3820,6515,4679,6071,4898,5205
9234,6815,4715,5803,5077,6021,5023,4178,3558,3885
9235,6462,6824,5911,5124,4910,4856,6522,5532,5040
9236,6462,6824,6666,4772,3695,4966,4104,5532,3562
9237,6815,6824,5244,5124,5931,6607,5931,5532,5931
9238,6462,5538,5589,4772,6553,3796,5304,5532,5509
9239,6462,6364,5600,5124,4178,5585,5526,6838,6045
9240,6815,4435,5129,5077,5986,5929,3943,4995,4390
9241,5551,6824,4018,4869,6553,4966,6824,5532,6543
9242,6768,3680,2547,4769,3776,6159,5149,5181,6045
9243,6815,6030,6114,5405,4892,4897,6156,5594,4422
9244,6462,4023,5737,5792,5867,6955,3759,5043,5850
9245,6815,5674,5682,5077,6021,4667,3777,6688,4488
9246,1261,6650,6866,4186,4665,6310,4767,5596,6987
9247,6815,4435,5285,5321,3904,6833,3943,4045,4569
9248,6462,6364,5244,5077,6630,5585,4530,5486,6045
9249,6815,4435,6666,6538,3904,6853,4101,6057,5539
9250,5551,6824,4924,6212,6319,4966,5483,5532,6045
9251,6815,898,5226,5241,5501,5585,6464,5241,6045
9252,6815,6824,6666,4368,3904,5993,3682,5925,3755
9253,6768,6364,6513,4256,5989,5801,5526,4419,6045
9254,6462,6824,3993,4346,6650,5707,5251,5532,4034
9255,6815,4435,4528,5322,6319,6833,5251,5241,5698
9256,6462,4435,6114,6470,3835,5939,4612,4547,4181
9257,5551,4023,6353,4677,4910,3916,5304,5043,3570
9258,6768,6401,5153,4915,6669,6955,6345,5928,6092
9259,1261,5538,5589,5881,7031,5661,5881,3676,4582
9260,6815,5714,6114,4677,6630,5939,6677,5532,4141
9261,6815,6030,6513,5405,4966,5624,6156,5241,6536
9262,6462,6401,5737,4915,6553,6275,5400,5199,6732
9263,6462,4435,4528,6212,6319,5993,3777,4919,5754
9264,6768,5674,3943,6912,5989,5766,5931,4995,5686
9265,6815,6615,6307,5890,4077,3826,5251,5251,5897
9266,6768,5552,6610,5256,5050,6310,5841,3569,4582
9267,1261,6275,5589,6870,6034,3689,5400,6419,4446
9268,6815,6615,5244,5766,5320,5766,6959,4181,3898
9269,6462,6401,5589,4186,5567,6004,3759,6421,6092
9270,1261,3909,4668,6212,3855,3608,4544,5532,6543
9271,6462,4023,5153,4186,4910,3608,6353,4574,6881
9272,6462,3613,442,3254,2395,3287,3508,442,2339
9273,1261,6866,6866,4186,3796,3796,5304,5532,4582
9274,6768,4023,6039,4915,5755,5433,6648,6838,3858
9275,6462,6401,6353,5792,6467,4518,3759,5043,4336
9276,6462,6401,6138,6159,4460,5469,5304,6464,4949
9277,6815,3989,5803,4769,5140,6851,3872,4547,6173
9278,6815,1558,6936,5955,6844,6470,4684,6424,5261
9279,6815,5714,5244,5244,5140,5764,5931,4597,7034
9280,6099,5714,5610,6819,3878,5168,6959,6384,5749
9281,6815,5714,6513,5405,4966,6653,5125,5241,6107
9282,2335,6364,4275,6159,6021,3589,4453,5885,4141
9283,5551,6420,3943,4256,6632,6285,6420,4026,5942
9284,6815,5824,1923,5995,5989,5585,5149,4995,4989
9285,6815,3989,6513,5225,6632,5469,5526,6838,4127
9286,5551,6364,5285,3785,4178,7050,5526,4370,6045
9287,6462,6866,6866,4869,5044,3796,5304,5298,4582
9288,6462,6364,6122,6172,5044,3689,4877,4985,4588
9289,6815,6636,5244,5244,5320,6851,5931,4597,5243
9290,6815,6364,5600,6623,4569,6833,5251,5251,6045
9291,6462,6401,6600,6172,4157,4076,5746,5550,6809
9292,6815,3680,6307,6598,6384,6833,5449,5251,5897
9293,6815,601,5738,5405,3878,6607,6989,5177,5638
9294,6815,5714,5330,4368,6061,4246,5931,3961,5208
9295,6815,4435,3604,4677,6669,4269,5483,5532,3593
9296,6462,5294,3733,4062,5755,6178,6648,5199,5464
9297,6815,6091,7008,7044,3878,6833,6959,4547,6598
9298,6815,5631,5915,6114,117,4328,6648,6842,4272
9299,6815,3613,5798,4677,6669,5993,6464,1212,1212
9300,5551,6401,6274,3711,6319,6282,6677,4919,6045
9301,6462,6401,6866,4186,4910,3796,6522,5532,4582
9302,6815,4435,5244,5077,5140,6771,6495,4995,5159
9303,6462,4023,5737,4783,3908,5907,6345,6508,6104
9304,6815,5714,6379,6819,5989,5469,4380,5241,5040
9305,6462,6364,4275,5890,5909,5526,5526,5594,6259
9306,6462,3613,3733,5321,4460,6282,4902,4602,6789
9307,6462,1975,598,2210,1913,5766,2882,5283,848
9308,6815,5714,4858,5648,6061,4401,5931,6838,5686
9309,1261,4023,4361,4861,3908,6102,3570,4228,3570
9310,6462,6824,3542,3542,5783,6645,4018,5913,3851
9311,1261,6454,4668,6212,4665,5635,4244,5532,6608
9312,1261,6275,5589,4915,6467,4966,6328,6419,5509
9313,6462,6241,5923,5498,3878,5213,6959,6349,5749
9314,5551,6364,6122,6172,5044,4796,4829,4937,4141
9315,6768,180,2571,3820,4101,3699,4101,4898,5205
9316,6768,6401,3532,6915,5281,6102,6187,5281,6881
